gain,condition,trial,terminal_max_error_m
1.0,bearing_0.1deg,19,1.4200380191594635
1.0,bearing_0.1deg,20,1.4134409833990271
1.0,bearing_0.1deg,21,0.8989210335399711
1.0,bearing_0.1deg,22,1.0119481094027298
1.0,bearing_0.1deg,23,1.1208111814222448
1.0,bearing_0.1deg,24,1.8694579738086734
1.0,bearing_0.1deg,25,1.8720965573374293
1.0,bearing_0.1deg,26,0.9082473211700328
1.0,bearing_0.1deg,27,1.482045232444618
1.0,bearing_0.1deg,28,1.0857575671276196
1.0,bearing_0.1deg,29,1.1035404676245195
1.0,bearing_0.1deg,30,1.3546866866949663
1.0,bearing_0.1deg,31,1.552665100034593
1.0,bearing_0.1deg,32,1.2128804018372201
1.0,bearing_0.1deg,33,1.5750989717445905
1.0,bearing_0.1deg,34,1.0750998525802895
1.0,bearing_0.1deg,35,1.368893992811419
1.0,bearing_0.1deg,36,1.0003790629346347
1.0,bearing_0.1deg,37,1.9309736778027213
1.0,bearing_0.1deg,38,2.2009237038920824
1.0,bearing_0.1deg,39,1.535032071589761
1.0,bearing_0.1deg,40,1.040821656091723
1.0,bearing_0.1deg,41,0.9093433911911559
1.0,bearing_0.1deg,42,1.3238954885722112
1.0,bearing_0.1deg,43,1.1490141161511993
1.0,bearing_0.1deg,44,1.6323121089741761
1.0,bearing_0.1deg,45,0.8710305284562126
1.0,bearing_0.1deg,46,2.314748638018366
1.0,bearing_0.1deg,47,0.5645152354943671
1.0,bearing_0.1deg,48,1.0965882877293147
1.0,bearing_0.1deg,49,1.781182947381664
1.0,bearing_0.1deg,50,0.8452610596283113
1.0,bearing_0.1deg,51,1.629957251128165
1.0,bearing_0.1deg,52,1.0726431506228034
1.0,bearing_0.1deg,53,1.4877355407974613
1.0,bearing_0.1deg,54,1.4427052847368431
1.0,bearing_0.1deg,55,1.169012170365997
1.0,bearing_0.1deg,56,1.7526927327565152
1.0,bearing_0.1deg,57,1.9940415040108947
1.0,bearing_0.1deg,58,1.0268393198314472
1.0,bearing_0.1deg,59,1.477252183106334
1.0,bearing_0.1deg,60,1.7222187136671856
1.0,bearing_0.1deg,61,1.7219915582407217
1.0,bearing_0.1deg,62,1.0003189255659228
1.0,bearing_0.1deg,63,1.6655976666726984
1.0,bearing_0.1deg,64,1.3882989963543846
1.0,bearing_0.1deg,65,1.1461408736969882
1.0,bearing_0.1deg,66,0.7929481246640866
1.0,bearing_0.1deg,67,0.8283946262989926
1.0,bearing_0.1deg,68,0.7597340957088041
1.0,bearing_0.1deg,69,1.1176975834087073
1.0,bearing_0.1deg,70,0.6228463604546585
1.0,bearing_0.1deg,71,0.9232400812268173
1.0,bearing_0.1deg,72,1.3785825637817415
1.0,bearing_0.1deg,73,1.1237411121577576
1.0,bearing_0.1deg,74,0.6531432600624212
1.0,bearing_0.1deg,75,0.9913057902149918
1.0,bearing_0.1deg,76,2.2469818710801337
1.0,bearing_0.1deg,77,1.481225790633344
1.0,bearing_0.1deg,78,0.9082869108316841
1.0,bearing_0.1deg,79,1.1127900823598817
1.0,bearing_0.1deg,80,1.6697703026269066
1.0,bearing_0.1deg,81,2.2017475325025133
1.0,bearing_0.1deg,82,0.8834861302293415
1.0,bearing_0.1deg,83,0.9243856617746754
1.0,bearing_0.1deg,84,0.9024565466701299
1.0,bearing_0.1deg,85,1.3256779082900434
1.0,bearing_0.1deg,86,0.9693971653219892
1.0,bearing_0.1deg,87,0.8712593140731162
1.0,bearing_0.1deg,88,1.3961095430687762
1.0,bearing_0.1deg,89,1.6615426763216925
1.0,bearing_0.1deg,90,1.1967880651470713
1.0,bearing_0.1deg,91,1.0370522946556977
1.0,bearing_0.1deg,92,1.0639805541684575
1.0,bearing_0.1deg,93,1.9718503790620434
1.0,bearing_0.1deg,94,1.2315655515232675
1.0,bearing_0.1deg,95,1.3725035139798087
1.0,bearing_0.1deg,96,1.4837751655244968
1.0,bearing_0.1deg,97,0.9214479675433171
1.0,bearing_0.1deg,98,1.2462831357402029
1.0,bearing_0.1deg,99,1.5820921316661258
1.0,actuation_1pct,0,1.1165854969051083e-10
1.0,actuation_1pct,1,9.031337951015763e-11
1.0,actuation_1pct,2,1.2899318932596206e-10
1.0,actuation_1pct,3,2.9000347167555346e-11
1.0,actuation_1pct,4,2.7811176405582016e-10
1.0,actuation_1pct,5,1.617456510429707e-10
1.0,actuation_1pct,6,3.18151773997459e-10
1.0,actuation_1pct,7,8.154614805801224e-11
1.0,actuation_1pct,8,1.7164086536789632e-10
1.0,actuation_1pct,9,2.1675760388853506e-10
1.0,actuation_1pct,10,7.668605019176985e-11
1.0,actuation_1pct,11,8.423459678462391e-11
1.0,actuation_1pct,12,1.3627718062276494e-10
1.0,actuation_1pct,13,1.7305560439390647e-10
1.0,actuation_1pct,14,1.168140037228689e-10
1.0,actuation_1pct,15,1.4029939358380686e-10
1.0,actuation_1pct,16,1.277817529327727e-10
1.0,actuation_1pct,17,2.948941711243948e-11
1.0,actuation_1pct,18,3.19666164494955e-10
1.0,actuation_1pct,19,3.154802529316728e-10
1.0,actuation_1pct,20,9.047649771235771e-11
1.0,actuation_1pct,21,1.742673359079631e-10
1.0,actuation_1pct,22,2.6915015083653493e-10
1.0,actuation_1pct,23,2.0858215477888604e-10
1.0,actuation_1pct,24,8.196509823407468e-11
1.0,actuation_1pct,25,2.6179247712812535e-10
1.0,actuation_1pct,26,4.2374426430708254e-11
1.0,actuation_1pct,27,1.7821534253717925e-10
1.0,actuation_1pct,28,1.9274744630600827e-10
1.0,actuation_1pct,29,2.0481167414731062e-10
1.0,actuation_1pct,30,1.7953611984051355e-10
1.0,actuation_1pct,31,1.2283179051478313e-10
1.0,actuation_1pct,32,1.5164257212694704e-10
1.0,actuation_1pct,33,1.1726667893676789e-10
1.0,actuation_1pct,34,1.643922735722561e-10
1.0,actuation_1pct,35,1.0217394759969296e-10
1.0,actuation_1pct,36,1.414367754531047e-11
1.0,actuation_1pct,37,9.759046328220837e-11
1.0,actuation_1pct,38,7.136085086171495e-12
1.0,actuation_1pct,39,2.4275442373385783e-10
1.0,actuation_1pct,40,7.264770455688876e-11
1.0,actuation_1pct,41,1.7787184664618584e-10
1.0,actuation_1pct,42,1.85050484915335e-11
1.0,actuation_1pct,43,2.688642786900874e-10
1.0,actuation_1pct,44,2.2655385841661631e-10
1.0,actuation_1pct,45,2.5545443859434124e-10
1.0,actuation_1pct,46,2.973567272711789e-11
1.0,actuation_1pct,47,2.747620158145838e-11
1.0,actuation_1pct,48,1.2662119082456403e-10
1.0,actuation_1pct,49,9.62183289344893e-11
1.0,actuation_1pct,50,1.0764115349436952e-10
1.0,actuation_1pct,51,2.4361193747527174e-10
1.0,actuation_1pct,52,1.0065880061192429e-10
1.0,actuation_1pct,53,1.1907504040007042e-10
1.0,actuation_1pct,54,2.3451052520147965e-10
1.0,actuation_1pct,55,2.1273433793529096e-10
1.0,actuation_1pct,56,1.3732633112422248e-10
1.0,actuation_1pct,57,1.258562998896227e-10
1.0,actuation_1pct,58,1.8083301904132215e-10
1.0,actuation_1pct,59,1.3974958591198826e-10
1.0,actuation_1pct,60,1.3758390105414267e-10
1.0,actuation_1pct,61,1.8147979734011416e-10
1.0,actuation_1pct,62,1.2756105393853438e-10
1.0,actuation_1pct,63,1.560782255605726e-10
1.0,actuation_1pct,64,1.542309759731647e-10
1.0,actuation_1pct,65,1.758287690984325e-10
1.0,actuation_1pct,66,6.037080390337222e-11
1.0,actuation_1pct,67,1.0253105505573613e-10
1.0,actuation_1pct,68,7.694805161572045e-11
1.0,actuation_1pct,69,7.522544366490208e-11
1.0,actuation_1pct,70,2.555158676720115e-10
1.0,actuation_1pct,71,2.330797160343869e-10
1.0,actuation_1pct,72,4.7977443476424525e-11
1.0,actuation_1pct,73,7.505290678361174e-11
1.0,actuation_1pct,74,6.856053514616312e-11
1.0,actuation_1pct,75,2.462589960096031e-10
1.0,actuation_1pct,76,2.913579471685334e-10
1.0,actuation_1pct,77,1.7886174497734475e-10
1.0,actuation_1pct,78,2.0196505680567688e-10
1.0,actuation_1pct,79,6.709253343950004e-11
1.0,actuation_1pct,80,2.308737274187979e-10
1.0,actuation_1pct,81,8.053537019058932e-11
1.0,actuation_1pct,82,5.828122568265145e-11
1.0,actuation_1pct,83,2.1502281977260874e-10
1.0,actuation_1pct,84,1.1021926847221982e-10
1.0,actuation_1pct,85,1.6412852907608017e-10
1.0,actuation_1pct,86,8.996542537824421e-11
1.0,actuation_1pct,87,6.194887328320162e-11
1.0,actuation_1pct,88,7.613931413320975e-11
1.0,actuation_1pct,89,2.999753303525716e-10
1.0,actuation_1pct,90,1.2326846161420757e-10
1.0,actuation_1pct,91,1.025908720563342e-10
1.0,actuation_1pct,92,1.0247471772018639e-10
1.0,actuation_1pct,93,1.5744930514431837e-10
1.0,actuation_1pct,94,6.369965693721424e-11
1.0,actuation_1pct,95,3.3638315600409554e-11
1.0,actuation_1pct,96,1.4695220534319643e-10
1.0,actuation_1pct,97,4.666611062490927e-11
1.0,actuation_1pct,98,1.3334665624818184e-10
1.0,actuation_1pct,99,1.129282771179008e-10
1.0,combined_0.001deg_1pct,0,0.01275901055998345
1.0,combined_0.001deg_1pct,1,0.013438869779517143
1.0,combined_0.001deg_1pct,2,0.01458642863085582
1.0,combined_0.001deg_1pct,3,0.012364482352511839
1.0,combined_0.001deg_1pct,4,0.012929185080256258
1.0,combined_0.001deg_1pct,5,0.013505220611630757
1.0,combined_0.001deg_1pct,6,0.017136023036005404
1.0,combined_0.001deg_1pct,7,0.011273772948604379
1.0,combined_0.001deg_1pct,8,0.008975796994935724
1.0,combined_0.001deg_1pct,9,0.015371101438501514
1.0,combined_0.001deg_1pct,10,0.009535133006518254
1.0,combined_0.001deg_1pct,11,0.012166512055104587
1.0,combined_0.001deg_1pct,12,0.01492753266300617
1.0,combined_0.001deg_1pct,13,0.011920898939465324
1.0,combined_0.001deg_1pct,14,0.013386599911081109
1.0,combined_0.001deg_1pct,15,0.008365464976023496
1.0,combined_0.001deg_1pct,16,0.017099904533381297
1.0,combined_0.001deg_1pct,17,0.027494695122154487
1.0,combined_0.001deg_1pct,18,0.009830163419214246
1.0,combined_0.001deg_1pct,19,0.013533927577020767
1.0,combined_0.001deg_1pct,20,0.014259834982886155
1.0,combined_0.001deg_1pct,21,0.009066692657357323
1.0,combined_0.001deg_1pct,22,0.009911175649997751
1.0,combined_0.001deg_1pct,23,0.011000265275471089
1.0,combined_0.001deg_1pct,24,0.018665165644253526
1.0,combined_0.001deg_1pct,25,0.018086898900186305
1.0,combined_0.001deg_1pct,26,0.012194221244956638
1.0,combined_0.001deg_1pct,27,0.01478973457339331
1.0,combined_0.001deg_1pct,28,0.010845979084425581
1.0,combined_0.001deg_1pct,29,0.011395948910238545
1.0,combined_0.001deg_1pct,30,0.015345341292591203
1.0,combined_0.001deg_1pct,31,0.012462773902320212
1.0,combined_0.001deg_1pct,32,0.009883655299903996
1.0,combined_0.001deg_1pct,33,0.015590536431863375
1.0,combined_0.001deg_1pct,34,0.012259952387790393
1.0,combined_0.001deg_1pct,35,0.014757375956795361
1.0,combined_0.001deg_1pct,36,0.011597856092927634
1.0,combined_0.001deg_1pct,37,0.01749260490592421
1.0,combined_0.001deg_1pct,38,0.021710970018674947
1.0,combined_0.001deg_1pct,39,0.015530967197926411
1.0,combined_0.001deg_1pct,40,0.010371967218884708
1.0,combined_0.001deg_1pct,41,0.009981156705192876
1.0,combined_0.001deg_1pct,42,0.014069758167343002
1.0,combined_0.001deg_1pct,43,0.011864707839197802
1.0,combined_0.001deg_1pct,44,0.016314553238167932
1.0,combined_0.001deg_1pct,45,0.007900424234688416
1.0,combined_0.001deg_1pct,46,0.023769340877045447
1.0,combined_0.001deg_1pct,47,0.005808144305283734
1.0,combined_0.001deg_1pct,48,0.010666648049000986
1.0,combined_0.001deg_1pct,49,0.014280468486575347
1.0,combined_0.001deg_1pct,50,0.00852870064321677
1.0,combined_0.001deg_1pct,51,0.016305151116799758
1.0,combined_0.001deg_1pct,52,0.010502634347052179
1.0,combined_0.001deg_1pct,53,0.013458178248158965
1.0,combined_0.001deg_1pct,54,0.01462009342106765
1.0,combined_0.001deg_1pct,55,0.008436890371455515
1.0,combined_0.001deg_1pct,56,0.01683169033948332
1.0,combined_0.001deg_1pct,57,0.020529586909137486
1.0,combined_0.001deg_1pct,58,0.010555139526692563
1.0,combined_0.001deg_1pct,59,0.01403287535824874
1.0,combined_0.001deg_1pct,60,0.01890782770418134
1.0,combined_0.001deg_1pct,61,0.016067220552016617
1.0,combined_0.001deg_1pct,62,0.010218878286976376
1.0,combined_0.001deg_1pct,63,0.016551338131058534
1.0,combined_0.001deg_1pct,64,0.014111375248427406
1.0,combined_0.001deg_1pct,65,0.01116329639074177
1.0,combined_0.001deg_1pct,66,0.008130088958115582
1.0,combined_0.001deg_1pct,67,0.010413795944572177
1.0,combined_0.001deg_1pct,68,0.007067025313600483
1.0,combined_0.001deg_1pct,69,0.008186327202023053
1.0,combined_0.001deg_1pct,70,0.006096699194474994
1.0,combined_0.001deg_1pct,71,0.008612690945169041
1.0,combined_0.001deg_1pct,72,0.01517665369510737
1.0,combined_0.001deg_1pct,73,0.01234297667321069
1.0,combined_0.001deg_1pct,74,0.009395024603744282
1.0,combined_0.001deg_1pct,75,0.007045178005719899
1.0,combined_0.001deg_1pct,76,0.022202387342785405
1.0,combined_0.001deg_1pct,77,0.012541949688396694
1.0,combined_0.001deg_1pct,78,0.009082530942120678
1.0,combined_0.001deg_1pct,79,0.013338647169134181
1.0,combined_0.001deg_1pct,80,0.017217757534382937
1.0,combined_0.001deg_1pct,81,0.021106060549874177
1.0,combined_0.001deg_1pct,82,0.009470928452357788
1.0,combined_0.001deg_1pct,83,0.008773984434542971
1.0,combined_0.001deg_1pct,84,0.009421475677748776
1.0,combined_0.001deg_1pct,85,0.01428113092225564
1.0,combined_0.001deg_1pct,86,0.008538554873501464
1.0,combined_0.001deg_1pct,87,0.008764089194137938
1.0,combined_0.001deg_1pct,88,0.013947470955068153
1.0,combined_0.001deg_1pct,89,0.015953327179079754
1.0,combined_0.001deg_1pct,90,0.012628191881909735
1.0,combined_0.001deg_1pct,91,0.011846786320166102
1.0,combined_0.001deg_1pct,92,0.010994723913447644
1.0,combined_0.001deg_1pct,93,0.019643597791485872
1.0,combined_0.001deg_1pct,94,0.00985648564638209
1.0,combined_0.001deg_1pct,95,0.013853283430368235
1.0,combined_0.001deg_1pct,96,0.01482529228722775
1.0,combined_0.001deg_1pct,97,0.007025785657161974
1.0,combined_0.001deg_1pct,98,0.01244929059099993
1.0,combined_0.001deg_1pct,99,0.016134340820431428
1.0,combined_0.01deg_1pct,0,0.11246964477635903
1.0,combined_0.01deg_1pct,1,0.15255071790631625
1.0,combined_0.01deg_1pct,2,0.13339947947187727
1.0,combined_0.01deg_1pct,3,0.12735812883577105
1.0,combined_0.01deg_1pct,4,0.1344052861767978
1.0,combined_0.01deg_1pct,5,0.09154554345925521
1.0,combined_0.01deg_1pct,6,0.1586591023445814
1.0,combined_0.01deg_1pct,7,0.12575060537531638
1.0,combined_0.01deg_1pct,8,0.08901031847879595
1.0,combined_0.01deg_1pct,9,0.15380999473864487
1.0,combined_0.01deg_1pct,10,0.09746414913786468
1.0,combined_0.01deg_1pct,11,0.11897719159881438
1.0,combined_0.01deg_1pct,12,0.15276662497568405
1.0,combined_0.01deg_1pct,13,0.1588906743357437
1.0,combined_0.01deg_1pct,14,0.14165042819596546
1.0,combined_0.01deg_1pct,15,0.10012706187630359
1.0,combined_0.01deg_1pct,16,0.11195031024835908
1.0,combined_0.01deg_1pct,17,0.2898384774176487
1.0,combined_0.01deg_1pct,18,0.1057161882294482
1.0,combined_0.01deg_1pct,19,0.14038900382360744
1.0,combined_0.01deg_1pct,20,0.14240223009596772
1.0,combined_0.01deg_1pct,21,0.091285506622092
1.0,combined_0.01deg_1pct,22,0.09880977089878729
1.0,combined_0.01deg_1pct,23,0.11266801928800234
1.0,combined_0.01deg_1pct,24,0.18667990924597735
1.0,combined_0.01deg_1pct,25,0.18186731551543542
1.0,combined_0.01deg_1pct,26,0.08917665410398606
1.0,combined_0.01deg_1pct,27,0.14794204676665806
1.0,combined_0.01deg_1pct,28,0.10769162299751951
1.0,combined_0.01deg_1pct,29,0.11184199599363637
1.0,combined_0.01deg_1pct,30,0.13647000083825353
1.0,combined_0.01deg_1pct,31,0.15471401602420623
1.0,combined_0.01deg_1pct,32,0.12124178345516257
1.0,combined_0.01deg_1pct,33,0.15437813360775846
1.0,combined_0.01deg_1pct,34,0.1099454861727052
1.0,combined_0.01deg_1pct,35,0.1357244657167676
1.0,combined_0.01deg_1pct,36,0.10074066413499222
1.0,combined_0.01deg_1pct,37,0.18823564666057402
1.0,combined_0.01deg_1pct,38,0.21514283514892213
1.0,combined_0.01deg_1pct,39,0.1548818972238754
1.0,combined_0.01deg_1pct,40,0.10368407301707644
1.0,combined_0.01deg_1pct,41,0.09090307107838677
1.0,combined_0.01deg_1pct,42,0.13399435914228944
1.0,combined_0.01deg_1pct,43,0.11519983470194484
1.0,combined_0.01deg_1pct,44,0.1621956257699332
1.0,combined_0.01deg_1pct,45,0.08615740257459631
1.0,combined_0.01deg_1pct,46,0.2372808236038224
1.0,combined_0.01deg_1pct,47,0.05802258404995142
1.0,combined_0.01deg_1pct,48,0.10660343067292559
1.0,combined_0.01deg_1pct,49,0.17671522396136388
1.0,combined_0.01deg_1pct,50,0.08490512560335668
1.0,combined_0.01deg_1pct,51,0.16495459210910854
1.0,combined_0.01deg_1pct,52,0.10642665045639879
1.0,combined_0.01deg_1pct,53,0.14688953543525252
1.0,combined_0.01deg_1pct,54,0.1467925648612026
1.0,combined_0.01deg_1pct,55,0.11548237622775617
1.0,combined_0.01deg_1pct,56,0.1768059214403601
1.0,combined_0.01deg_1pct,57,0.20499346553472025
1.0,combined_0.01deg_1pct,58,0.1044458273396609
1.0,combined_0.01deg_1pct,59,0.1486727613786498
1.0,combined_0.01deg_1pct,60,0.17305965573894497
1.0,combined_0.01deg_1pct,61,0.17267981978852756
1.0,combined_0.01deg_1pct,62,0.09877631431781976
1.0,combined_0.01deg_1pct,63,0.16573424986506946
1.0,combined_0.01deg_1pct,64,0.14120877013835734
1.0,combined_0.01deg_1pct,65,0.11648229100890958
1.0,combined_0.01deg_1pct,66,0.08132698872555315
1.0,combined_0.01deg_1pct,67,0.08254099700793949
1.0,combined_0.01deg_1pct,68,0.0767213523200231
1.0,combined_0.01deg_1pct,69,0.11189837214387714
1.0,combined_0.01deg_1pct,70,0.06195889678800918
1.0,combined_0.01deg_1pct,71,0.09061600030901439
1.0,combined_0.01deg_1pct,72,0.1405774358075586
1.0,combined_0.01deg_1pct,73,0.11313962718502812
1.0,combined_0.01deg_1pct,74,0.06519383206236937
1.0,combined_0.01deg_1pct,75,0.09860965867098308
1.0,combined_0.01deg_1pct,76,0.22384396100760023
1.0,combined_0.01deg_1pct,77,0.14829392285937706
1.0,combined_0.01deg_1pct,78,0.09046264328024552
1.0,combined_0.01deg_1pct,79,0.10985338467334922
1.0,combined_0.01deg_1pct,80,0.16746787186956963
1.0,combined_0.01deg_1pct,81,0.2207822123691089
1.0,combined_0.01deg_1pct,82,0.08910779700513224
1.0,combined_0.01deg_1pct,83,0.09140728740485923
1.0,combined_0.01deg_1pct,84,0.08961697204824051
1.0,combined_0.01deg_1pct,85,0.1298480530376284
1.0,combined_0.01deg_1pct,86,0.09619216600066054
1.0,combined_0.01deg_1pct,87,0.08764693686893898
1.0,combined_0.01deg_1pct,88,0.13956626966685864
1.0,combined_0.01deg_1pct,89,0.16147178607612564
1.0,combined_0.01deg_1pct,90,0.12075578063122869
1.0,combined_0.01deg_1pct,91,0.10328872699491004
1.0,combined_0.01deg_1pct,92,0.10492151077630495
1.0,combined_0.01deg_1pct,93,0.1945891584553061
1.0,combined_0.01deg_1pct,94,0.12220128004795391
1.0,combined_0.01deg_1pct,95,0.13851340765854317
1.0,combined_0.01deg_1pct,96,0.14827635131983496
1.0,combined_0.01deg_1pct,97,0.09298772810733814
1.0,combined_0.01deg_1pct,98,0.12394957578121235
1.0,combined_0.01deg_1pct,99,0.15963493613406568
1.0,link_bias_0.001deg,0,0.02273469709838744
1.0,link_bias_0.001deg,1,0.010027428157155214
1.0,link_bias_0.001deg,2,0.009967069418872217
1.0,link_bias_0.001deg,3,0.02217482925348838
1.0,link_bias_0.001deg,4,0.006830883889311863
1.0,link_bias_0.001deg,5,0.009387870818562636
1.0,link_bias_0.001deg,6,0.007041214623299135
1.0,link_bias_0.001deg,7,0.013032244702803772
1.0,link_bias_0.001deg,8,0.010305564602919003
1.0,link_bias_0.001deg,9,0.015738624540216635
1.0,link_bias_0.001deg,10,0.008962930614731726
1.0,link_bias_0.001deg,11,0.011356562212262505
1.0,link_bias_0.001deg,12,0.010287069020672085
1.0,link_bias_0.001deg,13,0.020393369787279576
1.0,link_bias_0.001deg,14,0.023247319020517476
1.0,link_bias_0.001deg,15,0.012246272489044464
1.0,link_bias_0.001deg,16,0.009205404571745502
1.0,link_bias_0.001deg,17,0.009608000542581454
1.0,link_bias_0.001deg,18,0.01572656060310985
1.0,link_bias_0.001deg,19,0.016997217311803793
1.0,link_bias_0.001deg,20,0.013532682379531983
1.0,link_bias_0.001deg,21,0.011199319204646558
1.0,link_bias_0.001deg,22,0.00837637274017906
1.0,link_bias_0.001deg,23,0.011497107918487983
1.0,link_bias_0.001deg,24,0.013317607016627911
1.0,link_bias_0.001deg,25,0.019930121056575652
1.0,link_bias_0.001deg,26,0.010002272906088365
1.0,link_bias_0.001deg,27,0.01753347891402851
1.0,link_bias_0.001deg,28,0.007530339164075681
1.0,link_bias_0.001deg,29,0.009889260710096184
1.0,link_bias_0.001deg,30,0.009649149057807126
1.0,link_bias_0.001deg,31,0.011941831204349888
1.0,link_bias_0.001deg,32,0.012095325672199973
1.0,link_bias_0.001deg,33,0.0214790178600758
1.0,link_bias_0.001deg,34,0.01132362439896684
1.0,link_bias_0.001deg,35,0.015870371396465195
1.0,link_bias_0.001deg,36,0.01616927797570531
1.0,link_bias_0.001deg,37,0.020908157871861694
1.0,link_bias_0.001deg,38,0.013989090531790153
1.0,link_bias_0.001deg,39,0.017284510946833264
1.0,link_bias_0.001deg,40,0.020098927404689163
1.0,link_bias_0.001deg,41,0.012966357730555713
1.0,link_bias_0.001deg,42,0.013628912624056565
1.0,link_bias_0.001deg,43,0.008980138074585649
1.0,link_bias_0.001deg,44,0.012853284165800748
1.0,link_bias_0.001deg,45,0.006354457244132873
1.0,link_bias_0.001deg,46,0.016870052755859476
1.0,link_bias_0.001deg,47,0.0141000605395093
1.0,link_bias_0.001deg,48,0.011553109086148263
1.0,link_bias_0.001deg,49,0.014147257548599962
1.0,link_bias_0.001deg,50,0.02284575144174485
1.0,link_bias_0.001deg,51,0.01722277142162366
1.0,link_bias_0.001deg,52,0.012627861637338148
1.0,link_bias_0.001deg,53,0.015299312461336161
1.0,link_bias_0.001deg,54,0.012430266557605518
1.0,link_bias_0.001deg,55,0.01633106945090638
1.0,link_bias_0.001deg,56,0.014977378268199735
1.0,link_bias_0.001deg,57,0.01865881174370295
1.0,link_bias_0.001deg,58,0.015447454049355134
1.0,link_bias_0.001deg,59,0.007740594980059819
1.0,link_bias_0.001deg,60,0.01519711347384151
1.0,link_bias_0.001deg,61,0.02167563919435891
1.0,link_bias_0.001deg,62,0.01942857209947418
1.0,link_bias_0.001deg,63,0.00983346228127585
1.0,link_bias_0.001deg,64,0.012208473549991846
1.0,link_bias_0.001deg,65,0.01322308374172845
1.0,link_bias_0.001deg,66,0.00914598101187415
1.0,link_bias_0.001deg,67,0.016117647787160447
1.0,link_bias_0.001deg,68,0.009673158045202178
1.0,link_bias_0.001deg,69,0.013682613695513662
1.0,link_bias_0.001deg,70,0.009796327459876006
1.0,link_bias_0.001deg,71,0.008156874712057172
1.0,link_bias_0.001deg,72,0.013239554333397949
1.0,link_bias_0.001deg,73,0.00937817805424394
1.0,link_bias_0.001deg,74,0.022518806303348675
1.0,link_bias_0.001deg,75,0.017152700664377945
1.0,link_bias_0.001deg,76,0.016086752370058955
1.0,link_bias_0.001deg,77,0.010250134853744411
1.0,link_bias_0.001deg,78,0.009721772098358034
1.0,link_bias_0.001deg,79,0.019271820487305677
1.0,link_bias_0.001deg,80,0.006623230575186997
1.0,link_bias_0.001deg,81,0.020345011674822014
1.0,link_bias_0.001deg,82,0.011611298885321869
1.0,link_bias_0.001deg,83,0.009769431748889796
1.0,link_bias_0.001deg,84,0.005091592768114757
1.0,link_bias_0.001deg,85,0.006665782491330261
1.0,link_bias_0.001deg,86,0.009868893042090866
1.0,link_bias_0.001deg,87,0.012424484736080654
1.0,link_bias_0.001deg,88,0.01746476369420803
1.0,link_bias_0.001deg,89,0.008016404645859397
1.0,link_bias_0.001deg,90,0.01305298136501537
1.0,link_bias_0.001deg,91,0.011223227216368667
1.0,link_bias_0.001deg,92,0.015686788604539124
1.0,link_bias_0.001deg,93,0.01650053406685993
1.0,link_bias_0.001deg,94,0.009215044476937578
1.0,link_bias_0.001deg,95,0.01873320261481011
1.0,link_bias_0.001deg,96,0.01310812019434666
1.0,link_bias_0.001deg,97,0.012710080358146168
1.0,link_bias_0.001deg,98,0.006250435367376539
1.0,link_bias_0.001deg,99,0.007257713395353149
