gain,condition,trial,terminal_max_error_m
0.5,combined_0.001deg_1pct,63,0.0053613837944782965
0.5,combined_0.001deg_1pct,64,0.004774884112723548
0.5,combined_0.001deg_1pct,65,0.005770285032016621
0.5,combined_0.001deg_1pct,66,0.00621607092428095
0.5,combined_0.001deg_1pct,67,0.0064110180258488
0.5,combined_0.001deg_1pct,68,0.005869103000434229
0.5,combined_0.001deg_1pct,69,0.005888247146753129
0.5,combined_0.001deg_1pct,70,0.0036461833839489663
0.5,combined_0.001deg_1pct,71,0.004943319341685344
0.5,combined_0.001deg_1pct,72,0.006501144779256292
0.5,combined_0.001deg_1pct,73,0.005994360607846186
0.5,combined_0.001deg_1pct,74,0.006683242014439858
0.5,combined_0.001deg_1pct,75,0.0037698080089542977
0.5,combined_0.001deg_1pct,76,0.003953529946785876
0.5,combined_0.001deg_1pct,77,0.004341085667818986
0.5,combined_0.001deg_1pct,78,0.004717274515274014
0.5,combined_0.001deg_1pct,79,0.004887437042325974
0.5,combined_0.001deg_1pct,80,0.005993162684808704
0.5,combined_0.001deg_1pct,81,0.004414415714801821
0.5,combined_0.001deg_1pct,82,0.003517350850026068
0.5,combined_0.001deg_1pct,83,0.007130846606527069
0.5,combined_0.001deg_1pct,84,0.004695860018034476
0.5,combined_0.001deg_1pct,85,0.006822517038804386
0.5,combined_0.001deg_1pct,86,0.006685805233897887
0.5,combined_0.001deg_1pct,87,0.0061178971677818975
0.5,combined_0.001deg_1pct,88,0.005541308534663446
0.5,combined_0.001deg_1pct,89,0.0055052367628922365
0.5,combined_0.001deg_1pct,90,0.004139194180602937
0.5,combined_0.001deg_1pct,91,0.006266227451706023
0.5,combined_0.001deg_1pct,92,0.004922992264853069
0.5,combined_0.001deg_1pct,93,0.005354664267528142
0.5,combined_0.001deg_1pct,94,0.0048555200564484174
0.5,combined_0.001deg_1pct,95,0.009704079171745986
0.5,combined_0.001deg_1pct,96,0.0074241969938270685
0.5,combined_0.001deg_1pct,97,0.008150824519794968
0.5,combined_0.001deg_1pct,98,0.008674299072353628
0.5,combined_0.001deg_1pct,99,0.008123905699808396
0.5,combined_0.01deg_1pct,0,0.07797118128964077
0.5,combined_0.01deg_1pct,1,0.05519427595656815
0.5,combined_0.01deg_1pct,2,0.08243150693918185
0.5,combined_0.01deg_1pct,3,0.07358985743250895
0.5,combined_0.01deg_1pct,4,0.05979037221115654
0.5,combined_0.01deg_1pct,5,0.04346183778894348
0.5,combined_0.01deg_1pct,6,0.0798816794075821
0.5,combined_0.01deg_1pct,7,0.06731794233715642
0.5,combined_0.01deg_1pct,8,0.06324418595084844
0.5,combined_0.01deg_1pct,9,0.07660021653063828
0.5,combined_0.01deg_1pct,10,0.06435841149412515
0.5,combined_0.01deg_1pct,11,0.05407831803886399
0.5,combined_0.01deg_1pct,12,0.05647212683257004
0.5,combined_0.01deg_1pct,13,0.053084193994297264
0.5,combined_0.01deg_1pct,14,0.04645035699728178
0.5,combined_0.01deg_1pct,15,0.04824247197288298
0.5,combined_0.01deg_1pct,16,0.05771147221614584
0.5,combined_0.01deg_1pct,17,0.08950526499500601
0.5,combined_0.01deg_1pct,18,0.05595934691845616
0.5,combined_0.01deg_1pct,19,0.058335775639352834
0.5,combined_0.01deg_1pct,20,0.05473035668474627
0.5,combined_0.01deg_1pct,21,0.059953298221561334
0.5,combined_0.01deg_1pct,22,0.04702645367583259
0.5,combined_0.01deg_1pct,23,0.08647960535464433
0.5,combined_0.01deg_1pct,24,0.08976291631475106
0.5,combined_0.01deg_1pct,25,0.07018876319804195
0.5,combined_0.01deg_1pct,26,0.05065524296430675
0.5,combined_0.01deg_1pct,27,0.09133203670416473
0.5,combined_0.01deg_1pct,28,0.07560178271325368
0.5,combined_0.01deg_1pct,29,0.07407673246057146
0.5,combined_0.01deg_1pct,30,0.05535638773597703
0.5,combined_0.01deg_1pct,31,0.07068858370053947
0.5,combined_0.01deg_1pct,32,0.08682677782494923
0.5,combined_0.01deg_1pct,33,0.07129418311983372
0.5,combined_0.01deg_1pct,34,0.053336546642236346
0.5,combined_0.01deg_1pct,35,0.04455799682897492
0.5,combined_0.01deg_1pct,36,0.06125152448721912
0.5,combined_0.01deg_1pct,37,0.07738990813263855
0.5,combined_0.01deg_1pct,38,0.08973077277774844
0.5,combined_0.01deg_1pct,39,0.058084698011223686
0.5,combined_0.01deg_1pct,40,0.06838435437234973
0.5,combined_0.01deg_1pct,41,0.08173184213508132
0.5,combined_0.01deg_1pct,42,0.06145641511711554
0.5,combined_0.01deg_1pct,43,0.053689252796837394
0.5,combined_0.01deg_1pct,44,0.07993931184287
0.5,combined_0.01deg_1pct,45,0.055477320332928494
0.5,combined_0.01deg_1pct,46,0.10092024718706952
0.5,combined_0.01deg_1pct,47,0.041067708297779636
0.5,combined_0.01deg_1pct,48,0.06548704833595984
0.5,combined_0.01deg_1pct,49,0.07663782419252547
0.5,combined_0.01deg_1pct,50,0.033168792869432445
0.5,combined_0.01deg_1pct,51,0.07302561409149304
0.5,combined_0.01deg_1pct,52,0.07136448204304814
0.5,combined_0.01deg_1pct,53,0.08087998419617476
0.5,combined_0.01deg_1pct,54,0.07188023189347865
0.5,combined_0.01deg_1pct,55,0.0588345453886537
0.5,combined_0.01deg_1pct,56,0.0927040163316599
0.5,combined_0.01deg_1pct,57,0.047252932459949076
0.5,combined_0.01deg_1pct,58,0.05643392710448716
0.5,combined_0.01deg_1pct,59,0.058708865982835555
0.5,combined_0.01deg_1pct,60,0.08780249677024747
0.5,combined_0.01deg_1pct,61,0.0852792108015924
0.5,combined_0.01deg_1pct,62,0.06622946920962705
0.5,combined_0.01deg_1pct,63,0.050942279980528055
0.5,combined_0.01deg_1pct,64,0.04498622045981977
0.5,combined_0.01deg_1pct,65,0.06430421572022502
0.5,combined_0.01deg_1pct,66,0.06273162464345061
0.5,combined_0.01deg_1pct,67,0.0517187832422643
0.5,combined_0.01deg_1pct,68,0.059548732027719195
0.5,combined_0.01deg_1pct,69,0.06020312552669398
0.5,combined_0.01deg_1pct,70,0.03651430518165355
0.5,combined_0.01deg_1pct,71,0.03470449810151393
0.5,combined_0.01deg_1pct,72,0.06693337565106357
0.5,combined_0.01deg_1pct,73,0.05100982423926896
0.5,combined_0.01deg_1pct,74,0.05970420696778362
0.5,combined_0.01deg_1pct,75,0.06335417189328638
0.5,combined_0.01deg_1pct,76,0.040930906159781746
0.5,combined_0.01deg_1pct,77,0.05266414472282299
0.5,combined_0.01deg_1pct,78,0.04815491430084563
0.5,combined_0.01deg_1pct,79,0.04618683340744492
0.5,combined_0.01deg_1pct,80,0.07412372583359694
0.5,combined_0.01deg_1pct,81,0.046379365931652095
0.5,combined_0.01deg_1pct,82,0.03530184796303904
0.5,combined_0.01deg_1pct,83,0.07391368498433526
0.5,combined_0.01deg_1pct,84,0.05113070059503223
0.5,combined_0.01deg_1pct,85,0.06808900137043884
0.5,combined_0.01deg_1pct,86,0.0642384787799167
0.5,combined_0.01deg_1pct,87,0.061234320886479336
0.5,combined_0.01deg_1pct,88,0.055814352875492766
0.5,combined_0.01deg_1pct,89,0.06530156768955903
0.5,combined_0.01deg_1pct,90,0.06256956962749789
0.5,combined_0.01deg_1pct,91,0.06271601228425931
0.5,combined_0.01deg_1pct,92,0.049104417623816767
0.5,combined_0.01deg_1pct,93,0.05319278096990028
0.5,combined_0.01deg_1pct,94,0.056615546794693626
0.5,combined_0.01deg_1pct,95,0.09632435495970848
0.5,combined_0.01deg_1pct,96,0.07408189640947206
0.5,combined_0.01deg_1pct,97,0.0819399714316008
0.5,combined_0.01deg_1pct,98,0.09043398605546504
0.5,combined_0.01deg_1pct,99,0.08185315193145234
0.5,link_bias_0.001deg,0,0.022734696829554688
0.5,link_bias_0.001deg,1,0.00963436776349957
0.5,link_bias_0.001deg,2,0.009967069150382916
0.5,link_bias_0.001deg,3,0.02217482917867045
0.5,link_bias_0.001deg,4,0.00682519574930088
0.5,link_bias_0.001deg,5,0.010267287436111279
0.5,link_bias_0.001deg,6,0.005358849897644292
0.5,link_bias_0.001deg,7,0.01378923927649264
0.5,link_bias_0.001deg,8,0.009158262729401607
0.5,link_bias_0.001deg,9,0.015738624377194154
0.5,link_bias_0.001deg,10,0.009039568126594512
0.5,link_bias_0.001deg,11,0.009165228320921677
0.5,link_bias_0.001deg,12,0.0078053840918994736
0.5,link_bias_0.001deg,13,0.0168503287799782
0.5,link_bias_0.001deg,14,0.023175251220679247
0.5,link_bias_0.001deg,15,0.012246272621362322
0.5,link_bias_0.001deg,16,0.009205404617935103
0.5,link_bias_0.001deg,17,0.008039972595309634
0.5,link_bias_0.001deg,18,0.014238851698370702
0.5,link_bias_0.001deg,19,0.015552277087519604
0.5,link_bias_0.001deg,20,0.013532682541974404
0.5,link_bias_0.001deg,21,0.013235057783105636
0.5,link_bias_0.001deg,22,0.007964908825045098
0.5,link_bias_0.001deg,23,0.011497108040890254
0.5,link_bias_0.001deg,24,0.011728975512321741
0.5,link_bias_0.001deg,25,0.01799169659169602
0.5,link_bias_0.001deg,26,0.010002273160033926
0.5,link_bias_0.001deg,27,0.01637361650639048
0.5,link_bias_0.001deg,28,0.0075105502097928215
0.5,link_bias_0.001deg,29,0.009889260965625023
0.5,link_bias_0.001deg,30,0.009649148871304187
0.5,link_bias_0.001deg,31,0.011941831179986625
0.5,link_bias_0.001deg,32,0.010238582405021622
0.5,link_bias_0.001deg,33,0.020495732470089654
0.5,link_bias_0.001deg,34,0.009435459281007764
0.5,link_bias_0.001deg,35,0.016612912982594746
0.5,link_bias_0.001deg,36,0.016169278073022
0.5,link_bias_0.001deg,37,0.014243782034516138
0.5,link_bias_0.001deg,38,0.01275798854192682
0.5,link_bias_0.001deg,39,0.017284511141986036
0.5,link_bias_0.001deg,40,0.016092129684176157
0.5,link_bias_0.001deg,41,0.01139434745351874
0.5,link_bias_0.001deg,42,0.011220103177972788
0.5,link_bias_0.001deg,43,0.008864209726969493
0.5,link_bias_0.001deg,44,0.012136436088012728
0.5,link_bias_0.001deg,45,0.006354457235585503
0.5,link_bias_0.001deg,46,0.01733431624205485
0.5,link_bias_0.001deg,47,0.01179063648030062
0.5,link_bias_0.001deg,48,0.011266928364278242
0.5,link_bias_0.001deg,49,0.0094862999421919
0.5,link_bias_0.001deg,50,0.019487355035880633
0.5,link_bias_0.001deg,51,0.01564003807380502
0.5,link_bias_0.001deg,52,0.01342172197051567
0.5,link_bias_0.001deg,53,0.014629280677259179
0.5,link_bias_0.001deg,54,0.012725159259531705
0.5,link_bias_0.001deg,55,0.013806799215950034
0.5,link_bias_0.001deg,56,0.014977378140497977
0.5,link_bias_0.001deg,57,0.018658811443951814
0.5,link_bias_0.001deg,58,0.013720823167913088
0.5,link_bias_0.001deg,59,0.00837859403767242
0.5,link_bias_0.001deg,60,0.015197113359246497
0.5,link_bias_0.001deg,61,0.020763726517209098
0.5,link_bias_0.001deg,62,0.015753894995015297
0.5,link_bias_0.001deg,63,0.007303802708827005
0.5,link_bias_0.001deg,64,0.009877130191335367
0.5,link_bias_0.001deg,65,0.012138997753122223
0.5,link_bias_0.001deg,66,0.009145981131390379
0.5,link_bias_0.001deg,67,0.013689888285359796
0.5,link_bias_0.001deg,68,0.009673158130418273
0.5,link_bias_0.001deg,69,0.01303583995214759
0.5,link_bias_0.001deg,70,0.007577250737122422
0.5,link_bias_0.001deg,71,0.006479897708612022
0.5,link_bias_0.001deg,72,0.00984806036834876
0.5,link_bias_0.001deg,73,0.008617914642060243
0.5,link_bias_0.001deg,74,0.018165632349136585
0.5,link_bias_0.001deg,75,0.013980654295866183
0.5,link_bias_0.001deg,76,0.011830189940710657
0.5,link_bias_0.001deg,77,0.010250134987528753
0.5,link_bias_0.001deg,78,0.010346852996031594
0.5,link_bias_0.001deg,79,0.014901399783848425
0.5,link_bias_0.001deg,80,0.0066302161566362365
0.5,link_bias_0.001deg,81,0.018718418712749343
0.5,link_bias_0.001deg,82,0.009757235523217205
0.5,link_bias_0.001deg,83,0.00976943155815169
0.5,link_bias_0.001deg,84,0.003777494331309598
0.5,link_bias_0.001deg,85,0.006665782590243256
0.5,link_bias_0.001deg,86,0.00986889306063164
0.5,link_bias_0.001deg,87,0.011156074502241773
0.5,link_bias_0.001deg,88,0.017464763813480402
0.5,link_bias_0.001deg,89,0.007039733519220821
0.5,link_bias_0.001deg,90,0.012303579175208216
0.5,link_bias_0.001deg,91,0.009594280816982922
0.5,link_bias_0.001deg,92,0.01568678850995578
0.5,link_bias_0.001deg,93,0.01384110573954681
0.5,link_bias_0.001deg,94,0.009215316550567934
0.5,link_bias_0.001deg,95,0.015170076956043239
0.5,link_bias_0.001deg,96,0.013327482106063228
0.5,link_bias_0.001deg,97,0.010876317238738624
0.5,link_bias_0.001deg,98,0.006637305609182789
0.5,link_bias_0.001deg,99,0.008972640429872078
1.0,exact,0,1.7764136819096456e-12
1.0,exact,1,3.5555547137837504e-13
1.0,exact,2,1.5305171346522623e-11
1.0,exact,3,7.713562401082239e-13
1.0,exact,4,1.0659088384613355e-12
1.0,exact,5,1.6485203995095554e-12
1.0,exact,6,2.8265447186265682e-11
1.0,exact,7,2.2316585257860823e-12
1.0,exact,8,1.3203966161815894e-11
1.0,exact,9,4.715884502401513e-13
1.0,exact,10,8.07184366257613e-12
1.0,exact,11,7.594186224057402e-12
1.0,exact,12,5.684341886080801e-13
1.0,exact,13,6.281776480051446e-12
1.0,exact,14,2.3165436783311717e-12
1.0,exact,15,6.972375965249435e-13
1.0,exact,16,3.851462800719341e-12
1.0,exact,17,1.027486317104131e-11
1.0,exact,18,4.661355308503499e-12
1.0,exact,19,1.7622749090942215e-12
1.0,exact,20,6.7646691168925475e-12
1.0,exact,21,3.979064696701919e-12
1.0,exact,22,3.952268638713704e-11
1.0,exact,23,1.0302908870804705e-11
1.0,exact,24,1.3651484337034876e-12
1.0,exact,25,8.654553445640794e-12
1.0,exact,26,1.0089957035795688e-12
1.0,exact,27,6.849188421964504e-11
1.0,exact,28,8.185603428250969e-12
1.0,exact,29,1.5448140336111915e-11
1.0,exact,30,4.37731234982913e-12
1.0,exact,31,3.866930309878218e-11
1.0,exact,32,3.181613291365879e-13
1.0,exact,33,1.9328852131274406e-12
1.0,exact,34,3.2715844421378897e-13
1.0,exact,35,1.7202326212504013e-12
1.0,exact,36,7.531752999057062e-13
1.0,exact,37,7.679123022004601e-13
1.0,exact,38,6.561661155396448e-13
1.0,exact,39,9.863244345006541e-13
1.0,exact,40,7.986955488905055e-12
1.0,exact,41,1.722505666578145e-11
1.0,exact,42,5.0454588500405395e-12
1.0,exact,43,5.826883674891094e-13
1.0,exact,44,3.894558562515839e-12
1.0,exact,45,8.107974483189367e-13
1.0,exact,46,4.277473170789471e-12
1.0,exact,47,4.348525258106361e-11
1.0,exact,48,1.5433002941891632e-11
1.0,exact,49,5.833378438573445e-13
1.0,exact,50,5.326701515852879e-13
1.0,exact,51,4.364461717207093e-11
1.0,exact,52,3.339822969736301e-12
1.0,exact,53,9.947852062667455e-13
1.0,exact,54,4.283465674153063e-11
1.0,exact,55,5.975322222192471e-13
1.0,exact,56,2.7030853718693675e-11
1.0,exact,57,1.4225109934404453e-11
1.0,exact,58,1.0786637852318549e-11
1.0,exact,59,6.963322435666078e-12
1.0,exact,60,2.970077134780079e-12
1.0,exact,61,2.6575818151476314e-12
1.0,exact,62,5.84073044011634e-12
1.0,exact,63,2.0791647250132555e-11
1.0,exact,64,1.6771217010423162e-12
1.0,exact,65,2.239785001894122e-11
1.0,exact,66,1.2563970880962772e-11
1.0,exact,67,7.717553963197748e-12
1.0,exact,68,2.146791730680553e-12
1.0,exact,69,1.691101264597828e-11
1.0,exact,70,7.205127571512088e-12
1.0,exact,71,1.2100106776761096e-12
1.0,exact,72,6.538537644659835e-13
1.0,exact,73,2.2028658390919445e-12
1.0,exact,74,1.7622749090942215e-12
1.0,exact,75,3.302896440114828e-11
1.0,exact,76,2.0182540842086093e-12
1.0,exact,77,1.2392680127454294e-11
1.0,exact,78,4.647297145036934e-12
1.0,exact,79,2.985125254554078e-13
1.0,exact,80,3.5640642306544957e-13
1.0,exact,81,3.9021671846472775e-13
1.0,exact,82,6.8357904129924925e-12
1.0,exact,83,1.3522918228964697e-12
1.0,exact,84,2.5823375382773777e-11
1.0,exact,85,6.949340440265558e-12
1.0,exact,86,7.034376672623752e-12
1.0,exact,87,2.1152822635321224e-13
1.0,exact,88,9.478694024760377e-11
1.0,exact,89,6.508761503698729e-12
1.0,exact,90,2.4272206414854155e-11
1.0,exact,91,1.2246302479253768e-12
1.0,exact,92,5.01661286939993e-12
1.0,exact,93,5.936328356655571e-13
1.0,exact,94,1.0376113739958892e-12
1.0,exact,95,1.3330783489873572e-11
1.0,exact,96,7.108624080810961e-13
1.0,exact,97,4.136237650661258e-12
1.0,exact,98,2.2497319179347927e-11
1.0,exact,99,1.6685092758429896e-11
1.0,bearing_0.001deg,0,0.012999351182150684
1.0,bearing_0.001deg,1,0.011913290675575266
1.0,bearing_0.001deg,2,0.014582678369775797
1.0,bearing_0.001deg,3,0.012401354398321913
1.0,bearing_0.001deg,4,0.012928114227243374
1.0,bearing_0.001deg,5,0.013494615312279634
1.0,bearing_0.001deg,6,0.01707612533099354
1.0,bearing_0.001deg,7,0.011520124695293999
1.0,bearing_0.001deg,8,0.008929876580547164
1.0,bearing_0.001deg,9,0.015401815442538836
1.0,bearing_0.001deg,10,0.009525378122988521
1.0,bearing_0.001deg,11,0.011844795117942715
1.0,bearing_0.001deg,12,0.014699625016102728
1.0,bearing_0.001deg,13,0.011670101571123918
1.0,bearing_0.001deg,14,0.013354966110935207
1.0,bearing_0.001deg,15,0.008411919094105247
1.0,bearing_0.001deg,16,0.016901160385031002
1.0,bearing_0.001deg,17,0.027569714440981195
1.0,bearing_0.001deg,18,0.009728900545125797
1.0,bearing_0.001deg,19,0.013866897694451657
1.0,bearing_0.001deg,20,0.014263524830668485
1.0,bearing_0.001deg,21,0.008938711394119996
1.0,bearing_0.001deg,22,0.009995125006288684
1.0,bearing_0.001deg,23,0.011001137615849933
1.0,bearing_0.001deg,24,0.018667372606271226
1.0,bearing_0.001deg,25,0.018759919489319616
1.0,bearing_0.001deg,26,0.012285699149228278
1.0,bearing_0.001deg,27,0.014816212361671126
1.0,bearing_0.001deg,28,0.010915064972914187
1.0,bearing_0.001deg,29,0.011335770838345237
1.0,bearing_0.001deg,30,0.015277700826220682
1.0,bearing_0.001deg,31,0.012346063076438055
1.0,bearing_0.001deg,32,0.009736099508913798
1.0,bearing_0.001deg,33,0.015461197580059356
1.0,bearing_0.001deg,34,0.012113202454169763
1.0,bearing_0.001deg,35,0.014860046340562594
1.0,bearing_0.001deg,36,0.011512262700005292
1.0,bearing_0.001deg,37,0.017890229341568278
1.0,bearing_0.001deg,38,0.022060895632990976
1.0,bearing_0.001deg,39,0.0153738083628794
1.0,bearing_0.001deg,40,0.010495878427643445
1.0,bearing_0.001deg,41,0.009894170209621253
1.0,bearing_0.001deg,42,0.013861100240893749
1.0,bearing_0.001deg,43,0.011954476659530058
1.0,bearing_0.001deg,44,0.016416917062947078
1.0,bearing_0.001deg,45,0.007947094290172676
1.0,bearing_0.001deg,46,0.023598118057813235
1.0,bearing_0.001deg,47,0.005702292586798434
1.0,bearing_0.001deg,48,0.010913481265010313
1.0,bearing_0.001deg,49,0.014387880873300162
1.0,bearing_0.001deg,50,0.008491869811114579
1.0,bearing_0.001deg,51,0.016147603066610845
1.0,bearing_0.001deg,52,0.01056965104621865
1.0,bearing_0.001deg,53,0.013416280071336531
1.0,bearing_0.001deg,54,0.01451920993367388
1.0,bearing_0.001deg,55,0.008359408345608485
1.0,bearing_0.001deg,56,0.01668063274216065
1.0,bearing_0.001deg,57,0.02057518851398998
1.0,bearing_0.001deg,58,0.010384701460149354
1.0,bearing_0.001deg,59,0.013958120700798972
1.0,bearing_0.001deg,60,0.018744827240083046
1.0,bearing_0.001deg,61,0.01613162354573463
1.0,bearing_0.001deg,62,0.010186063969637782
1.0,bearing_0.001deg,63,0.01641626981787957
1.0,bearing_0.001deg,64,0.013871561660068104
1.0,bearing_0.001deg,65,0.011080907712866607
1.0,bearing_0.001deg,66,0.00794994310683159
1.0,bearing_0.001deg,67,0.010464099220973114
1.0,bearing_0.001deg,68,0.00708857362151069
1.0,bearing_0.001deg,69,0.008096017928206625
1.0,bearing_0.001deg,70,0.006137744054381182
1.0,bearing_0.001deg,71,0.008680606349805204
1.0,bearing_0.001deg,72,0.015060414163359641
1.0,bearing_0.001deg,73,0.012323525814487837
1.0,bearing_0.001deg,74,0.009461061203292598
1.0,bearing_0.001deg,75,0.007070343705475498
1.0,bearing_0.001deg,76,0.022398667309800942
1.0,bearing_0.001deg,77,0.012684597850952118
1.0,bearing_0.001deg,78,0.009089474525935257
1.0,bearing_0.001deg,79,0.01360898497528767
1.0,bearing_0.001deg,80,0.017097667109156726
1.0,bearing_0.001deg,81,0.020913268416791607
1.0,bearing_0.001deg,82,0.009394725505776946
1.0,bearing_0.001deg,83,0.00885305132652694
1.0,bearing_0.001deg,84,0.009485204584035276
1.0,bearing_0.001deg,85,0.014612891755006102
1.0,bearing_0.001deg,86,0.008551479210644353
1.0,bearing_0.001deg,87,0.008715577090173876
1.0,bearing_0.001deg,88,0.013793833732540936
1.0,bearing_0.001deg,89,0.016048079479625162
1.0,bearing_0.001deg,90,0.012290027966365927
1.0,bearing_0.001deg,91,0.011658467558780493
1.0,bearing_0.001deg,92,0.011001767518362206
1.0,bearing_0.001deg,93,0.01983715119647591
1.0,bearing_0.001deg,94,0.00985247154215242
1.0,bearing_0.001deg,95,0.013787578495829945
1.0,bearing_0.001deg,96,0.014830149489304788
1.0,bearing_0.001deg,97,0.00702991120889833
1.0,bearing_0.001deg,98,0.01251445933940838
1.0,bearing_0.001deg,99,0.016215192265747726
1.0,bearing_0.01deg,0,0.11546503815234942
1.0,bearing_0.01deg,1,0.14902968770560712
1.0,bearing_0.01deg,2,0.13341098425181624
1.0,bearing_0.01deg,3,0.12865015251941206
1.0,bearing_0.01deg,4,0.1342989136729815
1.0,bearing_0.01deg,5,0.09221690104096564
1.0,bearing_0.01deg,6,0.15886010692419578
1.0,bearing_0.01deg,7,0.12400525512013587
1.0,bearing_0.01deg,8,0.08853868088028957
1.0,bearing_0.01deg,9,0.15411262852402555
1.0,bearing_0.01deg,10,0.09731519853780901
1.0,bearing_0.01deg,11,0.11566535913442656
1.0,bearing_0.01deg,12,0.15049877094360403
1.0,bearing_0.01deg,13,0.1561439778172116
1.0,bearing_0.01deg,14,0.1416510493117901
1.0,bearing_0.01deg,15,0.10093625866766186
1.0,bearing_0.01deg,16,0.11045489058285103
1.0,bearing_0.01deg,17,0.29113320664024195
1.0,bearing_0.01deg,18,0.10519187355957964
1.0,bearing_0.01deg,19,0.14152695647971095
1.0,bearing_0.01deg,20,0.14251601879510292
1.0,bearing_0.01deg,21,0.09000009904153315
1.0,bearing_0.01deg,22,0.09963175144697742
1.0,bearing_0.01deg,23,0.10996323251994095
1.0,bearing_0.01deg,24,0.1866996304114494
1.0,bearing_0.01deg,25,0.18851217939323084
1.0,bearing_0.01deg,26,0.0894778865789445
1.0,bearing_0.01deg,27,0.14816624386704583
1.0,bearing_0.01deg,28,0.10836719906157617
1.0,bearing_0.01deg,29,0.11098842606996605
1.0,bearing_0.01deg,30,0.13589130420163917
1.0,bearing_0.01deg,31,0.15442097420794007
1.0,bearing_0.01deg,32,0.1211054466797618
1.0,bearing_0.01deg,33,0.1549323934384448
1.0,bearing_0.01deg,34,0.10779150049038236
1.0,bearing_0.01deg,35,0.1362339082651996
1.0,bearing_0.01deg,36,0.10026671060689547
1.0,bearing_0.01deg,37,0.19220951007786374
1.0,bearing_0.01deg,38,0.21861509333852513
1.0,bearing_0.01deg,39,0.15344787789986597
1.0,bearing_0.01deg,40,0.10491826701102866
1.0,bearing_0.01deg,41,0.09067488461406428
1.0,bearing_0.01deg,42,0.13206546502054886
1.0,bearing_0.01deg,43,0.11608421895819832
1.0,bearing_0.01deg,44,0.1630736917784992
1.0,bearing_0.01deg,45,0.08658997522708857
1.0,bearing_0.01deg,46,0.2355757873954668
1.0,bearing_0.01deg,47,0.056970892733419445
1.0,bearing_0.01deg,48,0.10918123942900933
1.0,bearing_0.01deg,49,0.17774668759196993
1.0,bearing_0.01deg,50,0.08447103782606846
1.0,bearing_0.01deg,51,0.1635051307573868
1.0,bearing_0.01deg,52,0.10709035734310786
1.0,bearing_0.01deg,53,0.14731102103018062
1.0,bearing_0.01deg,54,0.1451076743881622
1.0,bearing_0.01deg,55,0.11548364254113735
1.0,bearing_0.01deg,56,0.1752617256202551
1.0,bearing_0.01deg,57,0.2018961386682032
1.0,bearing_0.01deg,58,0.10284066455119793
1.0,bearing_0.01deg,59,0.14825545514793137
1.0,bearing_0.01deg,60,0.17166048914209414
1.0,bearing_0.01deg,61,0.17284474033669267
1.0,bearing_0.01deg,62,0.09881549780489973
1.0,bearing_0.01deg,63,0.1643829146006283
1.0,bearing_0.01deg,64,0.13872133385968
1.0,bearing_0.01deg,65,0.11459300999671858
1.0,bearing_0.01deg,66,0.07948083558623067
1.0,bearing_0.01deg,67,0.08294799943422407
1.0,bearing_0.01deg,68,0.07698114562369233
1.0,bearing_0.01deg,69,0.11200576075335734
1.0,bearing_0.01deg,70,0.06236023541959177
1.0,bearing_0.01deg,71,0.09149910390580257
1.0,bearing_0.01deg,72,0.13914054619330887
1.0,bearing_0.01deg,73,0.11307326464279192
1.0,bearing_0.01deg,74,0.06522789025914245
1.0,bearing_0.01deg,75,0.0999728243415415
1.0,bearing_0.01deg,76,0.2259712098484238
1.0,bearing_0.01deg,77,0.14898882591186327
1.0,bearing_0.01deg,78,0.09057356454966319
1.0,bearing_0.01deg,79,0.11035058558923334
1.0,bearing_0.01deg,80,0.16653119370006028
1.0,bearing_0.01deg,81,0.21881207266590394
1.0,bearing_0.01deg,82,0.08799946325723274
1.0,bearing_0.01deg,83,0.0921589562071328
1.0,bearing_0.01deg,84,0.09053106171997573
1.0,bearing_0.01deg,85,0.13259103008280898
1.0,bearing_0.01deg,86,0.09658536292517894
1.0,bearing_0.01deg,87,0.08715319970057556
1.0,bearing_0.01deg,88,0.13808832196943693
1.0,bearing_0.01deg,89,0.16274345818143238
1.0,bearing_0.01deg,90,0.11804482937450705
1.0,bearing_0.01deg,91,0.10411804724102942
1.0,bearing_0.01deg,92,0.1060746956844192
1.0,bearing_0.01deg,93,0.1968795619936134
1.0,bearing_0.01deg,94,0.12278000663573477
1.0,bearing_0.01deg,95,0.1378185715121951
1.0,bearing_0.01deg,96,0.14830787705456597
1.0,bearing_0.01deg,97,0.0929410100639612
1.0,bearing_0.01deg,98,0.12471160068029002
1.0,bearing_0.01deg,99,0.16056582050391915
1.0,bearing_0.1deg,0,1.1515257882259617
1.0,bearing_0.1deg,1,1.4814017791246474
1.0,bearing_0.1deg,2,1.3332482116150743
1.0,bearing_0.1deg,3,1.2824094715712153
1.0,bearing_0.1deg,4,1.3382360793155152
1.0,bearing_0.1deg,5,0.9218696093687275
1.0,bearing_0.1deg,6,1.5777992183610192
1.0,bearing_0.1deg,7,1.2392992979038906
1.0,bearing_0.1deg,8,0.8838844553851153
1.0,bearing_0.1deg,9,1.535520861563416
1.0,bearing_0.1deg,10,0.991849945632021
1.0,bearing_0.1deg,11,1.1640148419424259
1.0,bearing_0.1deg,12,1.5024775529229577
1.0,bearing_0.1deg,13,1.539934329912278
1.0,bearing_0.1deg,14,1.4012151541742008
1.0,bearing_0.1deg,15,1.01388392698293
1.0,bearing_0.1deg,16,1.1097973742024234
1.0,bearing_0.1deg,17,2.8744283023341413
1.0,bearing_0.1deg,18,1.0420514953585953
