stage,rho,seed,gain,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,action_number
bootstrap,0.1,11,0.5,1,1,-0.06297207176563391,-0.06251936463807439,2.0629720717656337,3.526620979775828,1
bootstrap,0.1,11,0.5,2,1,-0.03148603588281662,-0.03125968231903653,2.031486035882817,3.4953612974567916,2
bootstrap,0.1,11,0.5,3,1,-0.015743017941408644,-0.015629841159518598,2.015743017941408,3.479731456297273,3
bootstrap,0.1,11,0.5,4,1,-0.007871508970703989,-0.007814920579759299,2.007871508970704,3.4719165357175137,4
bootstrap,0.1,11,0.5,5,1,-0.003935754485352216,-0.003907460289879872,2.0039357544853518,3.468009075427634,5
bootstrap,0.1,11,0.5,6,1,-0.001967877242676108,-0.001953730144940158,2.0019678772426754,3.466055345282694,6
main_budget,,,,1,2,-0.08041173008049796,-0.01836444411796334,1.581411848223461,2.6166055032013924,
main_budget,,,,1,3,-0.046215469962267,-0.009736685560102654,2.5492253321368437,2.606921453386686,
main_budget,,,,1,4,-0.054997657316676274,-0.031153696227348315,1.055691973563874,1.7635493518637966,
main_budget,,,,1,5,-0.061659742063246314,0.02138899388329496,2.0631238546952,1.7105720792066592,
main_budget,,,,1,6,-0.08526072102146087,-0.011967734896090265,3.08784535699019,1.7421557449197518,
main_budget,,,,1,7,-0.04773859781327483,-0.030693189680789823,0.5483045592661342,0.8972290412742889,
main_budget,,,,1,8,-0.025749225655781305,-0.03637607834538348,1.526836362298936,0.9025968428952263,
main_budget,,,,1,9,-0.057813902558192964,-0.010629079968627886,2.5594484723070816,0.8762488284893515,
main_budget,,,,1,10,-0.038033440755753434,-0.024088161374233086,3.5400004732835226,0.8876995468567529,
main_budget,,,,1,12,-0.03380637841102907,-0.010359815619006936,1.035215454816413,0.010377190423147073,
main_budget,,,,1,13,0.01885053748148524,0.0014809297479214632,1.9831011091474529,-0.0014810359306354015,
main_budget,,,,1,14,-0.019274217219207523,0.020763601936018825,3.021942147006561,-0.020684775492358948,
main_budget,,,,2,2,-0.04027352733606193,-0.0091757906519907,1.541138320887399,2.6074297125494015,
main_budget,,,,2,3,-0.02318596855530397,-0.004810833766849099,2.52603936358154,2.602110619619837,
main_budget,,,,2,4,-0.027515305983164318,-0.015572074432494865,1.0281766675807096,1.7479772774313016,
main_budget,,,,2,5,-0.030851436945857458,0.010717447925696622,2.0322724177493425,1.7212895271323558,
main_budget,,,,2,6,-0.04270003216315765,-0.0058431658566067135,3.0451453248270326,1.736312579063145,
main_budget,,,,2,7,-0.02387954071848225,-0.01533834578771065,0.524425018547652,0.8818906954865783,
main_budget,,,,2,8,-0.012878043514570336,-0.018185104224038906,1.5139583187843657,0.8844117386711874,
main_budget,,,,2,9,-0.028920173677731364,-0.005288406201983953,2.53052829862935,0.8709604222873675,
main_budget,,,,2,10,-0.01902576777845555,-0.011938074010558797,3.520974705505067,0.8757614728461941,
main_budget,,,,2,12,-0.016904642563989825,-0.0051840050801247985,1.0183108122524231,0.005193185343022274,
main_budget,,,,2,13,0.009429326354946976,0.0007405049912143134,1.9925304355023998,-0.0007405309394210881,
main_budget,,,,2,14,-0.009672422395812452,0.010360937310017367,3.012269724610748,-0.010323838182341581,
main_budget,,,,3,2,-0.02016959316236533,-0.004586366472460357,1.5209687277250337,2.6028433460769413,
main_budget,,,,3,3,-0.011629965843670487,-0.0023787150460463646,2.5144093977378694,2.5997319045737903,
main_budget,,,,3,4,-0.013765668924270336,-0.007783768843364625,1.0144109986564391,1.740193508587937,
main_budget,,,,3,5,-0.01543664682536372,0.005369718263295353,2.016835770923979,1.726659245395651,
main_budget,,,,3,6,-0.021382016095775835,-0.002859395308619228,3.0237633087312568,1.7334531837545257,
main_budget,,,,3,7,-0.011944943586331358,-0.007664758413961081,0.5124800749613206,0.8742259370726172,
main_budget,,,,3,8,-0.00644058252768398,-0.009091195786090744,1.5075177362566818,0.8753205428850966,
main_budget,,,,3,9,-0.014466692255561853,-0.002631857573613894,2.516061606373788,0.8683285647137535,
main_budget,,,,3,10,-0.009516960199214664,-0.00592018854221954,3.5114577453058526,0.8698412843039746,
main_budget,,,,3,12,-0.008452935718701537,-0.002594232030549875,1.0098578765337216,0.0025989533124723993,
main_budget,,,,3,13,0.0047166914677251315,0.0003702623969962509,1.9972471269701249,-0.0003702685424248372,
main_budget,,,,3,14,-0.00485288201752776,0.0051709130442161595,3.00741684259322,-0.005152925138125422,
main_budget,,,,4,2,-0.010101010219402906,-0.0022928378685651563,1.5108677175056306,2.600550508208376,
main_budget,,,,4,3,-0.005832992047241747,-0.001176467589160124,2.5085764056906275,2.59855543698463,
main_budget,,,,4,4,-0.006886790800438414,-0.003890777421367453,1.0075242078560007,1.7363027311665695,
main_budget,,,,4,5,-0.007723826865136507,0.002690239179118148,2.0091119440588425,1.7293494845747692,
main_budget,,,,4,6,-0.010706385347322378,-0.0014003740293571099,3.0130569233839344,1.7320528097251686,
main_budget,,,,4,7,-0.00597507647966683,-0.0038300878983873465,0.5065049984816539,0.8703958491742299,
main_budget,,,,4,8,-0.0032210329708002305,-0.004544947793929999,1.5042967032858816,0.8707755950911666,
main_budget,,,,4,9,-0.007236648786890454,-0.0013099252404687456,2.5088249575868975,0.8670186394732848,
main_budget,,,,4,10,-0.004760411133109876,-0.002936634525339654,3.5066973341727428,0.8669046497786349,
main_budget,,,,4,12,-0.0042267440813608115,-0.0012982789837663938,1.0056311324523608,0.0013006743287060055,
main_budget,,,,4,13,0.002359360013100553,0.00018513359139791038,1.9996064869832253,-0.0001851349510269268,
main_budget,,,,4,14,-0.002434542798885442,0.002580887506466387,3.0049822997943347,-0.0025720376316590346,
main_budget,,,,5,2,-0.005058573021893165,-0.00114635145030495,1.5058091444837376,2.5994041567580712,
main_budget,,,,5,3,-0.0029253903354944377,-0.0005818923319647062,2.505651015355133,2.5979735446526653,
main_budget,,,,5,4,-0.0034453617570772144,-0.0019448417081905367,1.0040788460989236,1.734357889458379,
main_budget,,,,5,5,-0.0038646759924416685,0.001347781385238389,2.005247268066401,1.7306972659600075,
main_budget,,,,5,6,-0.005360732519456457,-0.0006859350378678464,3.007696190864478,1.7313668746873008,
