amplitude_d,direction_deg,delta_c_x,delta_c_y,receiver_id,candidate_bias_x,candidate_bias_y,candidate_bias_norm_d,linear_prediction_x,linear_prediction_y,linear_error_d,accepted,full_residual_rad,message
1e-05,45,7.071067811865476e-06,7.0710678118654756e-06,14,-9.112290663804146e-06,1.6653443239604051e-16,9.112290663804146e-06,-9.112309264184791e-06,0.0,1.860038064604933e-11,True,0.0,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,2,5.051754439433509e-06,1.2499783497155192e-06,5.204101151120498e-06,5.051814855409228e-06,1.2500000000000003e-06,6.417807211312548e-11,True,2.220446049250313e-16,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,3,-5.051754439655554e-06,1.2499783497155192e-06,5.204101151336043e-06,-5.0518148554092286e-06,1.2500000000000005e-06,6.417786308561104e-11,True,2.220446049250313e-16,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,4,4.330102019167725e-06,2.4999783494461525e-06,4.999967524304525e-06,4.330127018922194e-06,2.5000000000000015e-06,3.307165259665744e-11,True,0.0,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,5,0.0,0.0,0.0,-4.286263797015736e-22,0.0,4.286263797015736e-22,True,0.0,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,6,-4.330102019167725e-06,2.4999783494461525e-06,4.999967524304525e-06,-4.330127018922195e-06,2.5000000000000023e-06,3.307165259785225e-11,True,0.0,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,7,3.6084273772329922e-06,3.749978349620875e-06,5.204141212475876e-06,3.608439182435162e-06,3.75e-06,2.4659718460102056e-11,True,0.0,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,8,1.2990331057505244e-06,2.499987010740057e-07,1.3228705002284022e-06,1.2990381056766576e-06,2.499999999999999e-07,5.16589489588655e-12,True,2.220446049250313e-16,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,9,-1.2990331055284798e-06,2.49998701185028e-07,1.32287050003134e-06,-1.2990381056766584e-06,2.5000000000000004e-07,5.166081894395032e-12,True,0.0,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,10,-3.6084273768999253e-06,3.7499783493988303e-06,5.204141212084934e-06,-3.6084391824351624e-06,3.7500000000000005e-06,2.4660072856019465e-11,True,0.0,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,12,2.8867430126311433e-06,-1.665334572683008e-16,2.8867430126311433e-06,2.886751345948128e-06,0.0,8.333316986432697e-12,True,0.0,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,13,0.0,0.0,0.0,-6.123233995736766e-22,0.0,6.123233995736766e-22,True,0.0,`gtol` termination condition is satisfied.
1e-05,90,6.123233995736766e-22,1e-05,14,-2.8867430126311433e-06,-1.665334803378979e-16,2.8867430126311433e-06,-2.8867513459481293e-06,0.0,8.333316987703248e-12,True,0.0,`gtol` termination condition is satisfied.
1e-05,135,-7.0710678118654756e-06,7.071067811865476e-06,2,9.759269417486394e-06,2.41476791540407e-06,1.0053578648836948e-05,9.759356876941094e-06,2.414814565722671e-06,9.91231983043521e-11,True,0.0,`gtol` termination condition is satisfied.
