amplitude_d,direction_deg,gain,rho,seed,round,receiver_id,angle_01_rad,angle_02_rad,angle_12_rad,target_angle_01_rad,target_angle_02_rad,target_angle_12_rad,max_angle_error_rad,measurement_slot,measurement_tx_count,estimated_x,estimated_y,estimator_residual_rad,estimator_success,nfev,delta_x,delta_y,action_applied,event,failure
0.005,0,0.5,0.0,ideal,1,8,2.286375809796073,1.7122887916438512,2.2845207057396624,2.2845207057396624,1.714143895700262,2.2845207057396624,0.0018551040564107613,1,3,1.4966250014769311,0.8653736111316744,0.0,True,4,0.001687499261534442,0.0003258963263819692,True,observe_and_move,
0.005,0,0.5,0.0,ideal,1,9,1.716000325301364,2.28266427613856,2.2845207057396624,1.714143895700262,2.2845207057396624,2.2845207057396624,0.0018564296011023274,1,3,2.496625001476193,0.8666726498056797,0.0,True,4,0.0016874992619035911,-0.0003236230106206661,True,observe_and_move,
0.005,0,0.5,0.0,ideal,1,10,1.291206003776445,3.140148075105431,1.8518312282977105,1.289761425292083,3.141592653589793,1.8518312282977105,0.0014445784843619691,1,3,3.496873444329831,0.8692675880876443,4.440892098500626e-16,True,4,0.0015632778350844756,-0.001621092151602943,True,observe_and_move,
0.005,0,0.5,0.0,ideal,1,12,1.8531630620412518,1.2884295915485415,3.141592653589793,1.8518312282977103,1.289761425292083,3.141592653589793,0.0013318337435415106,1,3,0.9950000000002864,-2.190485136886744e-20,7.638334409421077e-14,True,3,0.0024999999998567835,1.095242568443372e-20,True,observe_and_move,
0.005,0,0.5,0.0,ideal,1,13,1.5722397014655276,1.5693529521242655,3.141592653589793,1.5707963267948966,1.5707963267948966,3.141592653589793,0.001443374670631048,1,3,1.995,-1.6201967287585614e-19,0.0,True,3,0.0024999999999999467,8.100983643792807e-20,True,observe_and_move,
0.005,0,0.5,0.0,ideal,1,14,1.2910942839160915,1.8504983696737018,3.141592653589793,1.289761425292083,1.8518312282977103,3.141592653589793,0.0013328586240084483,1,3,2.994999999999717,-7.155147361143023e-20,7.549516567451064e-14,True,3,0.002500000000141389,3.5775736805715116e-20,True,observe_and_move,
0.005,0,0.5,0.0,ideal,2,2,3.1394289359128997,1.8496688651928186,1.289760070720081,3.141592653589793,1.85183122829771,1.289761425292083,0.002163717676893384,2,3,1.497813282705037,2.597537656876604,4.440892098500626e-16,True,4,0.0010933586474815016,0.0002692772383559028,True,observe_and_move,
0.005,0,0.5,0.0,ideal,2,3,1.8539990040518608,3.139426229588564,1.2897600735391617,1.85183122829771,3.141592653589793,1.289761425292083,0.0021677757541507248,2,3,2.4978117202246697,2.5986201784826357,2.220446049250313e-16,True,4,0.0010941398876651576,-0.0002719835646598501,True,observe_and_move,
0.005,0,0.5,0.0,ideal,2,4,3.1405087652896047,1.5697144695063652,1.5707942957832397,3.141592653589793,1.5707963267948966,1.5707963267948968,0.0010838883001884625,2,3,0.9981249970639376,1.7309709821313695,1.3322676295501878e-15,True,3,0.0009375014680311766,0.0005399127187538655,True,observe_and_move,
0.005,0,0.5,0.0,ideal,2,5,2.2859647313176574,2.2830779791979054,1.7141425966640236,2.2845207057396624,2.2845207057396624,1.7141438957002622,0.0014440255779950562,2,3,1.9982500003500014,1.7320523231112221,8.104628079763643e-14,True,3,0.0008749998249992785,-7.577711724771063e-07,True,observe_and_move,
