stage,rho,seed,gain,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,action_number
bootstrap,0.1,11,0.5,1,1,-0.06297207176563391,-0.06251936463807439,2.0629720717656337,3.526620979775828,1
bootstrap,0.1,11,0.5,2,1,-0.03148603588281662,-0.03125968231903653,2.031486035882817,3.4953612974567916,2
bootstrap,0.1,11,0.5,3,1,-0.015743017941408644,-0.015629841159518598,2.015743017941408,3.479731456297273,3
bootstrap,0.1,11,0.5,4,1,-0.007871508970703989,-0.007814920579759299,2.007871508970704,3.4719165357175137,4
bootstrap,0.1,11,0.5,5,1,-0.003935754485352216,-0.003907460289879872,2.0039357544853518,3.468009075427634,5
bootstrap,0.1,11,0.5,6,1,-0.001967877242676108,-0.001953730144940158,2.0019678772426754,3.466055345282694,6
main_budget,,,,1,2,-0.1608234601609959,-0.03672888823592668,1.501000118142963,2.598241059083429,
main_budget,,,,1,3,-0.092430939924534,-0.019473371120205307,2.5030098621745767,2.597184767826583,
main_budget,,,,1,4,-0.10999531463335255,-0.06230739245469663,1.0006943162471975,1.7323956556364484,
main_budget,,,,1,5,-0.12331948412649263,0.04277798776658992,2.0014641126319535,1.7319610730899542,
main_budget,,,,1,6,-0.17052144204292174,-0.02393546979218053,3.002584635968729,1.7301880100236615,
main_budget,,,,1,7,-0.09547719562654966,-0.061386379361579646,0.5005659614528594,0.8665358515934991,
main_budget,,,,1,8,-0.05149845131156261,-0.07275215669076696,1.5010871366431546,0.8662207645498429,
main_budget,,,,1,9,-0.11562780511638593,-0.02125815993725577,2.5016345697488886,0.8656197485207235,
main_budget,,,,1,10,-0.07606688151150687,-0.04817632274846617,3.5019670325277694,0.8636113854825198,
main_budget,,,,1,12,-0.06761275682205814,-0.02071963123801387,1.0014090764053838,1.737480414013698e-05,
main_budget,,,,1,13,0.03770107496297048,0.0029618594958429265,2.001951646628938,-1.0618271393831452e-07,
main_budget,,,,1,14,-0.03854843443841505,0.04152720387203765,3.0026679297873535,7.882644365987679e-05,
