rho,seed,initial_max_error_d,initial_rms_error_d,actual_spacing_d,protocol,eta_c,eta_r,tau_c_d,final_position_budget_d,receiver_estimate_budget_d,budget_group,stop_rule,status,online_status,measurement_slots,tx_uses,relay_scalar_count,public_reference_scalars,final_max_position_error_d,final_position_budget_pass,final_position_budget_excess_d,first_order_reference_propagation_bound_d,online_budget_plus_reference_bound_d,final_rms_position_error_d,cumulative_displacement_d,action_count,record_kind,failures_json,bootstrap_summary_json,main_summary_json,case_dir
0.1,11,0.1774728461168589,0.11133921628245336,0.992717292188455,dynamic_current_reference,1.0,0.75,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,12,28,8,8,0.008967980774996073,True,0.0,0.004995998399999999,0.014995998399999998,0.005575610748420502,1.383889134910439,26,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":4,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":4,""measurement_slots"":12,""tx_uses"":28,""relay_scalar_count"":8,""public_reference_scalars"":8,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.17747284611685984,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":2.318213734067276e-15,""receiver_budget_met_count"":1,""calibration_action"":false,""receiver_action_count"":11,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":2.318213734067276e-15,""receiver_budget_met_count"":9,""calibration_action"":false,""receiver_action_count"":2,""event"":""observe_and_synchronize_move""},{""round"":4,""c_hat_error_to_target_d"":2.318213734067276e-15,""receiver_budget_met_count"":2,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":2.318213734067276e-15}",outputs/q2/protocol_comparison/cases/case_011_unallocated_reference_budget
0.1,23,0.16697437016671612,0.09172163218971498,1.002599688341454,staged_fixed_reference,1.0,0.75,0.0048,0.01,0.01,unallocated_reference_budget,estimated_position_budget_after_finite_calibration,success,success,8,20,4,4,0.008806227115708928,True,0.0,0.004995998399999999,0.014995998399999998,0.004791157774733329,1.1082513389319049,25,unallocated_reference_budget,[],"{""status"":""converged"",""failure"":null,""rounds"":2,""stop_round"":2,""action_count"":1,""relay_scalar_count"":4,""angle_slots"":4,""tx_uses"":8,""final_angle_error_rad"":2.220446049250313e-16,""final_apex_x"":1.9999999999999996,""final_apex_y"":3.4641016151377544,""position_tolerance_d"":0.0048,""stop_rule"":""estimated_apex_position"",""gain"":1.0}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":4,""tx_uses"":12,""stop_rule"":""estimated_receiver_position"",""position_budget_d"":0.01,""final_max_angle_error_rad"":0.010338263197386954,""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""gain"":0.75}",outputs/q2/protocol_comparison/cases/case_012_unallocated_reference_budget
0.1,23,0.16697437016671612,0.09172163218971498,1.002599688341454,dynamic_current_reference,1.0,0.75,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,12,28,8,8,0.008806227115709164,True,0.0,0.004995998399999999,0.014995998399999998,0.004791157774732729,1.1082513389319157,25,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":4,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":4,""measurement_slots"":12,""tx_uses"":28,""relay_scalar_count"":8,""public_reference_scalars"":8,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.13030591064723307,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":6.280369834735101e-16,""receiver_budget_met_count"":1,""calibration_action"":false,""receiver_action_count"":11,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":6.280369834735101e-16,""receiver_budget_met_count"":10,""calibration_action"":false,""receiver_action_count"":1,""event"":""observe_and_synchronize_move""},{""round"":4,""c_hat_error_to_target_d"":6.280369834735101e-16,""receiver_budget_met_count"":1,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":6.280369834735101e-16}",outputs/q2/protocol_comparison/cases/case_013_unallocated_reference_budget
0.1,47,0.1147435226954799,0.061127590608246296,0.9676913254328862,staged_fixed_reference,1.0,0.75,0.0048,0.01,0.01,unallocated_reference_budget,estimated_position_budget_after_finite_calibration,success,success,7,17,4,4,0.009253201337261305,True,0.0,0.004995998399999999,0.014995998399999998,0.005447939820029095,0.6676521329122073,19,unallocated_reference_budget,[],"{""status"":""converged"",""failure"":null,""rounds"":2,""stop_round"":2,""action_count"":1,""relay_scalar_count"":4,""angle_slots"":4,""tx_uses"":8,""final_angle_error_rad"":2.220446049250313e-16,""final_apex_x"":1.9999999999999996,""final_apex_y"":3.464101615137754,""position_tolerance_d"":0.0048,""stop_rule"":""estimated_apex_position"",""gain"":1.0}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":3,""tx_uses"":9,""stop_rule"":""estimated_receiver_position"",""position_budget_d"":0.01,""final_max_angle_error_rad"":0.010517053331299486,""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""gain"":0.75}",outputs/q2/protocol_comparison/cases/case_014_unallocated_reference_budget
0.1,47,0.1147435226954799,0.061127590608246296,0.9676913254328862,dynamic_current_reference,1.0,0.75,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,9,21,6,6,0.009253201337257605,True,0.0,0.004995998399999999,0.014995998399999998,0.005447939820028758,0.6676521329122104,19,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":3,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":3,""measurement_slots"":9,""tx_uses"":21,""relay_scalar_count"":6,""public_reference_scalars"":6,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.07927607400312557,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":6.280369834735101e-16,""receiver_budget_met_count"":6,""calibration_action"":false,""receiver_action_count"":6,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":6.280369834735101e-16,""receiver_budget_met_count"":6,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":6.280369834735101e-16}",outputs/q2/protocol_comparison/cases/case_015_unallocated_reference_budget
0.1,11,0.1774728461168589,0.11133921628245336,0.992717292188455,staged_fixed_reference,0.75,0.75,0.0048,0.01,0.01,unallocated_reference_budget,estimated_position_budget_after_finite_calibration,success,success,12,28,8,8,0.009517549642876332,True,0.0,0.004995998399999999,0.014995998399999998,0.006499161454954655,1.3689778257351226,28,unallocated_reference_budget,[],"{""status"":""converged"",""failure"":null,""rounds"":4,""stop_round"":4,""action_count"":3,""relay_scalar_count"":8,""angle_slots"":8,""tx_uses"":16,""final_angle_error_rad"":0.000670155464258082,""final_apex_x"":2.001967877242676,""final_apex_y"":3.4660553452826943,""position_tolerance_d"":0.0048,""stop_rule"":""estimated_apex_position"",""gain"":0.75}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":4,""tx_uses"":12,""stop_rule"":""estimated_receiver_position"",""position_budget_d"":0.01,""final_max_angle_error_rad"":0.007547043910230755,""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""gain"":0.75}",outputs/q2/protocol_comparison/cases/case_016_unallocated_reference_budget
0.1,11,0.1774728461168589,0.11133921628245336,0.992717292188455,dynamic_current_reference,0.75,0.75,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,12,28,8,8,0.008967980774996073,True,0.0,0.004995998399999999,0.014995998399999998,0.005621394433115903,1.381116121689864,28,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":4,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":4,""measurement_slots"":12,""tx_uses"":28,""relay_scalar_count"":8,""public_reference_scalars"":8,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.17747284611685984,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":0.04436821152921457,""receiver_budget_met_count"":1,""calibration_action"":true,""receiver_action_count"":11,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":0.011092052882302623,""receiver_budget_met_count"":9,""calibration_action"":true,""receiver_action_count"":2,""event"":""observe_and_synchronize_move""},{""round"":4,""c_hat_error_to_target_d"":0.0027730132205765184,""receiver_budget_met_count"":2,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":0.0027730132205765184}",outputs/q2/protocol_comparison/cases/case_017_unallocated_reference_budget
0.1,23,0.16697437016671612,0.09172163218971498,1.002599688341454,staged_fixed_reference,0.75,0.75,0.0048,0.01,0.01,unallocated_reference_budget,estimated_position_budget_after_finite_calibration,success,success,12,28,8,8,0.00958145221232477,True,0.0,0.004995998399999999,0.014995998399999998,0.00549496279746926,1.099561012498104,27,unallocated_reference_budget,[],"{""status"":""converged"",""failure"":null,""rounds"":4,""stop_round"":4,""action_count"":3,""relay_scalar_count"":8,""angle_slots"":8,""tx_uses"":16,""final_angle_error_rad"":0.0005028529126551717,""final_apex_x"":2.0018993948914563,""final_apex_y"":3.4633683235094574,""position_tolerance_d"":0.0048,""stop_rule"":""estimated_apex_position"",""gain"":0.75}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":4,""tx_uses"":12,""stop_rule"":""estimated_receiver_position"",""position_budget_d"":0.01,""final_max_angle_error_rad"":0.010166497660319962,""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""gain"":0.75}",outputs/q2/protocol_comparison/cases/case_018_unallocated_reference_budget
0.1,23,0.16697437016671612,0.09172163218971498,1.002599688341454,dynamic_current_reference,0.75,0.75,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,12,28,8,8,0.008806227115709235,True,0.0,0.004995998399999999,0.014995998399999998,0.004819912239184282,1.1062153090780507,27,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":4,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":4,""measurement_slots"":12,""tx_uses"":28,""relay_scalar_count"":8,""public_reference_scalars"":8,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.13030591064723307,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":0.03257647766180764,""receiver_budget_met_count"":1,""calibration_action"":true,""receiver_action_count"":11,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":0.008144119415452162,""receiver_budget_met_count"":10,""calibration_action"":true,""receiver_action_count"":1,""event"":""observe_and_synchronize_move""},{""round"":4,""c_hat_error_to_target_d"":0.002036029853862659,""receiver_budget_met_count"":1,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":0.002036029853862659}",outputs/q2/protocol_comparison/cases/case_019_unallocated_reference_budget
0.1,47,0.1147435226954799,0.061127590608246296,0.9676913254328862,staged_fixed_reference,0.75,0.75,0.0048,0.01,0.01,unallocated_reference_budget,estimated_position_budget_after_finite_calibration,success,success,11,25,8,8,0.009159556902182937,True,0.0,0.004995998399999999,0.014995998399999998,0.0055985854253318415,0.6646081344208806,21,unallocated_reference_budget,[],"{""status"":""converged"",""failure"":null,""rounds"":4,""stop_round"":4,""action_count"":3,""relay_scalar_count"":8,""angle_slots"":8,""tx_uses"":16,""final_angle_error_rad"":0.0002099333601643938,""final_apex_x"":2.000272182810288,""final_apex_y"":3.4653100298451402,""position_tolerance_d"":0.0048,""stop_rule"":""estimated_apex_position"",""gain"":0.75}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":3,""tx_uses"":9,""stop_rule"":""estimated_receiver_position"",""position_budget_d"":0.01,""final_max_angle_error_rad"":0.010483828230885006,""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""gain"":0.75}",outputs/q2/protocol_comparison/cases/case_020_unallocated_reference_budget
0.1,47,0.1147435226954799,0.061127590608246296,0.9676913254328862,dynamic_current_reference,0.75,0.75,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,12,28,8,8,0.009253201337257605,True,0.0,0.004995998399999999,0.014995998399999998,0.005457319695156048,0.6664134442559109,21,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":4,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":4,""measurement_slots"":12,""tx_uses"":28,""relay_scalar_count"":8,""public_reference_scalars"":8,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.07927607400312557,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":0.019819018500781677,""receiver_budget_met_count"":6,""calibration_action"":true,""receiver_action_count"":6,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":0.00495475462519478,""receiver_budget_met_count"":6,""calibration_action"":true,""receiver_action_count"":0,""event"":""observe_and_synchronize_move""},{""round"":4,""c_hat_error_to_target_d"":0.0012386886562984784,""receiver_budget_met_count"":0,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":0.0012386886562984784}",outputs/q2/protocol_comparison/cases/case_021_unallocated_reference_budget
0.1,11,0.1774728461168589,0.11133921628245336,0.992717292188455,staged_fixed_reference,0.5,0.5,0.0048,0.01,0.01,unallocated_reference_budget,estimated_position_budget_after_finite_calibration,success,success,20,46,14,14,0.010194718636358261,False,0.0001947186363582612,0.004995998399999999,0.014995998399999998,0.007350613242459222,1.3557681508963564,52,unallocated_reference_budget,[],"{""status"":""converged"",""failure"":null,""rounds"":7,""stop_round"":7,""action_count"":6,""relay_scalar_count"":14,""angle_slots"":14,""tx_uses"":28,""final_angle_error_rad"":0.00067015546425786,""final_apex_x"":2.0019678772426754,""final_apex_y"":3.466055345282694,""position_tolerance_d"":0.0048,""stop_rule"":""estimated_apex_position"",""gain"":0.5}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":6,""tx_uses"":18,""stop_rule"":""estimated_receiver_position"",""position_budget_d"":0.01,""final_max_angle_error_rad"":0.007522087354849827,""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""gain"":0.5}",outputs/q2/protocol_comparison/cases/case_022_unallocated_reference_budget
0.1,11,0.1774728461168589,0.11133921628245336,0.992717292188455,dynamic_current_reference,0.5,0.5,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,21,49,14,14,0.009008708357812664,True,0.0,0.004995998399999999,0.014995998399999998,0.00641555412708628,1.3676383969285522,52,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":7,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":7,""measurement_slots"":21,""tx_uses"":49,""relay_scalar_count"":14,""public_reference_scalars"":14,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.17747284611685984,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":0.08873642305842852,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":0.044368211529215204,""receiver_budget_met_count"":1,""calibration_action"":true,""receiver_action_count"":11,""event"":""observe_and_synchronize_move""},{""round"":4,""c_hat_error_to_target_d"":0.022184105764607127,""receiver_budget_met_count"":2,""calibration_action"":true,""receiver_action_count"":9,""event"":""observe_and_synchronize_move""},{""round"":5,""c_hat_error_to_target_d"":0.011092052882304191,""receiver_budget_met_count"":7,""calibration_action"":true,""receiver_action_count"":2,""event"":""observe_and_synchronize_move""},{""round"":6,""c_hat_error_to_target_d"":0.005546026441152409,""receiver_budget_met_count"":2,""calibration_action"":true,""receiver_action_count"":0,""event"":""observe_and_synchronize_move""},{""round"":7,""c_hat_error_to_target_d"":0.0027730132205758882,""receiver_budget_met_count"":0,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":0.0027730132205758882}",outputs/q2/protocol_comparison/cases/case_023_unallocated_reference_budget
0.1,23,0.16697437016671612,0.09172163218971498,1.002599688341454,staged_fixed_reference,0.5,0.5,0.0048,0.01,0.01,unallocated_reference_budget,estimated_position_budget_after_finite_calibration,success,success,18,42,12,12,0.0120116953553416,False,0.002011695355341599,0.004995998399999999,0.014995998399999998,0.007837481598226384,1.0691739913919087,47,unallocated_reference_budget,[],"{""status"":""converged"",""failure"":null,""rounds"":6,""stop_round"":6,""action_count"":5,""relay_scalar_count"":12,""angle_slots"":12,""tx_uses"":24,""final_angle_error_rad"":0.001005626472625476,""final_apex_x"":2.0037987897829135,""final_apex_y"":3.462635031881162,""position_tolerance_d"":0.0048,""stop_rule"":""estimated_apex_position"",""gain"":0.5}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":6,""tx_uses"":18,""stop_rule"":""estimated_receiver_position"",""position_budget_d"":0.01,""final_max_angle_error_rad"":0.010030117783542902,""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""gain"":0.5}",outputs/q2/protocol_comparison/cases/case_024_unallocated_reference_budget
0.1,23,0.16697437016671612,0.09172163218971498,1.002599688341454,dynamic_current_reference,0.5,0.5,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,18,42,12,12,0.00973969306587811,True,0.0,0.004995998399999999,0.014995998399999998,0.006385387667215768,1.0824265481854132,47,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":6,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":6,""measurement_slots"":18,""tx_uses"":42,""relay_scalar_count"":12,""public_reference_scalars"":12,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.13030591064723307,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":0.06515295532361637,""receiver_budget_met_count"":1,""calibration_action"":true,""receiver_action_count"":11,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":0.03257647766180764,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":11,""event"":""observe_and_synchronize_move""},{""round"":4,""c_hat_error_to_target_d"":0.01628823883090411,""receiver_budget_met_count"":4,""calibration_action"":true,""receiver_action_count"":7,""event"":""observe_and_synchronize_move""},{""round"":5,""c_hat_error_to_target_d"":0.008144119415451975,""receiver_budget_met_count"":6,""calibration_action"":true,""receiver_action_count"":1,""event"":""observe_and_synchronize_move""},{""round"":6,""c_hat_error_to_target_d"":0.0040720597077259875,""receiver_budget_met_count"":1,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":0.0040720597077259875}",outputs/q2/protocol_comparison/cases/case_025_unallocated_reference_budget
0.1,47,0.1147435226954799,0.061127590608246296,0.9676913254328862,staged_fixed_reference,0.5,0.5,0.0048,0.01,0.01,unallocated_reference_budget,estimated_position_budget_after_finite_calibration,success,success,17,39,12,12,0.009775486280791855,True,0.0,0.004995998399999999,0.014995998399999998,0.00711596591870997,0.6419011309989772,36,unallocated_reference_budget,[],"{""status"":""converged"",""failure"":null,""rounds"":6,""stop_round"":6,""action_count"":5,""relay_scalar_count"":12,""angle_slots"":12,""tx_uses"":24,""final_angle_error_rad"":0.0004197711808822113,""final_apex_x"":2.0005443656205757,""final_apex_y"":3.466518444552526,""position_tolerance_d"":0.0048,""stop_rule"":""estimated_apex_position"",""gain"":0.5}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":5,""tx_uses"":15,""stop_rule"":""estimated_receiver_position"",""position_budget_d"":0.01,""final_max_angle_error_rad"":0.01104375443420924,""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""gain"":0.5}",outputs/q2/protocol_comparison/cases/case_026_unallocated_reference_budget
0.1,47,0.1147435226954799,0.061127590608246296,0.9676913254328862,dynamic_current_reference,0.5,0.5,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,18,42,12,12,0.009253201337209449,True,0.0,0.004995998399999999,0.014995998399999998,0.006791339298405985,0.6454801810477986,36,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":6,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":6,""measurement_slots"":18,""tx_uses"":42,""relay_scalar_count"":12,""public_reference_scalars"":12,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.07927607400312557,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":0.039638037001562154,""receiver_budget_met_count"":2,""calibration_action"":true,""receiver_action_count"":10,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":0.01981901850078197,""receiver_budget_met_count"":4,""calibration_action"":true,""receiver_action_count"":6,""event"":""observe_and_synchronize_move""},{""round"":4,""c_hat_error_to_target_d"":0.009909509250390525,""receiver_budget_met_count"":3,""calibration_action"":true,""receiver_action_count"":3,""event"":""observe_and_synchronize_move""},{""round"":5,""c_hat_error_to_target_d"":0.004954754625196275,""receiver_budget_met_count"":3,""calibration_action"":true,""receiver_action_count"":0,""event"":""observe_and_synchronize_move""},{""round"":6,""c_hat_error_to_target_d"":0.002477377312597921,""receiver_budget_met_count"":0,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":0.002477377312597921}",outputs/q2/protocol_comparison/cases/case_027_unallocated_reference_budget
0.1,11,0.1774728461168589,0.11133921628245336,0.992717292188455,staged_fixed_reference,0.5,1.0,0.0048,0.01,0.01,unallocated_reference_budget,estimated_position_budget_after_finite_calibration,success,success,16,34,14,14,0.0031859626151775383,True,0.0,0.004995998399999999,0.014995998399999998,0.0019786653604287746,1.438705271619437,18,unallocated_reference_budget,[],"{""status"":""converged"",""failure"":null,""rounds"":7,""stop_round"":7,""action_count"":6,""relay_scalar_count"":14,""angle_slots"":14,""tx_uses"":28,""final_angle_error_rad"":0.00067015546425786,""final_apex_x"":2.0019678772426754,""final_apex_y"":3.466055345282694,""position_tolerance_d"":0.0048,""stop_rule"":""estimated_apex_position"",""gain"":0.5}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":2,""tx_uses"":6,""stop_rule"":""estimated_receiver_position"",""position_budget_d"":0.01,""final_max_angle_error_rad"":0.0003174015837323907,""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""gain"":1.0}",outputs/q2/protocol_comparison/cases/case_028_unallocated_reference_budget
0.1,11,0.1774728461168589,0.11133921628245336,0.992717292188455,dynamic_current_reference,0.5,1.0,0.0048,0.01,0.01,unallocated_reference_budget,c_hat_position_and_receiver_estimated_position_budget,success,success,21,49,14,14,0.002773013220575262,True,0.0,0.004995998399999999,0.014995998399999998,0.0007159889348067322,1.4516940789557444,18,unallocated_reference_budget,[],{},"{""status"":""success"",""rounds"":7,""stop_rule"":""c_hat_position_and_receiver_estimated_position_budget"",""position_budget_d"":0.01,""tau_c_d"":0.0048,""broadcast_slots"":7,""measurement_slots"":21,""tx_uses"":49,""relay_scalar_count"":14,""public_reference_scalars"":14,""failures"":[],""rounds_detail"":[{""round"":1,""c_hat_error_to_target_d"":0.17747284611685984,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":12,""event"":""observe_and_synchronize_move""},{""round"":2,""c_hat_error_to_target_d"":0.08873642305842852,""receiver_budget_met_count"":12,""calibration_action"":true,""receiver_action_count"":0,""event"":""observe_and_synchronize_move""},{""round"":3,""c_hat_error_to_target_d"":0.044368211529215204,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":0,""event"":""observe_and_synchronize_move""},{""round"":4,""c_hat_error_to_target_d"":0.022184105764607127,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":0,""event"":""observe_and_synchronize_move""},{""round"":5,""c_hat_error_to_target_d"":0.011092052882304191,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":0,""event"":""observe_and_synchronize_move""},{""round"":6,""c_hat_error_to_target_d"":0.005546026441152409,""receiver_budget_met_count"":0,""calibration_action"":true,""receiver_action_count"":0,""event"":""observe_and_synchronize_move""},{""round"":7,""c_hat_error_to_target_d"":0.0027730132205758882,""receiver_budget_met_count"":0,""calibration_action"":false,""receiver_action_count"":0,""event"":""stop_after_observable_verification""}],""final_c_hat_error_d"":0.0027730132205758882}",outputs/q2/protocol_comparison/cases/case_029_unallocated_reference_budget
