2.000000015401675491e+00,3.464101629858381770e+00
1.500000015793430563e+00,2.598076214877369505e+00
2.500000026661916230e+00,2.598076207184998765e+00
1.000000018605500252e+00,1.732050817825268041e+00
2.000000018220906117e+00,1.732050804853976000e+00
3.000000028339228741e+00,1.732050798346844278e+00
5.000000159829933732e-01,8.660254154780496760e-01
1.500000014961837325e+00,8.660254140528054201e-01
2.500000019369416293e+00,8.660254025333896655e-01
3.500000019673108920e+00,8.660253909178634579e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.000000027815543202e+00,4.663133353575644988e-09
1.999999998211260621e+00,-1.095935424990250468e-09
3.000000024503652440e+00,-5.068858556855417486e-09
4.000000000000000000e+00,0.000000000000000000e+00
