condition,trial,bearing_std_deg,actuation_relative_std,status,stopped,final_below_1cm,joint_success_1cm,final_below_10cm,first_1cm_slot,first_1cm_tx,sustained_1cm_from_slot,max_position_error_m,rms_position_error_m,last28_mean_max_error_m,measurement_slots,transmitter_uses,movement_m,failed_local_fits,seconds
bearing_0.001deg,41,0.001,0.0,max_epochs_reached,False,False,False,True,78,312,,0.010585615720778188,0.0060493812765428905,0.00585380402347818,560,2240,102.45401290569133,0,13.126521958998637
bearing_0.001deg,42,0.001,0.0,max_epochs_reached,False,True,False,True,115,460,560,0.006641435930562314,0.0042830240579286305,0.007150795299895423,560,2240,703.9757025554119,0,11.51878691699676
bearing_0.001deg,43,0.001,0.0,max_epochs_reached,False,True,False,True,86,344,546,0.008238893140821773,0.004471403005175685,0.010107578149739718,560,2240,103.2851245328848,0,9.523686749998888
bearing_0.001deg,44,0.001,0.0,max_epochs_reached,False,True,False,True,116,464,546,0.0059218895791420595,0.0031230158587312734,0.007961449270276496,560,2240,573.9361813305948,0,9.751829708002333
bearing_0.001deg,45,0.001,0.0,max_epochs_reached,False,False,False,True,103,412,,0.014359808451056347,0.008760066076363253,0.007411907139045499,560,2240,261.26297174034016,0,9.627970916997583
bearing_0.001deg,46,0.001,0.0,max_epochs_reached,False,True,False,True,116,464,539,0.008237936473642788,0.004827298071357547,0.006356829820903175,560,2240,788.4935721057699,0,9.842558709002333
bearing_0.001deg,47,0.001,0.0,max_epochs_reached,False,True,False,True,103,412,547,0.008267281302431038,0.006397328642778813,0.007875883142139101,560,2240,701.416089175374,0,11.336009250000643
bearing_0.001deg,48,0.001,0.0,max_epochs_reached,False,True,False,True,75,300,524,0.009067056201120296,0.004357480677890267,0.006047081052948948,560,2240,525.0878008874733,0,11.176079459000903
bearing_0.001deg,49,0.001,0.0,max_epochs_reached,False,False,False,True,114,456,,0.012443147312764875,0.005834716004579059,0.006649769109347263,560,2240,740.1434405376674,0,11.322294375000638
bearing_0.001deg,50,0.001,0.0,max_epochs_reached,False,True,False,True,126,504,556,0.006141245030435957,0.003368530401152713,0.00768505136055862,560,2240,721.6936149817153,0,11.74917666699912
bearing_0.001deg,51,0.001,0.0,max_epochs_reached,False,True,False,True,84,336,548,0.007348504761082042,0.0038136855493694772,0.007615628726285982,560,2240,183.81488617986196,0,11.467078958005004
bearing_0.001deg,52,0.001,0.0,max_epochs_reached,False,True,False,True,87,348,535,0.004699558975487275,0.0026802292294961687,0.006820476844950088,560,2240,308.2884815231009,0,11.409818000000087
bearing_0.001deg,53,0.001,0.0,max_epochs_reached,False,True,False,True,97,388,505,0.008914366734481864,0.0044446465972653275,0.005059301781607164,560,2240,262.8045571546017,0,11.333569207999972
bearing_0.001deg,54,0.001,0.0,max_epochs_reached,False,False,False,True,103,412,,0.013174774498700874,0.007030254098037248,0.0072502463558479354,560,2240,290.13362959434556,0,10.998695958995086
bearing_0.001deg,55,0.001,0.0,max_epochs_reached,False,False,False,True,98,392,,0.01161177111329334,0.005808240281734029,0.006093908839462115,560,2240,404.7528520767734,0,12.546223416997236
bearing_0.001deg,56,0.001,0.0,max_epochs_reached,False,True,False,True,78,312,551,0.009806516400173788,0.0053325647373401956,0.007309603697496293,560,2240,450.151564132624,0,12.480740249993687
bearing_0.001deg,57,0.001,0.0,max_epochs_reached,False,True,False,True,99,396,560,0.008533911494734887,0.004594628641791657,0.006925187852044401,560,2240,186.15659695169467,0,12.296724624997296
bearing_0.001deg,58,0.001,0.0,max_epochs_reached,False,False,False,True,85,340,,0.011726250460896029,0.007310401865020947,0.006838612996491161,560,2240,175.27566386726963,0,12.903413291001925
bearing_0.001deg,59,0.001,0.0,max_epochs_reached,False,True,False,True,104,416,560,0.00619606374988579,0.0036050967047513804,0.008886132755036222,560,2240,298.49589018881466,0,10.616256833003717
bearing_0.001deg,60,0.001,0.0,max_epochs_reached,False,True,False,True,114,456,545,0.008517950330860908,0.0038032386983759847,0.00610646871854753,560,2240,760.2406388919813,0,11.03143791599723
bearing_0.001deg,61,0.001,0.0,max_epochs_reached,False,True,False,True,99,396,558,0.006131087457164829,0.003970760128902556,0.006441122038704333,560,2240,160.37423654038173,0,10.550428874994395
bearing_0.001deg,62,0.001,0.0,max_epochs_reached,False,True,False,True,114,456,558,0.008626680513002815,0.004896200204003719,0.007056618916462133,560,2240,744.4007785761709,0,10.819454750002478
bearing_0.001deg,63,0.001,0.0,max_epochs_reached,False,True,False,True,107,428,541,0.005141383074491291,0.002782798823514586,0.006269750405568689,560,2240,700.9814178708644,0,10.688347040995723
bearing_0.001deg,64,0.001,0.0,max_epochs_reached,False,True,False,True,126,504,560,0.00805036718340416,0.003961432777707583,0.006695548331476677,560,2240,752.5263594727503,0,10.917284916999051
bearing_0.001deg,65,0.001,0.0,max_epochs_reached,False,False,False,True,103,412,,0.010835430342964367,0.005036521251666584,0.00568204345583035,560,2240,573.5693648089209,0,10.766771750000771
bearing_0.001deg,66,0.001,0.0,max_epochs_reached,False,True,False,True,85,340,553,0.004495416289124857,0.0029245944325146716,0.009252013164192694,560,2240,260.59669575984077,0,11.030126499994367
bearing_0.001deg,67,0.001,0.0,max_epochs_reached,False,True,False,True,115,460,546,0.003983873991354782,0.0024691081138821036,0.007522879421151976,560,2240,521.4308565974466,0,12.373208541997883
bearing_0.001deg,68,0.001,0.0,max_epochs_reached,False,True,False,True,103,412,558,0.004885716350179023,0.0026953808413968834,0.006227123195125028,560,2240,332.49022097696627,0,12.187885542000004
bearing_0.001deg,69,0.001,0.0,max_epochs_reached,False,True,False,True,110,440,518,0.006222568931153001,0.0037652554249476243,0.005873857457019669,560,2240,683.7674842567701,0,12.70994462499948
bearing_0.001deg,70,0.001,0.0,max_epochs_reached,False,True,False,True,108,432,490,0.006801970026627521,0.00362492580168445,0.0058409730359525675,560,2240,432.4682893850414,0,12.394669291003083
bearing_0.001deg,71,0.001,0.0,max_epochs_reached,False,True,False,True,107,428,544,0.006619706085593166,0.0037147540602681973,0.006054857751204844,560,2240,716.4928534355637,0,12.064066416001879
bearing_0.001deg,72,0.001,0.0,max_epochs_reached,False,True,False,True,107,428,535,0.007514696726439852,0.004838247685562782,0.006576680834231801,560,2240,694.4078677963979,0,12.093319417006569
bearing_0.001deg,73,0.001,0.0,max_epochs_reached,False,True,False,True,87,348,536,0.005812100979657069,0.003565309103600868,0.006768741121452748,560,2240,275.1696900694231,0,11.824650834001659
bearing_0.001deg,74,0.001,0.0,max_epochs_reached,False,True,False,True,98,392,546,0.008489843023367775,0.004315588700582445,0.006017654892998934,560,2240,524.3787994777699,0,11.816768415999832
bearing_0.001deg,75,0.001,0.0,max_epochs_reached,False,True,False,True,103,412,541,0.006619465691163069,0.004417783135729284,0.008194031259690756,560,2240,223.92425342096382,0,20.652894124999875
bearing_0.001deg,76,0.001,0.0,max_epochs_reached,False,True,False,True,108,432,546,0.005523681339461533,0.0031361170486359155,0.0071220038460363105,560,2240,161.37245776333384,0,20.5378287909989
bearing_0.001deg,77,0.001,0.0,max_epochs_reached,False,True,False,True,104,416,505,0.003970181524499648,0.0022681629477980187,0.00652398996045213,560,2240,279.0557329268838,0,20.799104707999504
bearing_0.001deg,78,0.001,0.0,max_epochs_reached,False,True,False,True,87,348,547,0.005636976468600511,0.0035896384701850984,0.007783605201115755,560,2240,284.1140113164473,0,20.165542540999013
bearing_0.001deg,79,0.001,0.0,max_epochs_reached,False,True,False,True,110,440,546,0.005741106054619882,0.003891740154293451,0.007084689508874869,560,2240,587.1626657018401,0,11.615614125003049
bearing_0.001deg,80,0.001,0.0,max_epochs_reached,False,True,False,True,121,484,552,0.009401405673528382,0.00522563131107299,0.0076560438995069416,560,2240,483.5490272109496,0,11.635131957998965
bearing_0.001deg,81,0.001,0.0,max_epochs_reached,False,True,False,True,86,344,545,0.006811742244717717,0.0035079673543886507,0.00797660766748382,560,2240,313.29020254185883,0,11.864590625002165
bearing_0.001deg,82,0.001,0.0,max_epochs_reached,False,True,False,True,93,372,534,0.006098561862042179,0.0038176646667540896,0.006496179528050021,560,2240,204.70870576258156,0,12.008894708000298
bearing_0.001deg,83,0.001,0.0,max_epochs_reached,False,False,False,True,79,316,,0.015438264138018668,0.007018880465368202,0.009592616686843346,560,2240,334.9600561272295,0,12.794711750000715
bearing_0.001deg,84,0.001,0.0,max_epochs_reached,False,True,False,True,85,340,551,0.005827891833327807,0.003937872826331878,0.012449749702565783,560,2240,360.5430236437937,0,12.869934999995166
bearing_0.001deg,85,0.001,0.0,max_epochs_reached,False,True,False,True,107,428,543,0.005281954223206582,0.003110043479061944,0.007679854402545043,560,2240,499.6990182368633,0,12.90577029200358
bearing_0.001deg,86,0.001,0.0,max_epochs_reached,False,True,False,True,98,392,513,0.005046837444036608,0.002713876448250607,0.00592678450902807,560,2240,556.8394752926623,0,12.483527249998588
bearing_0.001deg,87,0.001,0.0,max_epochs_reached,False,True,False,True,126,504,533,0.00955082533172566,0.005913877792189981,0.006832572005941449,560,2240,774.7523047276136,0,9.667406499997014
bearing_0.001deg,88,0.001,0.0,max_epochs_reached,False,True,False,True,99,396,555,0.007697309294644988,0.004406257145122917,0.006858606397182917,560,2240,200.87750320961848,0,9.43201974999829
bearing_0.001deg,89,0.001,0.0,max_epochs_reached,False,True,False,True,83,332,546,0.006534094213707512,0.00387804130832868,0.007199387506047427,560,2240,260.3161480128997,0,9.517983542005823
bearing_0.001deg,90,0.001,0.0,max_epochs_reached,False,False,False,True,121,484,,0.010655126834546991,0.005108011330303183,0.006106458755430678,560,2240,707.5570269778523,0,9.725559791004343
bearing_0.001deg,91,0.001,0.0,max_epochs_reached,False,False,False,True,85,340,,0.010897441466743945,0.004951503068400595,0.007472749306843434,560,2240,392.0936241387277,0,9.448279999996885
bearing_0.001deg,92,0.001,0.0,max_epochs_reached,False,True,False,True,82,328,555,0.00462790605248005,0.0026313860042081897,0.011079458128613233,560,2240,450.78681132380837,0,9.401207125003566
bearing_0.001deg,93,0.001,0.0,max_epochs_reached,False,True,False,True,126,504,533,0.004519897347496996,0.0027352328186293086,0.004887074436934905,560,2240,720.5860511133174,0,10.400563374998455
bearing_0.001deg,94,0.001,0.0,max_epochs_reached,False,True,False,True,107,428,490,0.00583170710863958,0.0037532389084347514,0.005503682661553105,560,2240,465.4437874743799,0,14.439686457997595
bearing_0.001deg,95,0.001,0.0,max_epochs_reached,False,False,False,True,99,396,,0.01163311109947847,0.005063834683395975,0.006930930654060458,560,2240,322.12117456603147,0,26.78727895799966
bearing_0.001deg,96,0.001,0.0,max_epochs_reached,False,True,False,True,110,440,551,0.006152674294615524,0.0038615931330326456,0.010143924051283533,560,2240,618.6503300176096,0,27.541395416999876
bearing_0.001deg,97,0.001,0.0,max_epochs_reached,False,True,False,True,103,412,490,0.006689058884008398,0.003645819214933421,0.006452992417620371,560,2240,203.28118611320235,0,28.646504500000447
bearing_0.001deg,98,0.001,0.0,max_epochs_reached,False,True,False,True,89,356,524,0.006761521924799294,0.0037246330152033128,0.006010065472164207,560,2240,423.99160585097496,0,26.096401292001246
bearing_0.001deg,99,0.001,0.0,max_epochs_reached,False,True,False,True,98,392,560,0.007499874507932905,0.004209813316086999,0.006944013149552473,560,2240,203.14390259752915,0,22.17023758400319
bearing_0.01deg,-1,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.0796791350569635,0.039552896513483066,0.0638386741220511,560,2240,341.65608985886576,0,23.479435666995414
bearing_0.01deg,0,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06030200397193814,0.03772545157808945,0.07788806321745458,560,2240,188.2030692238584,0,24.062643292003486
bearing_0.01deg,1,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05596281867403246,0.030023347381086942,0.06547079105313983,560,2240,671.400000062151,0,24.487031167001987
bearing_0.01deg,2,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.14274796558405214,0.07478800235380588,0.0673092117377909,560,2240,648.9172660398139,0,23.439086708000104
bearing_0.01deg,3,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.10406798290859783,0.04839960070708983,0.060822375268601334,560,2240,406.1841694257836,0,23.49235325000336
bearing_0.01deg,4,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08555082969261035,0.044392785670950015,0.07785927925526519,560,2240,516.1385930696164,0,22.299493791004352
bearing_0.01deg,5,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08371042479201583,0.036633900357080855,0.0667542598358319,560,2240,722.7732451593572,0,20.788945790998696
bearing_0.01deg,6,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.10519544412564666,0.050152068005135664,0.06825965250206899,560,2240,542.522033547255,0,13.744149666999874
bearing_0.01deg,7,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06809171985165187,0.038271927583530034,0.07097394301728142,560,2240,276.94276771086237,0,12.75740300000325
bearing_0.01deg,8,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.0681332815467895,0.037704489438177245,0.06913832959566005,560,2240,716.023401627508,0,12.516363125003409
bearing_0.01deg,9,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06954563741234678,0.040251082701285794,0.06072781438661823,560,2240,766.9607787350091,0,12.070523125003092
bearing_0.01deg,10,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.04249709783743049,0.031244630455417546,0.0708051469894523,560,2240,323.46627824214227,0,10.038522500006366
bearing_0.01deg,11,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.10169810971851755,0.04491376492774986,0.08784326632941793,560,2240,451.7469527370302,0,9.548961250002321
bearing_0.01deg,12,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.042029022729815256,0.028272868182566316,0.07080444341323532,560,2240,595.6393989371113,0,9.602550415998849
bearing_0.01deg,13,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.03664043928638801,0.021735969192625958,0.06365367135200801,560,2240,236.1282514354697,0,9.247694792000402
bearing_0.01deg,14,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.03890575402760947,0.025571892153625205,0.06464295233257696,560,2240,389.26457030887764,0,9.529549875005614
bearing_0.01deg,15,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.12869269005753808,0.06763710057786944,0.08695929433086598,560,2240,309.8422057730228,0,9.460700625000754
bearing_0.01deg,16,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05737435607080597,0.035544413813199296,0.0694274464104229,560,2240,584.3676096715949,0,10.317113458004314
bearing_0.01deg,17,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.061520478694170495,0.03581262687915226,0.09484785313725251,560,2240,348.76606274281,0,11.779773542002658
bearing_0.01deg,18,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.1078876326279669,0.0486456333216388,0.07291126962783516,560,2240,317.1588637138981,0,18.44493466700078
bearing_0.01deg,19,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.07964309138121507,0.04079061219808758,0.05561435399687122,560,2240,619.3739097471056,0,18.887163999999757
bearing_0.01deg,20,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.1021080808420424,0.04804028787126067,0.06430730082238931,560,2240,442.3291670879031,0,20.129832250000618
bearing_0.01deg,21,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.10131324117765553,0.05728158930633622,0.08341743646889165,560,2240,725.3389063010676,0,19.536936875003448
bearing_0.01deg,22,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.04705774053885224,0.029974273330832493,0.057101650427422115,560,2240,169.31197925238436,0,20.185363292002876
bearing_0.01deg,23,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.14174784130258042,0.07324347523546637,0.10793305478826913,560,2240,823.2691816262545,0,22.236518500001694
bearing_0.01deg,24,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.04053108167271314,0.023305715869816248,0.08066042442692001,560,2240,426.1455933231372,0,24.339500750000298
bearing_0.01deg,25,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.07323799850085325,0.04412387908706602,0.07564232622367457,560,2240,355.8565410898347,0,25.203745916995103
bearing_0.01deg,26,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.04387822163714554,0.02453925816056034,0.05877161010179387,560,2240,222.1173995922733,0,24.68103012500069
bearing_0.01deg,27,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.0780823608055002,0.03862756633335858,0.08098339087354159,560,2240,666.2244894881704,0,24.485570374999952
bearing_0.01deg,28,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08202570465086666,0.044755071872305915,0.059575268180765424,560,2240,358.1958841538695,0,21.872239416996308
bearing_0.01deg,29,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.07172135421861828,0.04553717707167288,0.06252926653964026,560,2240,410.2900710714273,0,20.909859583996877
bearing_0.01deg,30,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.11204695155110066,0.052917468938236414,0.06300944876486442,560,2240,496.12497709317097,0,20.763015042000916
bearing_0.01deg,31,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08044991188309607,0.037456972676025865,0.06533742537088456,560,2240,368.40962640190105,0,21.300795584000298
bearing_0.01deg,32,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06508538968564548,0.041735578482803765,0.0994946421923777,560,2240,632.4639735110405,0,25.588284625002416
bearing_0.01deg,33,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.131016055122818,0.05754164620863535,0.05559590311745455,560,2240,827.3116634877842,0,26.678357833006885
bearing_0.01deg,34,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05343945144219632,0.02316016696981962,0.07318805775194621,560,2240,322.3112233157133,0,23.14820058299665
bearing_0.01deg,35,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.0711156205133891,0.04022365948691773,0.06200769635300004,560,2240,325.0199362506029,0,23.191051875000994
bearing_0.01deg,36,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.13806245667636588,0.08505508307080398,0.06014325077206885,560,2240,482.0704052372757,0,23.933721916997456
bearing_0.01deg,37,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.07798740875827974,0.04599776001861962,0.06364353737657222,560,2240,819.351541455378,0,24.451432750000095
bearing_0.01deg,38,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06928325460189177,0.04042678878447628,0.07535977797841856,560,2240,818.9306587943584,0,23.95849529199768
bearing_0.01deg,39,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.11955747942153679,0.051459033560182645,0.08300401693873126,560,2240,687.2299054468401,0,24.057704416998604
bearing_0.01deg,40,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.11651095788319232,0.07404908734108892,0.06471565243323144,560,2240,638.7679653831423,0,30.371199250002974
bearing_0.01deg,41,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.10549634045694892,0.06026806822348243,0.057874947212761214,560,2240,185.34256433009628,0,30.63662000000477
bearing_0.01deg,42,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06652356316906917,0.04207399593115354,0.06973182950613523,560,2240,785.095100778068,0,35.05809204200341
bearing_0.01deg,43,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08484134030595318,0.04532454092306434,0.10195663154936528,560,2240,185.62880194066474,0,34.12562666700251
bearing_0.01deg,44,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05925457677758456,0.030767443272672557,0.0790619109568383,560,2240,647.149535528329,0,30.102513166995777
bearing_0.01deg,45,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.14323479084195206,0.08728697259022951,0.07372319365182059,560,2240,335.3967295474682,0,27.94657870800438
bearing_0.01deg,46,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08611961980296139,0.05010453374736362,0.06338704116882106,560,2240,861.9185216916173,0,22.460281708001276
bearing_0.01deg,47,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08909120245479064,0.06218790747532931,0.0810149399467919,560,2240,775.9690381403525,0,21.129916541998682
bearing_0.01deg,48,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.09288862990656234,0.043876567197358995,0.059571450409531546,560,2240,606.5094913583134,0,17.547156291999272
bearing_0.01deg,49,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.1242539200464024,0.05731049617929559,0.06691242632534598,560,2240,813.7547563626088,0,17.582993000003626
bearing_0.01deg,50,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05781079769229753,0.0319991326611984,0.07636941047414338,560,2240,788.8798359159914,0,19.237213166998117
bearing_0.01deg,51,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.07226281928160486,0.037347424153971465,0.07839538360205457,560,2240,266.5520184752966,0,19.30931779099774
bearing_0.01deg,52,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.04329271020438213,0.02606935678315803,0.06645654407698522,560,2240,385.6585989706957,0,18.511686207995808
bearing_0.01deg,53,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08961554240958759,0.045034237873935526,0.05212519164088376,560,2240,340.5732584365776,0,18.124231334004435
bearing_0.01deg,54,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.1361819752734034,0.07377456341576522,0.07203279039357836,560,2240,369.16236700835776,0,14.722213999993983
bearing_0.01deg,55,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.11097963388973235,0.054490776802618233,0.060009343871090005,560,2240,483.9791753063298,0,14.432166375001543
bearing_0.01deg,56,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.10218436703472486,0.0557243859992688,0.07328772291383899,560,2240,530.2192031438456,0,17.22304308299499
bearing_0.01deg,57,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08707971331789996,0.04714348262976233,0.06747428741726658,560,2240,265.85698540802014,0,16.966274583995983
bearing_0.01deg,58,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.11962621465027122,0.07420095904203389,0.06963842656445761,560,2240,257.11237661317585,0,16.247129750001477
bearing_0.01deg,59,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06684847652399617,0.03670978500086414,0.08975654208110591,560,2240,375.8327064528298,0,16.125971959001618
bearing_0.01deg,60,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08535802687847369,0.03943521822997042,0.0617437290986363,560,2240,833.6733811762039,0,14.939741082998808
bearing_0.01deg,61,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.060752274775886066,0.040443658570508356,0.06550909476890245,560,2240,240.09195746265502,0,14.418291332993249
bearing_0.01deg,62,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08295560438576562,0.046107409532364564,0.06945582132872147,560,2240,820.9577862451877,0,14.640432499996678
bearing_0.01deg,63,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05125155076239869,0.027391855826640325,0.06441460695130694,560,2240,773.981788481215,0,14.49359474999801
bearing_0.01deg,64,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.0772860259836471,0.03707962265173676,0.06722472882028725,560,2240,829.5374406477329,0,15.538759208000556
bearing_0.01deg,65,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.10743545015776144,0.05020262939748993,0.05764515737963788,560,2240,650.1490816314109,0,15.318634875002317
bearing_0.01deg,66,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.04704310103946863,0.03246560241757734,0.09532680138821435,560,2240,346.0971221244641,0,17.775397416997293
bearing_0.01deg,67,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.042962383958098684,0.02538813567448023,0.07522631136887581,560,2240,601.3191041023788,0,18.2914157089981
bearing_0.01deg,68,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.0629657140508512,0.03110777347008941,0.06498823155074233,560,2240,409.2233959041041,0,20.229258667000977
bearing_0.01deg,69,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.061849620531945065,0.03392455135742095,0.05667323448667288,560,2240,757.7421883650454,0,20.300137166996137
bearing_0.01deg,70,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.07338205657245617,0.04112403872314736,0.06062101445565455,560,2240,514.157613964207,0,19.285256499999377
bearing_0.01deg,71,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06822607946225694,0.03757838961149329,0.05741197049161521,560,2240,794.3290742210119,0,19.54279641600442
bearing_0.01deg,72,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.07976315985376559,0.05088825714262419,0.06746464790997511,560,2240,772.6993373013005,0,23.53433595900424
bearing_0.01deg,73,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06153476412286102,0.03448432860312505,0.06763848186117448,560,2240,356.010744044761,0,22.361030665997532
bearing_0.01deg,74,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08757330802126956,0.04422137074084058,0.060358668913373235,560,2240,606.337189177128,0,28.23981766700308
bearing_0.01deg,75,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06793005351649303,0.04462721072581228,0.08064044213617917,560,2240,298.9168747497203,0,28.41641987500043
bearing_0.01deg,76,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06191928120461268,0.031506410396176805,0.06948019923864875,560,2240,242.89369763055748,0,31.661343416002637
bearing_0.01deg,77,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.03556309861723876,0.02202411640745653,0.06569613470444687,560,2240,355.7884841849365,0,31.415285167000548
bearing_0.01deg,78,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05770824267587013,0.035206296750797644,0.07677452189991982,560,2240,363.3534948608518,0,29.268670833000215
bearing_0.01deg,79,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05476877765219968,0.03629532186988759,0.07106525658412571,560,2240,669.0001092360569,0,29.652437041993835
bearing_0.01deg,80,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.09506720308891,0.05308328998936689,0.07785849223921515,560,2240,561.1166618297405,0,26.465562459001376
bearing_0.01deg,81,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06744546642804718,0.03491543683390532,0.08099668070833595,560,2240,393.62262138761037,0,25.968327458002022
bearing_0.01deg,82,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06520139960696955,0.0409096204161919,0.06472339419770834,560,2240,290.0214675091348,0,20.27412066699617
bearing_0.01deg,83,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.15400597217356843,0.06989838758626599,0.09486330472868328,560,2240,413.51860146219326,0,19.404003290997935
bearing_0.01deg,84,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05733761455333684,0.04095893114485634,0.12420974635346486,560,2240,443.4296354322494,0,20.869756250001956
bearing_0.01deg,85,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.05171196700871452,0.03026808887686429,0.07595269864129757,560,2240,575.263758832127,0,21.626446333000786
bearing_0.01deg,86,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.04906015996612425,0.02573126912607196,0.05950618161533313,560,2240,636.427456071274,0,24.109427584000514
bearing_0.01deg,87,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.08884347395476778,0.05844324516287608,0.06808782161087974,560,2240,849.5272600569841,0,24.833357625000644
bearing_0.01deg,88,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.07788537424267315,0.044033330848760224,0.06515871974314998,560,2240,283.0397848920245,0,17.651178375002928
bearing_0.01deg,89,0.01,0.0,max_epochs_reached,False,False,False,True,,,,0.06539890410507351,0.037434692608886384,0.072999547720543,560,2240,342.29355225150016,0,17.292566457996145
bearing_0.01deg,90,0.01,0.0,max_epochs_reached,False,False,False,False,,,,0.10901668209580694,0.051849832185795953,0.059770507748330114,560,2240,780.0132950606966,0,14.355357874999754
