bearing_std_deg,budget_exhausted_samples,predicted_root_expected_rms_squared_m,observed_root_mean_rms_squared_m,observed_over_predicted
0.001,100,0.004542727620151138,0.004530241238728908,0.9972513471054613
0.01,100,0.04542727620151138,0.04553686703915737,1.0024124457112473
0.1,100,0.45427276201511374,0.4554929189351557,1.0026859565927515
