stage,rho,seed,gain,round,alpha_rad,beta_rad,target_alpha_rad,target_beta_rad,max_angle_error_rad,relay_scalar_count,measurement_slot_count,measurement_tx_count,estimate_x,estimate_y,action_x,action_y,action_applied,event,failure,estimated_position_error_d,receiver_id,measurement_slot,angle_error_to_target_rad,estimated_x,estimated_y,estimator_success,estimator_residual_rad,delta_x,delta_y
bootstrap,0.1,11,1.0,1,1.0360379629237373,1.0895891597267546,1.0471975511965976,1.0471975511965976,0.042391608530157,2,2,4,2.125944143531268,3.589140344413903,-0.12594414353126782,-0.12503872927614879,True,observe_and_move,,0.17747284611685984,,,,,,,,,
bootstrap,0.1,11,1.0,2,1.0471975511965976,1.0471975511965974,1.0471975511965976,1.0471975511965976,2.220446049250313e-16,2,2,4,1.9999999999999993,3.464101615137752,0.0,0.0,False,stop_estimated_position_threshold,,2.318213734067276e-15,,,,,,,,,
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.16597595683902502,2,1,0.17670095581960843,1.6618235783039603,2.6349699473193566,True,1.3322676295501878e-15,-0.16182357830396032,-0.03689373596604062
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.0972328891806205,3,1,0.11985639937846004,2.5954408020991115,2.6166581389467884,True,4.440892098500626e-16,-0.09544080209911154,-0.018581927593472436
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.12719079222543037,4,1,0.0663536935361062,1.1106896308805503,1.7947030480911452,True,4.440892098500626e-16,-0.11068963088055028,-0.06265224052226803
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.13194160689673684,5,1,0.11223375154892556,2.1247835967584465,1.6891830853233643,True,0.0,-0.12478359675844652,0.04286772224551294
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.17450764196647062,6,1,0.16078533570299314,3.1731060780116516,1.7541234798158414,True,0.0,-0.17310607801165157,-0.022072672246964187
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.11426068980875302,7,1,0.06539151211538918,0.5960431570794088,0.9279222309550784,True,2.220446049250313e-16,-0.0960431570794088,-0.061896827170640045
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.0899254378001025,8,1,0.05319550069472001,1.5525855879546258,0.9389729212405274,True,7.149836278586008e-14,-0.052585587954625757,-0.07294751745608907
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.11910202143626411,9,1,0.09165475022564928,2.617262374865275,0.886877908457979,True,4.440892098500626e-16,-0.11726237486527502,-0.020852504673540606
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.09046259032631009,10,1,0.12031040684447714,3.5780339140392785,0.9117877082309619,True,1.4432899320127035e-14,-0.0780339140392785,-0.045762304446523516
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.07206966686248202,12,1,0.026470676625482525,1.069021833227442,0.02073700604215401,True,0.0,-0.06902183322744193,-0.02073700604215401
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.03587192309998229,13,1,0.011765763662727968,1.964250571665968,-0.0029619656785569697,True,0.0,0.03574942833403205,0.0029619656785569697
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.05845302961726188,14,1,0.05683130548017745,3.041216364225769,-0.0414483774283776,True,2.220446049250313e-16,-0.04121636422576902,0.0414483774283776
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,2,2,1.1102230246251565e-15,1.5,2.598076211353316,True,1.1102230246251565e-15,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,3,2,2.220446049250313e-16,2.5,2.598076211353316,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,4,2,2.220446049250313e-16,1.0,1.7320508075688772,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,5,2,4.440892098500626e-16,2.0,1.7320508075688772,True,4.440892098500626e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,6,2,2.220446049250313e-16,3.0,1.7320508075688772,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,7,2,2.220446049250313e-16,0.5,0.8660254037844384,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,8,2,6.88338275267597e-14,1.5,0.8660254037844384,True,6.88338275267597e-14,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,9,2,0.0,2.5,0.8660254037844384,True,0.0,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,10,2,1.687538997430238e-14,3.5,0.8660254037844384,True,1.687538997430238e-14,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,12,2,2.220446049250313e-16,1.0,0.0,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,13,2,2.220446049250313e-16,2.0,0.0,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,14,2,2.220446049250313e-16,3.0,0.0,True,2.220446049250313e-16,0.0,0.0
