real,imaginary,modulus
0.5624999999999999,0.0,0.5624999999999999
0.5625,0.0,0.5625
0.5625,2.0819657897450516e-17,0.5625
0.5625,-2.0819657897450516e-17,0.5625
0.5624999999999993,0.0,0.5624999999999993
0.7500229092516396,0.0,0.7500229092516396
0.7499999998806082,2.2909131457672266e-05,0.7500000002304937
0.7499999998806082,-2.2909131457672266e-05,0.7500000002304937
0.7499770909871444,0.0,0.7499770909871444
0.749999999448493,0.0,0.749999999448493
0.7500000005515025,0.0,0.7500000005515025
0.5624999999999999,0.0,0.5624999999999999
0.5624999999999994,0.0,0.5624999999999994
0.7500000000000037,0.0,0.7500000000000037
0.7500000000000008,0.0,0.7500000000000008
0.5624999999999999,0.0,0.5624999999999999
