gain,spectral_radius,per_slot_spectral_radius,cycle_operator_norm,two_cycle_operator_norm,min_relative_selection_gap
0.25,0.7500229092516396,0.8660386303460369,1.031498332407241,1.034665725551252,0.027149125966510843
0.5,0.5000215284575131,0.7071220039409841,1.1057169539076162,0.9508066564226073,0.027149125966510843
1.0,3.912003282950815e-11,6.254600932873987e-06,1.7939688485907281,0.2657332199247924,0.027149125966510843
