stage,round,measurement_slot_count,measurement_tx_count,relay_scalar_count,alpha_rad,beta_rad,c_hat_x,c_hat_y,c_hat_error_to_target_d,event,failure,calibration_delta_x,calibration_delta_y,calibration_action_applied,receiver_id,c_hat_x_used,c_hat_y_used,angle_error_to_target_rad,estimated_x,estimated_y,estimated_position_error_d,estimator_success,estimator_residual_rad,selected_indices,delta_x,delta_y,action_applied
dynamic_calibration,1,2,4,2,1.0360379629237373,1.0895891597267546,2.125944143531268,3.589140344413903,0.17747284611685984,measure_current_reference,,-0.06297207176563391,-0.06251936463807439,True,,,,,,,,,,,,,
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,2,2.125944143531268,3.589140344413903,0.11125301157815737,1.6618235783039592,2.634969947319356,0.16597595683902386,True,2.220446049250313e-16,1;2,-0.08091178915197961,-0.018446867983020088,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,3,2.125944143531268,3.589140344413903,0.058655656332231354,2.5954408020991115,2.6166581389467876,0.09723288918062033,True,2.220446049250313e-16,0;2,-0.04772040104955577,-0.009290963796735774,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,4,2.125944143531268,3.589140344413903,0.04095129792268404,1.1106896308805503,1.794703048091145,0.12719079222543025,True,4.440892098500626e-16,1;2,-0.05534481544027514,-0.031326120261133905,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,5,2.125944143531268,3.589140344413903,0.0414345653999435,2.1247835967584465,1.6891830853233643,0.13194160689673684,True,0.0,1;2,-0.06239179837922326,0.02143386112275647,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,6,2.125944143531268,3.589140344413903,0.07805590743915491,3.1731060780116516,1.7541234798158418,0.17450764196647067,True,4.440892098500626e-16,0;2,-0.08655303900582578,-0.011036336123482315,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,7,2.125944143531268,3.589140344413903,0.04922296996317099,0.5960431570794091,0.9279222309550788,0.11426068980875348,True,0.0,1;2,-0.04802157853970457,-0.03094841358532019,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,8,2.125944143531268,3.589140344413903,0.05319550069472001,1.5525855879546422,0.9389729212405387,0.08992543780012119,True,5.706546346573305e-14,0;1,-0.026292793977321094,-0.03647375872805014,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,9,2.125944143531268,3.589140344413903,0.039942344126722595,2.617262374865275,0.8868779084579792,0.11910202143626415,True,0.0,0;1,-0.05863118743263751,-0.010426252336770414,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,10,2.125944143531268,3.589140344413903,0.09711464663455072,3.578033914039277,0.9117877082309707,0.09046259032631339,True,9.547918011776346e-15,0;2,-0.03901695701963859,-0.022881152223266144,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,12,2.125944143531268,3.589140344413903,0.026470676625482525,1.0690218332274422,0.02073700604215399,0.07206966686248223,True,0.0,0;1,-0.03451091661372108,-0.010368503021076995,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,13,2.125944143531268,3.589140344413903,0.04643824093865634,1.9642505716659682,-0.002961965678556782,0.03587192309998206,True,0.0,0;1,0.017874714167015915,0.001480982839278391,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,14,2.125944143531268,3.589140344413903,0.07728380601682527,3.0412163642257695,-0.04144837742837791,0.05845302961726241,True,4.440892098500626e-16,0;1,-0.020608182112884732,0.020724188714188956,True
dynamic_calibration,2,2,4,2,1.0415006370834607,1.0685222835793111,2.0629720717656332,3.5266209797758274,0.08873642305842852,measure_current_reference,,-0.03148603588281662,-0.03125968231903653,True,,,,,,,,,,,,,
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,2,2.0629720717656332,3.5266209797758274,0.05644251413901635,1.580911789151979,2.616523079336335,0.08298797841951118,True,4.440892098500626e-16,1;2,-0.040455894575989526,-0.0092234339915096,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,3,2.0629720717656332,3.5266209797758274,0.030662922630549705,2.547720401049484,2.607367175150099,0.04861644459024854,True,6.195044477408373e-14,0;2,-0.023860200524741915,-0.004645481898391424,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,4,2.0629720717656332,3.5266209797758274,0.020394591602661105,1.0553448154402738,1.76337692783001,0.06359539611271342,True,4.440892098500626e-16,1;2,-0.027672407720136905,-0.015663060130566397,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,5,2.0629720717656332,3.5266209797758274,0.020972500921860426,2.0623917983792306,1.7106169464461245,0.06597080344837411,True,7.105427357601002e-15,1;2,-0.031195899189615295,0.010716930561376348,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,6,2.0629720717656332,3.5266209797758274,0.03831786406812476,3.0865530390058162,1.7430871436923763,0.087253820983228,True,5.329070518200751e-15,0;2,-0.04327651950290812,-0.00551816806174954,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,7,2.0629720717656332,3.5266209797758274,0.025780973906368576,0.5480215785397045,0.8969738173697586,0.05713034490437664,True,0.0,1;2,-0.02401078926985223,-0.015474206792660095,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,8,2.0629720717656332,3.5266209797758274,0.02675775977897299,1.5262927939773954,0.9024991625125595,0.044962718900161576,True,4.440892098500626e-16,0;1,-0.013146396988697684,-0.018236879364060543,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,9,2.0629720717656332,3.5266209797758274,0.01927939221628039,2.5586311874326313,0.876451656121209,0.059551010718126,True,3.9968028886505635e-15,0;1,-0.029315593716315647,-0.005213126168385318,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,10,2.0629720717656332,3.5266209797758274,0.04870434799503953,3.5390169570196375,0.8889065560077205,0.04523129516316383,True,2.220446049250313e-16,0;2,-0.01950847850981874,-0.011440576111641065,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,12,2.0629720717656332,3.5266209797758274,0.013538128350240264,1.0345109166137065,0.01036850302108446,0.03603483343122933,True,1.1546319456101628e-14,0;1,-0.017255458306853266,-0.00518425151054223,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,13,2.0629720717656332,3.5266209797758274,0.023645015603438013,1.982125285832983,-0.0014809828392784222,0.017935961549992135,True,4.440892098500626e-16,0;1,0.008937357083508513,0.0007404914196392111,True
