stage,rho,seed,gain,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,action_number
bootstrap,0.1,23,1.0,1,1,-0.12156127305323317,0.04693066421096104,1.9999999999999996,3.4641016151377544,1
main_budget,,,,1,2,-0.07465705924521471,0.11949489664542945,1.4999999999999998,2.598076211353316,
main_budget,,,,1,3,-0.08918316741343668,0.141162328340938,2.500000000000114,2.5980762113532334,
main_budget,,,,1,4,-0.08905937608155012,0.0003724001929625853,1.0000000000000089,1.732050807568889,
main_budget,,,,1,5,-0.08346766571331621,0.02044518303789844,1.9999999999999027,1.7320508075688854,
main_budget,,,,1,6,-0.06031864657863295,0.09613513328973955,3.0,1.7320508075688774,
main_budget,,,,1,7,-0.02413796040813654,-0.04934353751414533,0.49999999999999933,0.8660254037844379,
main_budget,,,,1,8,-0.009689768313797531,0.039817541786842936,1.5,0.8660254037844377,
main_budget,,,,1,9,-0.001381632212278383,0.07790529402781232,2.4999999999999987,0.8660254037844685,
main_budget,,,,1,10,-0.013954184278029746,0.07893753083696609,3.5,0.8660254037844383,
main_budget,,,,1,12,0.01397258313133598,0.01195580806777804,1.0000000000000004,-2.185751579730777e-16,
main_budget,,,,1,13,0.04273344509430865,0.040554720544787565,1.9999999999999987,-2.0816681711721685e-17,
main_budget,,,,1,14,-0.04738662749389588,0.10017468954760493,2.9999999999999996,1.3877787807814457e-17,
