stage,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,source
dynamic_calibration,1,1,-0.12594414353126782,-0.12503872927614879,1.9999999999999996,3.4641016151377535,current_C_hat
dynamic_main,1,2,-0.16182357830395921,-0.036893735966040175,1.4999999999999998,2.5980762113533156,known_current_anchors
dynamic_main,1,3,-0.09544080209911154,-0.018581927593471548,2.499999999999999,2.598076211353317,known_current_anchors
dynamic_main,1,4,-0.11068963088055028,-0.06265224052226781,0.9999999999999998,1.7320508075688772,known_current_anchors
dynamic_main,1,5,-0.12478359675844652,0.04286772224551294,1.9999999999999996,1.7320508075688772,known_current_anchors
dynamic_main,1,6,-0.17310607801165157,-0.02207267224696463,2.999999999999999,1.7320508075688774,known_current_anchors
dynamic_main,1,7,-0.09604315707940914,-0.06189682717064038,0.4999999999999999,0.8660254037844384,known_current_anchors
dynamic_main,1,8,-0.05258558795464219,-0.07294751745610029,1.500000000000075,0.8660254037845095,known_current_anchors
dynamic_main,1,9,-0.11726237486527502,-0.020852504673540828,2.4999999999999996,0.8660254037844385,known_current_anchors
dynamic_main,1,10,-0.07803391403927717,-0.04576230444653229,3.499999999999999,0.8660254037844537,known_current_anchors
dynamic_main,1,12,-0.06902183322744215,-0.02073700604215399,0.9999999999999998,1.734723475976807e-17,known_current_anchors
dynamic_main,1,13,0.03574942833403183,0.002961965678556782,1.9999999999999996,-8.283304597789254e-17,known_current_anchors
dynamic_main,1,14,-0.041216364225769464,0.04144837742837791,2.999999999999999,1.3877787807814457e-16,known_current_anchors
