2.000000000000000444e+00,3.464101615137755275e+00
1.499999999999932943e+00,2.598076211353275156e+00
2.500000000000000888e+00,2.598076211353315568e+00
1.000000000000000000e+00,1.732050807568877193e+00
2.000000000000000444e+00,1.732050807568877193e+00
3.000000000000000444e+00,1.732050807568876971e+00
5.000000000000007772e-01,8.660254037844444808e-01
1.500000000000070610e+00,8.660254037844002939e-01
2.500000000000000444e+00,8.660254037844385966e-01
3.500000000000000888e+00,8.660254037844377084e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000444e+00,-1.006139616066548115e-16
1.999999999999297451e+00,3.566591466608315386e-15
2.999999999999999112e+00,-5.551115123125782702e-16
4.000000000000000000e+00,0.000000000000000000e+00
