slot,transmitters,slot_transmitter_uses,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,,0,0,0,0.0,0.0,11.392135978249375,6.808579817606302,11.381827683750856,0.2948997726897196,0.45429387858526127
1,0-1-4-5,4,4,4,30.01886726580946,30.01886726580946,11.392135978249375,4.898138907709196,11.381827683750856,2.2676982569407977,1.3357850809238911
2,0-1-7-8,4,8,8,24.851453495295047,54.87032076110451,6.456692814233795,4.787391558157895,6.4047898418131695,3.339316204229257,3.339316204229263
3,0-1-4-5,4,12,12,19.183052122359406,74.05337288346391,6.456692814233795,4.335703295485283,6.4047898418131695,3.0031960532445034,3.0031960532445154
4,0-1-7-8,4,16,16,17.537656936182124,91.59102981964602,5.687636830663363,3.219416316631817,2.700023496516934,3.092137664766857,3.0921376647668524
5,0-1-4-5,4,20,20,13.887768359584237,105.47879817923027,1.9322460430487995,1.3501687839729113,1.3619113037831738,1.10599410943741,1.1059941094374253
6,0-1-7-8,4,24,24,6.094560018081483,111.57335819731175,1.0687920628198648,0.6667692477077529,0.9225984156215361,0.4819593961488295,0.48195939614882377
7,0-1-4-5,4,28,28,3.853736180937806,115.42709437824955,0.416339357772612,0.21074420264756616,0.4099917392582597,0.0772486648738411,0.07798509115519181
8,0-1-7-8,4,32,32,0.9861139236657114,116.41320830191526,0.26447967687160867,0.1600113642227315,0.22762528966165974,0.10798764315003599,0.10798764315004661
9,0-1-4-5,4,36,36,0.9078839177984346,117.32109221971369,0.10418647646527168,0.05302890754206398,0.10256875563064227,0.019329863342604017,0.01932824278169676
10,0-1-7-8,4,40,40,0.23985119002989247,117.56094340974359,0.06934389375662828,0.040895992442459644,0.060589451940629147,0.02658496536778595,0.026584965367781876
11,0-1-4-5,4,44,44,0.23746639692192908,117.79840980666552,0.02635576529655743,0.01330826044730201,0.025876974438489242,0.004841208696886092,0.005142860376807334
12,0-1-7-8,4,48,48,0.06557735766349321,117.86398716432902,0.017080697492655516,0.010062004525028012,0.014844754009871508,0.006742749895933698,0.006742749895941813
13,0-1-4-5,4,52,52,0.06038907229302129,117.92437623662204,0.007027967217851818,0.003234264444510045,0.006928109727397214,0.0010477192392798452,0.001273482623794564
14,0-1-7-8,4,56,56,0.016304950416627117,117.94068118703866,0.0033492355073527985,0.0013870679653483506,0.0016345926704133262,0.001803018585817629,0.001803018585839311
15,0-1-4-5,4,60,60,0.006075894443587371,117.94675708148225,0.0001806909679353776,0.00011673333592645753,0.00017585696726030164,7.585134873169058e-05,7.58513487255641e-05
16,0-1-7-8,4,64,64,0.0008343701152149299,117.94759145159746,7.39732544780644e-05,3.1575615585877034e-05,3.279010827839102e-05,3.985397453162478e-05,3.985397454187023e-05
17,0-1-4-5,4,68,68,0.00014184491314510865,117.9477332965106,2.983497699129386e-06,1.7421015967764824e-06,2.9641381189549065e-06,1.119309658164874e-06,1.1775506365552246e-06
18,0-1-7-8,4,72,72,1.1697988191488368e-05,117.94774499449879,2.602802666648846e-06,1.0997114022903962e-06,1.4920183986077973e-06,1.400179811197301e-06,1.4001798120943931e-06
19,0-1-4-5,4,76,76,6.456713259818482e-06,117.94775145121206,2.879157444501095e-07,1.5589396573890285e-07,2.8320617673216475e-07,1.1029145857817407e-07,1.0853868559479452e-07
20,0-1-7-8,4,80,80,9.655462497445105e-07,117.9477524167583,1.0594292626657652e-07,4.6210776979271967e-08,4.684530097165407e-08,5.70875978665265e-08,5.708758266109726e-08
21,0-1-4-5,4,84,84,2.3136472722170671e-07,117.94775264812303,2.830134405646625e-09,1.8096408209538132e-09,2.1144614947843365e-09,1.5204069154893678e-09,2.5935378289432265e-09
22,0-1-7-8,4,88,88,1.3134413042862866e-08,117.94775266125744,5.16845711327383e-10,2.915068597615278e-10,3.3878677641041577e-10,2.786165900962041e-10,2.786180175462505e-10
23,0-1-4-5,4,92,92,1.118507011418849e-09,117.94775266237595,2.8792586681835293e-10,2.0119310160876247e-10,2.544453536756919e-10,1.5309918014692784e-10,1.5310064327422879e-10
24,0-1-7-8,4,96,96,9.022568790623123e-10,117.94775266327821,2.8792586681835293e-10,1.4388734391015854e-10,2.1614710021822248e-10,1.2554285438672795e-10,1.1498002550069941e-10
25,0-1-4-5,4,100,100,5.84853374168574e-10,117.94775266386306,3.04967306240178e-10,1.476451330081244e-10,2.1614710021822248e-10,1.6439651037548627e-10,1.68768110597739e-10
26,0-1-7-8,4,104,104,2.902960082600332e-10,117.94775266415336,2.6179247712812535e-10,1.0718729505452914e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
27,0-1-4-5,4,108,108,2.849425722212352e-10,117.9477526644383,2.9961465708181406e-10,1.4642239225069338e-10,2.1614710021822248e-10,1.6167395556815349e-10,1.660396264924202e-10
28,0-1-7-8,4,112,112,2.8119456174721135e-10,117.94775266471949,2.6179247712812535e-10,1.0725178956554307e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
29,0-1-4-5,4,116,116,2.7871957591562717e-10,117.9477526649982,2.97131948484857e-10,1.4585918043095078e-10,2.1614710021822248e-10,1.5979106719672707e-10,1.6416379367001355e-10
30,0-1-7-8,4,120,120,2.7808816954953846e-10,117.9477526652763,2.6179247712812535e-10,1.0726378655241005e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
31,0-1-4-5,4,124,124,2.790210632212582e-10,117.94775266555531,2.9806710843481643e-10,1.4607102951197058e-10,2.1614710021822248e-10,1.6055440032027832e-10,1.6491696896991925e-10
32,0-1-7-8,4,128,128,2.7622254238377534e-10,117.94775266583153,2.6179247712812535e-10,1.0732594119973678e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
33,0-1-4-5,4,132,132,2.7823932424386087e-10,117.94775266610976,3.0007634254968316e-10,1.4652740403210323e-10,2.1614710021822248e-10,1.614704000685398e-10,1.6581935824433458e-10
34,0-1-7-8,4,136,136,2.8467160116562027e-10,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
35,0-1-4-5,4,140,140,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
36,0-1-7-8,4,144,144,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
37,0-1-4-5,4,148,148,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
38,0-1-7-8,4,152,152,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
39,0-1-4-5,4,156,156,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
40,0-1-7-8,4,160,160,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
41,0-1-4-5,4,164,164,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
42,0-1-7-8,4,168,168,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
43,0-1-4-5,4,172,172,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
44,0-1-7-8,4,176,176,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
45,0-1-4-5,4,180,180,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
46,0-1-7-8,4,184,184,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
47,0-1-4-5,4,188,188,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
48,0-1-7-8,4,192,192,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
49,0-1-4-5,4,196,196,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
50,0-1-7-8,4,200,200,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
51,0-1-4-5,4,204,204,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
52,0-1-7-8,4,208,208,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
53,0-1-4-5,4,212,212,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
54,0-1-7-8,4,216,216,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
55,0-1-4-5,4,220,220,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
56,0-1-7-8,4,224,224,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
57,0-1-4-5,4,228,228,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
58,0-1-7-8,4,232,232,0.0,117.94775266639444,2.6179247712812535e-10,1.0719891243936789e-10,2.1614710021822248e-10,8.462819896438125e-11,8.900258308131015e-11
