stage,rho,seed,gain,round,alpha_rad,beta_rad,target_alpha_rad,target_beta_rad,max_angle_error_rad,relay_scalar_count,measurement_slot_count,measurement_tx_count,estimate_x,estimate_y,action_x,action_y,action_applied,event,failure,receiver_id,angle_01_rad,angle_02_rad,angle_12_rad,target_angle_01_rad,target_angle_02_rad,target_angle_12_rad,measurement_slot,estimated_x,estimated_y,estimator_residual_rad,estimator_success,nfev,delta_x,delta_y
bootstrap,0.1,23,1.0,1,1.0151845911895643,1.0681790092401808,1.0471975511965976,1.0471975511965976,0.03201296000703335,2,2,4,2.121561273053233,3.4171709509267933,-0.12156127305323317,0.04693066421096104,True,observe_and_move,,,,,,,,,,,,,,,,
bootstrap,0.1,23,1.0,2,1.0471975511965979,1.0471975511965976,1.0471975511965976,1.0471975511965976,2.220446049250313e-16,2,2,4,1.9999999999999996,3.464101615137755,0.0,0.0,False,stop_angle_threshold,,,,,,,,,,,,,,,,
main,0.1,23,1.0,1,,,,,0.15853483854252337,,,3,,,,,True,observe_and_move,,2,2.9830578150472697,1.9596092633434552,1.3405182287888615,3.141592653589793,1.85183122829771,1.289761425292083,1,1.5746570592452147,2.4785813147078866,0.0,True,5,-0.07465705924521471,0.11949489664542945
main,0.1,23,1.0,1,,,,,0.051143983587336184,,,3,,,,,True,observe_and_move,,3,1.800687244710374,3.1335418646706756,1.332854619960302,1.85183122829771,3.141592653589793,1.289761425292083,1,2.5891831674134367,2.456913883012378,8.770761894538737e-14,True,4,-0.08918316741343668,0.141162328340938
main,0.1,23,1.0,1,,,,,0.07731308398170356,,,3,,,,,True,observe_and_move,,4,3.0642795696080896,1.6233585599430338,1.5955471776284633,3.141592653589793,1.5707963267948966,1.5707963267948968,1,1.0890593760815501,1.7316784073759146,5.773159728050814e-15,True,4,-0.08905937608155012,0.0003724001929625853
main,0.1,23,1.0,1,,,,,0.07359180285935052,,,3,,,,,True,observe_and_move,,5,2.210928902880312,2.347363742330086,1.7248926619691884,2.2845207057396624,2.2845207057396624,1.7141438957002622,1,2.083467665713316,1.7116056245309788,7.993605777301127e-14,True,4,-0.08346766571331621,0.02044518303789844
main,0.1,23,1.0,1,,,,,0.034662084723341646,,,3,,,,,True,observe_and_move,,6,1.536134242071555,3.1374092935647453,1.6012750514931906,1.5707963267948966,3.141592653589793,1.5707963267948968,1,3.060318646578633,1.6359156742791376,4.440892098500626e-16,True,4,-0.06031864657863295,0.09613513328973955
main,0.1,23,1.0,1,,,,,0.018511595188448693,,,3,,,,,True,observe_and_move,,7,3.136741473248451,1.303421840139189,1.8333196331092618,3.141592653589793,1.289761425292083,1.8518312282977105,1,0.5241379604081365,0.9153689412985837,2.220446049250313e-16,True,4,-0.02413796040813654,-0.04934353751414533
main,0.1,23,1.0,1,,,,,0.03598511129385784,,,3,,,,,True,observe_and_move,,8,2.25531577072236,1.7073637194237063,2.32050581703352,2.2845207057396624,1.714143895700262,2.2845207057396624,1,1.5096897683137975,0.8262078619975954,4.440892098500626e-16,True,4,-0.009689768313797531,0.039817541786842936
main,0.1,23,1.0,1,,,,,0.0676933225966092,,,3,,,,,True,observe_and_move,,9,1.690808178314938,2.2401631005283766,2.3522140283362716,1.714143895700262,2.2845207057396624,2.2845207057396624,1,2.5013816322122784,0.788120109756626,2.6645352591003757e-14,True,4,-0.001381632212278383,0.07790529402781232
main,0.1,23,1.0,1,,,,,0.051818329054779344,,,3,,,,,True,observe_and_move,,10,1.2764538922206528,3.103081857606444,1.9036495573524899,1.289761425292083,3.141592653589793,1.8518312282977105,1,3.5139541842780297,0.7870878729474723,2.220446049250313e-16,True,5,-0.013954184278029746,0.07893753083696609
main,0.1,23,1.0,1,,,,,0.01609140776345086,,,3,,,,,True,observe_and_move,,12,1.84249827956527,1.283002966261072,3.1255012458263423,1.8518312282977103,1.289761425292083,3.141592653589793,1,0.986027416868664,-0.01195580806777804,4.440892098500626e-16,True,4,0.01397258313133598,0.01195580806777804
main,0.1,23,1.0,1,,,,,0.04056767154944785,,,3,,,,,True,observe_and_move,,13,1.562271940458395,1.5387530415819504,3.1010249820403453,1.5707963267948966,1.5707963267948966,3.141592653589793,1,1.9572665549056913,-0.040554720544787565,2.220446049250313e-16,True,4,0.04273344509430865,0.040554720544787565
main,0.1,23,1.0,1,,,,,0.1376331900451242,,,3,,,,,True,observe_and_move,,14,1.252124538987959,1.75183492455671,3.003959463544669,1.289761425292083,1.8518312282977103,3.141592653589793,1,3.047386627493896,-0.10017468954760493,0.0,True,5,-0.04738662749389588,0.10017468954760493
main,0.1,23,1.0,2,,,,,2.220446049250313e-16,,,3,,,,,False,stop_angle_threshold,,2,3.141592653589793,1.8518312282977103,1.289761425292083,3.141592653589793,1.85183122829771,1.289761425292083,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,9.658940314238862e-14,,,3,,,,,False,stop_angle_threshold,,3,1.8518312282976135,3.141592653589716,1.2897614252921026,1.85183122829771,3.141592653589793,1.289761425292083,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,5.329070518200751e-15,,,3,,,,,False,stop_angle_threshold,,4,3.1415926535897913,1.5707963267949019,1.5707963267948934,3.141592653589793,1.5707963267948966,1.5707963267948968,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,8.215650382226158e-14,,,3,,,,,False,stop_angle_threshold,,5,2.2845207057397445,2.2845207057395847,1.7141438957002573,2.2845207057396624,2.2845207057396624,1.7141438957002622,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,2.220446049250313e-16,,,3,,,,,False,stop_angle_threshold,,6,1.5707963267948963,3.141592653589793,1.5707963267948966,1.5707963267948966,3.141592653589793,1.5707963267948968,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,2.220446049250313e-16,,,3,,,,,False,stop_angle_threshold,,7,3.141592653589793,1.2897614252920828,1.8518312282977103,3.141592653589793,1.289761425292083,1.8518312282977105,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,8.881784197001252e-16,,,3,,,,,False,stop_angle_threshold,,8,2.2845207057396615,1.714143895700262,2.2845207057396633,2.2845207057396624,1.714143895700262,2.2845207057396624,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,2.531308496145357e-14,,,3,,,,,False,stop_angle_threshold,,9,1.714143895700271,2.2845207057396784,2.284520705739637,1.714143895700262,2.2845207057396624,2.2845207057396624,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,2.220446049250313e-16,,,3,,,,,False,stop_angle_threshold,,10,1.2897614252920828,3.141592653589793,1.8518312282977105,1.289761425292083,3.141592653589793,1.8518312282977105,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,4.440892098500626e-16,,,3,,,,,False,stop_angle_threshold,,12,1.8518312282977099,1.2897614252920833,3.141592653589793,1.8518312282977103,1.289761425292083,3.141592653589793,2,,,,,,0.0,0.0
main,0.1,23,1.0,2,,,,,2.220446049250313e-16,,,3,,,,,False,stop_angle_threshold,,13,1.5707963267948968,1.5707963267948963,3.141592653589793,1.5707963267948966,1.5707963267948966,3.141592653589793,2,,,,,,0.0,0.0
