2.001967877242675442e+00,3.466055345282693878e+00
1.502528493410999477e+00,2.598652675977785265e+00
2.502982525065601482e+00,2.598656896590608945e+00
1.003459050965016974e+00,1.734008690085198090e+00
2.003899487398700607e+00,1.730711191248704761e+00
3.002704782468841760e+00,1.732395693072805054e+00
5.030013486587316951e-01,8.679596796335222741e-01
1.501643299623587335e+00,8.683050137049459494e-01
2.503664449214539900e+00,8.666770445554865532e-01
3.502438559813727093e+00,8.674554757983936604e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.002156932288358338e+00,6.480314388168496951e-04
1.995531321458210217e+00,-3.702457098141099449e-04
3.002576022764106956e+00,-2.590523589275575776e-03
4.000000000000000000e+00,0.000000000000000000e+00
