section,method,slot,max_radial_error_m,max_angular_error_deg,gain,input_component,output_component,operator_norm,period_slots,input_drone,input_amplitude_m,largest_cross_output_drone,largest_cross_output_component,signed_cross_output_m,linear_predicted_cross_output_m,center_difference_max_error,selection_changes
trajectory,main,35,1.6129868512227716,1.1563720776913935,,,,,,,,,,,,,
trajectory,main,36,1.210960117704829,0.612576448206229,,,,,,,,,,,,,
trajectory,main,37,1.2075424056343707,0.4614685245531844,,,,,,,,,,,,,
trajectory,main,38,1.2075424056343707,0.4956143741146325,,,,,,,,,,,,,
trajectory,main,39,1.0292495519721143,0.5652515343005572,,,,,,,,,,,,,
trajectory,main,40,0.7704144800828772,0.7255364515447353,,,,,,,,,,,,,
trajectory,main,41,0.46180411649186226,0.7255364515447353,,,,,,,,,,,,,
trajectory,main,42,0.31728813423004,0.4950307596379921,,,,,,,,,,,,,
trajectory,main,43,0.3126401120338187,0.48214780781263283,,,,,,,,,,,,,
trajectory,main,44,0.358950120774324,0.48214780781263283,,,,,,,,,,,,,
trajectory,main,45,0.38207810772637174,0.48214780781263283,,,,,,,,,,,,,
trajectory,main,46,0.393628666535804,0.48214780781263283,,,,,,,,,,,,,
trajectory,main,47,0.24510798299004932,0.2768117384531392,,,,,,,,,,,,,
trajectory,main,48,0.2157294444277511,0.18694319957859729,,,,,,,,,,,,,
trajectory,main,49,0.2017227262778789,0.21097774582471227,,,,,,,,,,,,,
trajectory,main,50,0.1344240294190655,0.21097774582471227,,,,,,,,,,,,,
trajectory,main,51,0.10329159478281724,0.15076303049691908,,,,,,,,,,,,,
trajectory,main,52,0.10329159478281724,0.1380663027758575,,,,,,,,,,,,,
trajectory,main,53,0.09379373137046798,0.1380663027758575,,,,,,,,,,,,,
trajectory,main,54,0.0867191857481373,0.11540813296382943,,,,,,,,,,,,,
trajectory,main,55,0.08322898513469568,0.11540813296382943,,,,,,,,,,,,,
trajectory,main,56,0.10941658455604397,0.11540813296382943,,,,,,,,,,,,,
trajectory,main,57,0.09955892182786386,0.12161068754157153,,,,,,,,,,,,,
trajectory,main,58,0.09039838085863039,0.08875272904149856,,,,,,,,,,,,,
trajectory,main,59,0.05834164561554189,0.08875272904149856,,,,,,,,,,,,,
trajectory,main,60,0.05628068312070411,0.08875272904149856,,,,,,,,,,,,,
trajectory,main,61,0.05628068312070411,0.08875272904149856,,,,,,,,,,,,,
trajectory,main,62,0.06333621430867709,0.08875272904149856,,,,,,,,,,,,,
trajectory,main,63,0.12271121558008247,0.08875272904149856,,,,,,,,,,,,,
trajectory,main,64,0.09185331717188205,0.0468899526778905,,,,,,,,,,,,,
trajectory,main,65,0.09173793857901558,0.035087628460491994,,,,,,,,,,,,,
trajectory,main,66,0.09173793857901558,0.03749054039140156,,,,,,,,,,,,,
trajectory,main,67,0.07791130246799582,0.042649100580195914,,,,,,,,,,,,,
trajectory,main,68,0.0581416334587459,0.054740494578656505,,,,,,,,,,,,,
trajectory,main,69,0.03477947725718877,0.054740494578656505,,,,,,,,,,,,,
trajectory,main,70,0.02521062481213221,0.03728732709733496,,,,,,,,,,,,,
trajectory,main,71,0.02406693429533391,0.036502325273147236,,,,,,,,,,,,,
trajectory,main,72,0.027733977218986183,0.036502325273147236,,,,,,,,,,,,,
trajectory,main,73,0.029567354929980638,0.036502325273147236,,,,,,,,,,,,,
trajectory,main,74,0.030483971941549726,0.036502325273147236,,,,,,,,,,,,,
trajectory,main,75,0.01890792057659496,0.02102932803706283,,,,,,,,,,,,,
trajectory,main,76,0.015796398091737274,0.014072285703088678,,,,,,,,,,,,,
trajectory,main,77,0.014760862375496231,0.015422722939075087,,,,,,,,,,,,,
trajectory,main,78,0.010325286470816764,0.015422722939075087,,,,,,,,,,,,,
trajectory,main,79,0.007648778966085956,0.010808175801255232,,,,,,,,,,,,,
trajectory,main,80,0.007247945269753586,0.00958640001982893,,,,,,,,,,,,,
trajectory,main,81,0.0070825159373981705,0.00958640001982893,,,,,,,,,,,,,
trajectory,main,82,0.006086898554244158,0.008008969195172199,,,,,,,,,,,,,
trajectory,main,83,0.0055890804799787475,0.008008969195172199,,,,,,,,,,,,,
trajectory,main,84,0.006587353472937707,0.008008969195172199,,,,,,,,,,,,,
trajectory,main,85,0.006116723277784786,0.007929408132927914,,,,,,,,,,,,,
trajectory,main,86,0.005486123411841959,0.005536213876966479,,,,,,,,,,,,,
trajectory,main,87,0.0035163987223967297,0.005536213876966479,,,,,,,,,,,,,
trajectory,main,88,0.0035163987223967297,0.005536213876966479,,,,,,,,,,,,,
trajectory,main,89,0.0035163987223967297,0.005536213876966479,,,,,,,,,,,,,
trajectory,main,90,0.0039806023788742095,0.005536213876966479,,,,,,,,,,,,,
trajectory,main,91,0.007616000171850601,0.005536213876966479,,,,,,,,,,,,,
trajectory,main,92,0.005452785066637489,0.0029693969316562418,,,,,,,,,,,,,
trajectory,main,93,0.005449352458157364,0.0021316320204924004,,,,,,,,,,,,,
