2.000000000000000000e+00,3.464101615137755275e+00
1.499999999999999556e+00,2.598076211353316012e+00
2.500000000000000444e+00,2.598076211353316012e+00
9.999999999999986677e-01,1.732050807568875861e+00
1.999999999999992450e+00,1.732050807568869866e+00
2.999999999999987566e+00,1.732050807568900730e+00
4.999999999999994449e-01,8.660254037844377084e-01
1.500000000000000222e+00,8.660254037844383745e-01
2.500000000000004885e+00,8.660254037844388186e-01
3.500000000000000444e+00,8.660254037844379305e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000013545e+00,-7.684824998577255428e-15
1.999999999999999778e+00,-1.511377828444793181e-16
2.999999999999974243e+00,-1.457514664515713321e-14
4.000000000000000000e+00,0.000000000000000000e+00
