slot,epoch,transmitters,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_displacement_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,0,,0,0,0.0,0.0,11.832855044262836,6.615793836654177,11.83236256886238,0.2942385067279022,0.3601127405183391
1,1,0-1-2-3,4,4,20.896270671446235,20.896270671446235,9.128981160909301,4.795591113542802,9.108170011270673,1.0152551672413295,1.2054387372000548
2,1,0-1-2-4,4,8,12.336142596417508,33.23241326786374,5.237019673719383,3.0082215671188224,5.219309880846112,1.1383448848131088,1.1383448848131223
3,1,0-1-2-5,4,12,9.42729552261456,42.659708790478305,5.237019673719383,3.0962472001167876,5.219309880846112,1.5838884887938856,1.330632674425722
4,1,0-1-2-6,4,16,7.7182674600292716,50.37797625050758,4.558904482376462,3.006977684216955,4.529717950034339,1.313450641142979,0.8880789697796416
5,1,0-1-2-7,4,20,8.732079644541223,59.1100558950488,3.1705947806931256,2.3553058191900393,3.1691527339322647,1.3151692655403133,1.2512959240101154
6,1,0-1-2-8,4,24,8.949371535095034,68.05942743014384,3.0055067188355316,1.7806787209789667,1.7054211214468467,1.6249732172047566,1.6249732172047828
7,1,0-1-2-9,4,28,11.505053665841395,79.56448109598523,3.0055067188355316,1.6182540772492833,1.350428200140712,1.6249732172047566,1.6249732172047828
8,1,0-1-3-4,4,32,4.45938654384056,84.0238676398258,2.6402841422839796,1.4789546237805782,0.9472798827670061,1.4242895517587084,1.4242895517587044
9,1,0-1-3-5,4,36,3.0294804106354007,87.0533480504612,2.350366720069243,1.264550630407596,0.5768323575652943,1.322819147977618,1.1406471116078407
10,1,0-1-3-6,4,40,3.1457809545344646,90.19912900499565,2.350366720069243,1.1234974285309534,0.46803622362131136,1.322819147977618,1.0903684508743865
11,1,0-1-3-7,4,44,2.707881416948525,92.90701042194418,2.350366720069243,1.1406127325305204,0.7400548512520828,1.322819147977618,1.0662269397908162
12,1,0-1-3-8,4,48,2.6642302781485836,95.57124070009276,2.350366720069243,1.2866796896866666,1.1312633074576866,1.322819147977618,1.054679296646924
13,1,0-1-3-9,4,52,2.9233042201658974,98.49454492025866,2.350366720069243,1.5093196728619789,1.4535587363984206,1.322819147977618,1.0491909277531306
14,1,0-1-4-5,4,56,3.69099504456383,102.1855399648225,1.804652974695162,1.2827485767238958,1.5681058815945477,0.7261087991597416,0.46902155890501973
15,1,0-1-4-6,4,60,2.2576142624828943,104.44315422730539,1.791546200591988,1.2698580036669294,1.5681058815945477,0.7565840286803415,0.6569281867974013
16,1,0-1-4-7,4,64,1.5849369452002813,106.02809117250567,1.8061051663631118,1.3046801197940718,1.4329770898928729,0.8859526678966053,0.8859526678966034
17,1,0-1-4-8,4,68,1.7306582273223174,107.75874939982799,2.018792534883964,1.305155591416266,1.1406175618449481,1.088768089793773,1.0887680897937884
18,1,0-1-4-9,4,72,2.3847315906567172,110.1434809904847,2.018792534883964,1.2428062753218536,1.0736689490758664,1.088768089793773,1.0887680897937884
19,1,0-1-5-6,4,76,2.4835437642912375,112.62702475477595,1.6941812213933436,1.081149971349078,0.7995920388750761,0.9119631065313768,0.9119631065313811
20,1,0-1-5-7,4,80,1.3527951213876004,113.97981987616355,1.5994496246545518,1.0288904236527785,0.7995920388750761,0.796883129888476,0.780692312079978
21,1,0-1-5-8,4,84,0.8525750200397317,114.83239489620328,1.5994496246545518,1.0766210177846074,0.8227294341616727,0.8061042081176005,0.8306242820404108
22,1,0-1-5-9,4,88,0.9951538741048613,115.82754877030814,1.5994496246545518,1.154235593878807,0.7995920388750761,0.8061042081176005,0.8554070565780734
23,1,0-1-6-7,4,92,1.7786333743436056,117.60618214465174,1.5519695377590381,1.0898746644164026,0.7842935037358671,0.8336076872106308,0.8336076872106304
24,1,0-1-6-8,4,96,0.8850171121924753,118.49119925684421,1.605915140024217,1.0984680473873443,0.7842935037358671,0.8649608827350309,0.8649608827350193
25,1,0-1-6-9,4,100,0.8228239961349565,119.31402325297917,1.6314802545683533,1.148206089177522,0.7842935037358671,0.8649608827350309,0.8649608827350193
26,1,0-1-7-8,4,104,2.3027580491027204,121.61678130208189,1.637744581460112,1.1593572426296122,0.7194436495749272,0.8820448917087449,0.8820448917087376
27,1,0-1-7-9,4,108,1.3242438580859444,122.94102516016784,1.6568909786477428,1.2261888902302605,0.8458979965424618,0.8847795124141139,0.8847795124141129
28,1,0-1-8-9,4,112,3.720737684054522,126.66176284422237,2.106732428097299,1.3894803859732858,1.288479700921684,1.1327061905678888,1.1327061905679017
29,2,0-1-2-3,4,116,3.123658866179111,129.78542171040147,2.283161538831279,1.546031716362168,1.2342228308337582,1.2327491358721556,1.232749135872183
