stage,rho,seed,gain,round,alpha_rad,beta_rad,target_alpha_rad,target_beta_rad,max_angle_error_rad,relay_scalar_count,measurement_slot_count,measurement_tx_count,estimate_x,estimate_y,action_x,action_y,action_applied,event,failure,estimated_position_error_d,receiver_id,measurement_slot,angle_error_to_target_rad,estimated_x,estimated_y,estimator_success,estimator_residual_rad,delta_x,delta_y
bootstrap,0.1,23,1.0,1,1.0151845911895643,1.0681790092401808,1.0471975511965976,1.0471975511965976,0.03201296000703335,2,2,4,2.121561273053233,3.4171709509267933,-0.12156127305323317,0.04693066421096104,True,observe_and_move,,0.13030591064723307,,,,,,,,,
bootstrap,0.1,23,1.0,2,1.0471975511965979,1.0471975511965976,1.0471975511965976,1.0471975511965976,2.220446049250313e-16,2,2,4,1.9999999999999996,3.464101615137755,0.0,0.0,False,stop_estimated_position_threshold,,6.280369834735101e-16,,,,,,,,,
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.1408996338513531,2,1,0.15853483854252337,1.5746570592452147,2.4785813147078866,True,0.0,-0.07465705924521471,0.11949489664542945
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.16697437016658534,3,1,0.051143983587336184,2.5891831674134367,2.456913883012378,True,8.770761894538737e-14,-0.08918316741343668,0.141162328340938
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.08906015467052984,4,1,0.07731308398170356,1.0890593760815501,1.7316784073759146,True,5.773159728050814e-15,-0.08905937608155012,0.0003724001929625853
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.08593518911995872,5,1,0.07359180285935052,2.083467665713316,1.7116056245309788,True,7.993605777301127e-14,-0.08346766571331621,0.02044518303789844
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.11349142248519938,6,1,0.034662084723341646,3.060318646578633,1.6359156742791376,True,4.440892098500626e-16,-0.06031864657863295,0.09613513328973955
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.0549311007269528,7,1,0.018511595188448693,0.5241379604081365,0.9153689412985837,True,2.220446049250313e-16,-0.02413796040813654,-0.04934353751414533
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.04097960765944518,8,1,0.03598511129385784,1.5096897683137975,0.8262078619975954,True,4.440892098500626e-16,-0.009689768313797531,0.039817541786842936
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.07791754452708258,9,1,0.0676933225966092,2.5013816322122784,0.788120109756626,True,2.6645352591003757e-14,-0.001381632212278383,0.07790529402781232
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.08016141860959164,10,1,0.051818329054779344,3.5139541842780297,0.7870878729474723,True,2.220446049250313e-16,-0.013954184278029746,0.07893753083696609
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.018389519458529666,12,1,0.01609140776345086,0.986027416868664,-0.01195580806777804,True,4.440892098500626e-16,0.01397258313133598,0.01195580806777804
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.05891377333098014,13,1,0.04056767154944785,1.9572665549056913,-0.040554720544787565,True,2.220446049250313e-16,0.04273344509430865,0.040554720544787565
main_budget,,,,1,,,,,,,,3,,,,,True,observe_and_move,,0.1108172409474459,14,1,0.1376331900451242,3.047386627493896,-0.10017468954760493,True,0.0,-0.04738662749389588,0.10017468954760493
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,2,2,2.220446049250313e-16,1.5,2.598076211353316,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,1.412455036206087e-13,3,2,9.658940314238862e-14,2.5000000000001146,2.5980762113532334,True,0.0,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,4,2,5.329070518200751e-15,1.0,1.7320508075688772,True,5.329070518200751e-15,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,5,2,8.215650382226158e-14,2.0,1.7320508075688772,True,8.215650382226158e-14,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,6,2,2.220446049250313e-16,3.0,1.7320508075688772,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,7,2,2.220446049250313e-16,0.5,0.8660254037844384,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,8,2,8.881784197001252e-16,1.5,0.8660254037844384,True,8.881784197001252e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,9,2,2.531308496145357e-14,2.5,0.8660254037844384,True,2.531308496145357e-14,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,10,2,2.220446049250313e-16,3.5,0.8660254037844384,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,12,2,4.440892098500626e-16,1.0,0.0,True,4.440892098500626e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,13,2,2.220446049250313e-16,2.0,0.0,True,2.220446049250313e-16,0.0,0.0
main_budget,,,,2,,,,,,,,3,,,,,False,stop_estimated_position_budget,,0.0,14,2,0.0,3.0,0.0,True,0.0,0.0,0.0
