2.000272182810288069e+00,3.465310029845140249e+00
1.496266517610194136e+00,2.596440406299060033e+00
2.500255377071330276e+00,2.600524637812766215e+00
9.915480736796107308e-01,1.733556048762661561e+00
2.005429850162658845e+00,1.727652939316203229e+00
3.004600097248397272e+00,1.733510575818085542e+00
4.953376204524546633e-01,8.739095460712669183e-01
1.504683796149727026e+00,8.639274484536940690e-01
2.506513688651895055e+00,8.623250832428333013e-01
3.504920873567340500e+00,8.662055880916300632e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.002099494951793401e+00,4.073572616055006618e-03
2.004814840624655314e+00,-3.923994523406706958e-03
3.001930993053393060e+00,-6.798549614658533358e-03
4.000000000000000000e+00,0.000000000000000000e+00
