round,max_position_error_m,rms_position_error_m,max_radial_error_m,max_adjacent_gap_error_deg
0,12.01113974324003,7.414802070024728,12.000000000000014,0.45999999999999375
1,2.021453358932606,0.9496271889478533,2.0,0.17000000000007276
2,7.652779469160725e-14,3.693987092030734e-14,7.105427357601002e-14,5.684341886080802e-14
