slot,epoch,transmitters,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_displacement_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,0,,0,0,0.0,0.0,12.01113974324003,7.414802070024728,12.000000000000014,0.2799999999999826,0.45999999999999375
1,1,0-1-2-3,4,4,21.562601025721342,21.562601025721342,12.006267382810929,7.262716007479911,12.0,2.249999999999987,2.4599999999999937
2,1,0-1-2-4,4,8,16.690075553396092,38.252676579117434,10.814860272056016,6.30122555719278,10.000000000000014,2.5757336237268644,2.5757336237268476
3,1,0-1-2-5,4,12,15.436938910901938,53.68961549001937,9.158498212845728,5.164705349338256,7.021155339894889,3.3544794677008416,3.4544794677008284
4,1,0-1-2-6,4,16,14.953006769676474,68.64262225969584,6.891148649504385,4.565190179967945,6.700603780606954,2.976286505696504,2.726681406111588
5,1,0-1-2-7,4,20,14.899023918943028,83.54164617863887,5.011149206659987,3.4338632349985128,5.010320181112988,1.7353637840791991,1.6281049269279606
6,1,0-1-2-8,4,24,15.015826105559155,98.55747228419803,4.296320897131072,2.635832277839053,2.968722276311567,2.2477008013271416,2.247700801327163
7,1,0-1-2-9,4,28,17.569065189751022,116.12653747394904,5.40292933750013,3.2196753051844156,3.683512202492736,2.5482004239983462,2.448200423998344
8,1,0-1-3-4,4,32,4.88553245473195,121.01206992868099,5.40292933750013,3.3247686878486826,3.683512202492736,2.5482004239983462,2.1126439336553773
9,1,0-1-3-5,4,36,7.943948237731215,128.9560181664122,5.40292933750013,3.194545563341024,3.168879939070166,2.807444859014715,2.8074448590147085
10,1,0-1-3-6,4,40,6.854120035500934,135.81013820191313,6.099773131129798,3.074399669375095,3.168879939070166,3.2555121022083613,3.255512102208364
11,1,0-1-3-7,4,44,5.6287745034089065,141.43891270532205,6.422220881579054,2.9993054498850023,3.168879939070166,3.446168879948443,3.4461688799484307
12,1,0-1-3-8,4,48,5.76166801058912,147.20058071591117,6.624573088798928,3.0191443728639165,3.168879939070166,3.5669140114614906,3.566914011461499
13,1,0-1-3-9,4,52,7.586518000639575,154.78709871655076,6.6968227757926275,3.251969225670158,3.168879939070166,3.60826674393901,3.608266743939012
14,1,0-1-4-5,4,56,8.684630658525604,163.47172937507636,3.8476632734127003,1.9485088622087612,2.0464964882435908,2.0622577889429423,2.0622577889429508
