slot,epoch,transmitters,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_displacement_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,0,,0,0,0.0,0.0,11.457896215044745,7.191311425797875,11.451914096241595,0.27794908071921065,0.32501657981870125
1,1,0-1-2-3,4,4,20.055572652742594,20.055572652742594,10.608822601222792,4.881312725367303,10.608423743494086,0.17332565422448226,0.30764091070416555
2,1,0-1-2-4,4,8,16.731635622417027,36.78720827515962,10.608822601222792,4.264159478310831,10.608423743494086,2.1343152564796837,2.3076409107041727
3,1,0-1-2-5,4,12,11.602355641759036,48.38956391691866,10.608822601222792,4.887632048134877,10.608423743494086,3.879936377197973,3.935684194386127
4,1,0-1-2-6,4,16,9.499027706301309,57.888591623219966,10.608822601222792,5.400569338359327,10.608423743494086,3.6162684085026116,3.6720162256907614
5,1,0-1-2-7,4,20,8.647458989386484,66.53605061260645,10.608822601222792,5.632434549882446,10.608423743494086,2.6911631912120506,2.2436813997179
6,1,0-1-2-8,4,24,9.286705336041496,75.82275594864794,10.608822601222792,5.990266019558417,10.608423743494086,1.9292060620460036,1.4104460762202393
7,1,0-1-2-9,4,28,15.321306078001292,91.14406202664924,11.984037197447892,6.945785820776879,11.704846439675777,1.9929752175778386,2.046136562118839
8,1,0-1-3-4,4,32,19.819220300880833,110.96328232753007,11.984037197447892,7.164011224212009,11.704846439675777,2.0557478171881596,2.0557478171881556
9,1,0-1-3-5,4,36,12.497616429234277,123.46089875676435,11.984037197447892,7.599084868737547,11.704846439675777,4.055747817188163,4.0557478171881485
10,1,0-1-3-6,4,40,12.093377367371993,135.55427612413635,12.525307678178272,8.173913405925468,11.704846439675777,6.05574781718814,6.0557478171881485
11,1,0-1-3-7,4,44,10.993950599740879,146.54822672387724,15.376815620481247,8.758890872829797,11.704846439675777,8.055747817188168,8.055747817188156
12,1,0-1-3-8,4,48,10.240121406845551,156.7883481307228,17.10434142937678,8.96162098079312,11.704846439675777,9.17207684906124,9.172076849061227
13,1,0-1-3-9,4,52,13.151439735555151,169.93978786627795,17.97784686790651,8.824654437903689,11.704846439675777,9.711746678992156,9.711746678992164
14,1,0-1-4-5,4,56,17.583173140476834,187.5229610067548,14.054874125335814,7.895361330337094,9.413879621576157,7.711746678992154,7.711746678992149
15,1,0-1-4-6,4,60,10.062673388648003,197.5856343954028,10.544581225672452,7.499385000355116,9.413879621576157,5.71174667899215,5.906933292052543
16,1,0-1-4-7,4,64,8.035033164607004,205.6206675600098,10.991455549254672,7.541516850652299,9.413879621576157,4.700435973200195,6.326950598506748
17,1,0-1-4-8,4,68,7.184128187548083,212.80479574755788,11.066836263288522,7.837961809802202,9.413879621576157,4.40141447287548,6.57766994869408
18,1,0-1-4-9,4,72,4.710225482675022,217.5150212302329,11.061823602279182,8.060603998329917,9.413879621576157,4.463431164046326,6.7185365575838105
19,1,0-1-5-6,4,76,17.363390859327726,234.8784120895606,11.061823602279182,7.484356132582616,8.56107098771514,4.463431164046326,4.407079271856354
20,1,0-1-5-7,4,80,8.26216020678493,243.14057229634554,11.238165457460907,7.540402165538119,8.56107098771514,5.173460781909981,4.729644170795474
21,1,0-1-5-8,4,84,6.698013985432063,249.8385862817776,11.725706081471198,7.939200562713558,8.56107098771514,5.3779476469757315,5.321983066738753
22,1,0-1-5-9,4,88,6.098392065815291,255.93697834759288,12.425194264549642,8.350776651735032,8.56107098771514,5.9731032071197205,5.668839733341194
23,1,0-1-6-7,4,92,17.46403783170305,273.40101617929594,12.425194264549642,7.878700238446749,7.332414894574541,5.9731032071197205,5.888184944520418
