stage,round,measurement_slot_count,measurement_tx_count,relay_scalar_count,alpha_rad,beta_rad,c_hat_x,c_hat_y,c_hat_error_to_target_d,event,failure,calibration_delta_x,calibration_delta_y,calibration_action_applied,receiver_id,c_hat_x_used,c_hat_y_used,angle_error_to_target_rad,estimated_x,estimated_y,estimated_position_error_d,estimator_success,estimator_residual_rad,selected_indices,delta_x,delta_y,action_applied
dynamic_calibration,1,2,4,2,1.0529838406939658,1.0604426200611654,2.0174196998584177,3.541440156410471,0.07927607400312557,measure_current_reference,,-0.008709849929208868,-0.03866927063635828,True,,,,,,,,,,,,,
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,2,2.0174196998584177,3.541440156410471,0.024967847737948468,1.446143539473126,2.5734278253877494,0.05922888882285644,True,0.0,1;2,0.026928230263437047,0.01232419298278331,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,3,2.0174196998584177,3.541440156410471,0.049847735367436474,2.4984556771185056,2.6085014389366927,0.010538989672995509,True,4.440892098500626e-16,0;2,0.0007721614407472099,-0.005212613791688359,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,4,2.0174196998584177,3.541440156410471,0.01983531660334492,0.967214420928387,1.7386879210578894,0.033450642303654084,True,2.220446049250313e-16,1;2,0.016392789535806473,-0.003318556744506096,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,5,2.0174196998584177,3.541440156410471,0.012257305922398487,2.0211191405199584,1.714465569301498,0.02748197047560902,True,4.440892098500626e-16,1;2,-0.010559570259979223,0.008792619133689561,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,6,2.0174196998584177,3.541440156410471,0.04199858956164926,3.062352324184056,1.7621255998910785,0.06922647950298447,True,4.440892098500626e-16,0;2,-0.031176162092027893,-0.015037396161100669,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,7,2.0174196998584177,3.541440156410471,0.038541318710698436,0.4821809827243059,0.8984665872262468,0.037012805348643235,True,7.993605777301127e-14,1;2,0.008909508637847063,-0.01622059172090423,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,8,2.0174196998584177,3.541440156410471,0.06528875595182404,1.5743870855729611,0.8323607236662935,0.08165016342602176,True,4.574118861455645e-14,0;1,-0.03719354278648057,0.016832340059072415,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,9,2.0174196998584177,3.541440156410471,0.051566425756062406,2.5989367812992685,0.8079083726600866,0.1147435226954801,True,4.440892098500626e-16,0;1,-0.049468390649634264,0.02905851556217587,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,10,2.0174196998584177,3.541440156410471,0.07243755690961029,3.569558572004212,0.8789982939652089,0.07075797353590228,True,2.220446049250313e-16,0;2,-0.03477928600210589,-0.006486445090385262,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,12,2.0174196998584177,3.541440156410471,0.02160380768034642,1.0086199612555666,0.016296667480001033,0.01843597306900813,True,2.220446049250313e-16,0;1,-0.004309980627783316,-0.008148333740000516,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,13,2.0174196998584177,3.541440156410471,0.015697107564121904,2.0184123565865226,-0.015696099551327985,0.024194677435222436,True,0.0,0;1,-0.009206178293261313,0.007848049775663992,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,14,2.0174196998584177,3.541440156410471,0.14705980116210293,3.02112539018829,-0.1090751323033001,0.11110205487564093,True,2.220446049250313e-16,0;1,-0.010562695094145091,0.05453756615165005,True
dynamic_calibration,2,2,4,2,1.0501178353801885,1.053868262647777,2.008709849929208,3.502770885774112,0.039638037001562154,measure_current_reference,,-0.00435492496460399,-0.019334635318178917,True,,,,,,,,,,,,,
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,2,2.008709849929208,3.502770885774112,0.012784038336154602,1.473071769736575,2.5857520183705414,0.029614444411413716,True,1.021405182655144e-14,1;2,0.013464115131712528,0.0061620964913873255,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,3,2.008709849929208,3.502770885774112,0.02550081229473089,2.499227838559252,2.603288825145005,0.005269494836498291,True,2.220446049250313e-16,0;2,0.00038608072037393804,-0.0026063068958444013,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,4,2.008709849929208,3.502770885774112,0.009938060953464944,0.9836072104641932,1.7353693643133836,0.016725321151827437,True,2.220446049250313e-16,1;2,0.008196394767903403,-0.0016592783722532145,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,5,2.008709849929208,3.502770885774112,0.006160092483749491,2.010559570259979,1.7232581884351872,0.013740985237804622,True,4.440892098500626e-16,1;2,-0.0052797851299895004,0.0043963095668450025,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,6,2.008709849929208,3.502770885774112,0.02104007730583035,3.031176162092027,1.747088203729978,0.03461323975149128,True,2.220446049250313e-16,0;2,-0.015588081046013391,-0.00751869808055039,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,7,2.008709849929208,3.502770885774112,0.0194349530743807,0.49109049136215455,0.8822459955054536,0.018506402674418103,True,2.220446049250313e-16,1;2,0.004454754318922727,-0.0081102958605076,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,8,2.008709849929208,3.502770885774112,0.033161534466009446,1.5371935427865016,0.8491930637253167,0.04082508171305031,True,0.0,0;1,-0.018596771393250777,0.008416170029560854,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,9,2.008709849929208,3.502770885774112,0.026276693220365743,2.549468390649628,0.8369668882222654,0.05737176134773304,True,3.3306690738754696e-15,0;1,-0.024734195324813912,0.014529257781086491,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,10,2.008709849929208,3.502770885774112,0.03588029529728898,3.534779286002105,0.8725118488748114,0.03537898676794802,True,1.021405182655144e-14,0;2,-0.0173896430010525,-0.003243222545186497,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,12,2.008709849929208,3.502770885774112,0.010833199556173234,1.0043099806277833,0.008148333740000605,0.009217986534504143,True,2.220446049250313e-16,0;1,-0.002154990313891658,-0.004074166870000302,True
dynamic_main,2,1,3,,,,,,,observe_and_move,,,,,13,2.008709849929208,3.502770885774112,0.007848175780940991,2.00920617829326,-0.007848049775663874,0.012097338717610127,True,4.440892098500626e-16,0;1,-0.004603089146629991,0.003924024887831937,True
