stage,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,source
dynamic_main,3,13,0.005341680636789081,0.005069340068098479,1.9946583193632117,-0.005069340068098514,known_current_anchors
dynamic_main,3,14,-0.005923328436739261,0.01252183619344932,3.0059233284367344,-0.012521836193451836,known_current_anchors
dynamic_calibration,4,1,-0.007597579565826962,0.0029331665131853146,2.007597579565827,3.4611684486245693,current_C_hat
dynamic_main,4,2,-0.004666066202816732,0.007468431040344781,1.5046660662028164,2.590607780312971,known_current_anchors
dynamic_main,4,3,-0.005573947963346981,0.008822645521314065,2.5055739479633474,2.589253565832002,known_current_anchors
dynamic_main,4,4,-0.0055662110050967994,2.3275012060341993e-05,1.0055662110050965,1.7320275325568169,known_current_anchors
dynamic_main,4,5,-0.0052167291070699395,0.001277823939865308,2.0052167291070697,1.730772983629012,known_current_anchors
dynamic_main,4,6,-0.0037699154111645594,0.006008445830608888,3.003769915411165,1.7260423617382683,known_current_anchors
dynamic_main,4,7,-0.001508622525508596,-0.003083971094634208,0.5015086225255083,0.8691093748790722,known_current_anchors
dynamic_main,4,8,-0.0006056105196124983,0.0024885963616779194,1.5006056105196124,0.8635368074227607,known_current_anchors
dynamic_main,4,9,-8.635201326789854e-05,0.004869080876734544,2.500086352013268,0.8611563229077036,known_current_anchors
dynamic_main,4,10,-0.0008721365173769424,0.004933595677303615,3.500872136517377,0.8610918081071346,known_current_anchors
dynamic_main,4,13,0.002670840318394041,0.0025346700340491365,1.9973291596816058,-0.0025346700340493776,known_current_anchors
dynamic_main,4,14,-0.0029616642183674102,0.006260918096726021,3.002961664218367,-0.006260918096725815,known_current_anchors
dynamic_calibration,5,1,-0.003798789782913481,0.0014665832565925463,2.0037987897829135,3.462635031881162,current_C_hat
dynamic_main,5,2,-0.0023330331014081995,0.0037342155201725014,1.5023330331014082,2.5943419958331435,known_current_anchors
dynamic_main,5,3,-0.0027869739816737127,0.004411322760657255,2.5027869739816735,2.5936648885926594,known_current_anchors
dynamic_main,5,4,-0.002783105502640937,1.163750591848256e-05,1.0027831055024556,1.7320391700627353,known_current_anchors
dynamic_main,5,5,-0.0026083645535348587,0.0006389119699324874,2.002608364553535,1.7314118955989444,known_current_anchors
dynamic_main,5,6,-0.0018849577055608524,0.003004222915269472,3.001884957705604,1.7290465846535379,known_current_anchors
dynamic_main,5,9,-4.317600663394927e-05,0.002434540438367605,2.500043176006634,0.8635908633460712,known_current_anchors
dynamic_main,5,10,-0.00043606825868858223,0.0024667978386520573,3.5004360682586886,0.8635586059457867,known_current_anchors
dynamic_main,5,14,-0.001480832109183483,0.003130459048362962,3.0014808321091833,-0.0031304590483628527,known_current_anchors
dynamic_main,6,3,-0.0013934869908367453,0.0022056613803285163,2.5013934869908367,2.5958705499729877,known_current_anchors
