slot,epoch,transmitters,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_displacement_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,0,,0,0,0.0,0.0,10.887184725558756,6.575940060740175,10.878235193742299,0.26131454243870433,0.4787314108251195
1,1,0-1-2-3,4,4,21.411752694892613,21.411752694892613,7.032453465019048,3.939572295207578,7.032232623569826,0.7043856989611066,0.7043856989610902
2,1,0-1-2-4,4,8,13.769905622156212,35.18165831704883,3.4412962614521057,2.493251908196946,3.4387512115414864,1.6217426375688198,1.4633664932071966
3,1,0-1-2-5,4,12,12.298601530333938,47.48025984738277,4.201481669505957,2.352400924792673,3.280493848097038,2.3885622089670657,2.230186064605455
4,1,0-1-2-6,4,16,6.65081986651956,54.13107971390233,3.2917382192107065,1.8571079966270574,3.280493848097038,1.5671545226280812,1.408778378266483
5,1,0-1-2-7,4,20,4.601637101020487,58.73271681492282,3.2917382192107065,1.763827588697342,3.280493848097038,1.074392721192705,0.7311547129193272
6,1,0-1-2-8,4,24,3.674559601232599,62.40727641615542,3.2917382192107065,1.8630140907264467,3.280493848097038,0.6667821363193953,0.43172796355142395
7,1,0-1-2-9,4,28,4.947278324676857,67.35455474083227,3.7464047632296094,2.173161950124694,3.636576966565059,0.5916033668142533,0.6848511775147585
8,1,0-1-3-4,4,32,7.435304871994037,74.7898596128263,3.7464047632296094,2.37556216328293,3.636576966565059,1.4224948434435631,1.422494843443559
9,1,0-1-3-5,4,36,3.8003641229874288,78.59022373581374,4.531346081296504,2.6170008216633134,3.636576966565059,2.250575643284763,2.250575643284769
10,1,0-1-3-6,4,40,3.2625341059854205,81.85275784179916,5.130432737705521,2.787580694137431,3.636576966565059,2.6813624964929597,2.6813624964929588
11,1,0-1-3-7,4,44,2.810328316151658,84.66308615795081,5.460393852002743,2.860376933256505,3.636576966565059,2.90383164160717,2.9038316416071623
12,1,0-1-3-8,4,48,2.995850351931833,87.65893650988265,5.634834137360796,2.838727308764038,3.636576966565059,3.0178911095403866,3.017891109540386
13,1,0-1-3-9,4,52,4.526852357847707,92.18578886773035,5.725353467142109,2.74634007382245,3.636576966565059,3.075963039120088,3.07596303912009
14,1,0-1-4-5,4,56,6.359471381204879,98.54526024893524,3.5765371274680207,2.2459389780084535,2.7901428070461236,1.9130253931901544,1.9130253931901606
15,1,0-1-4-6,4,60,3.1572330136729554,101.70249326260819,3.1807509120463333,2.130324009658363,2.7901428070461236,1.4107951477780383,1.8050741863027682
