6.035697584751840623e+03,-1.175739487854423169e+04,3.196982504036523096e+03,-3.810015384646360417e+03,4.059707252019974476e+03,-3.859555786819600144e+03,2.315147638453648142e+03,-4.082229929828628201e+02,5.129859594888921492e+02,9.045326538251141812e+01,-2.665950420318828492e+03,-6.519369384795456426e+03,3.904030224265617335e+02,4.652642045364926275e+02,1.705057848356582326e+02,4.684607937223590852e+02
-1.175739487854423169e+04,4.571175958834810444e+04,-8.783637240231848409e+03,1.046793123709060092e+04,-1.115395400452105969e+04,1.060404237341227417e+04,-6.360815859355095199e+03,1.121583455322599093e+03,-1.409417340192993834e+03,-2.485183041543862146e+02,7.324638581211548626e+03,1.791182017380930483e+04,-1.072623488603814621e+03,-1.278302896044530371e+03,-4.684607937223593126e+02,-1.287085452651971536e+03
3.196982504036523096e+03,-8.783637240231848409e+03,1.836988612786482190e+04,-1.297676654642483845e+04,7.048013233195420980e+03,-5.169618579749136188e+03,7.521599611254892807e+03,-2.125403455433654926e+03,4.900937001243875784e+03,8.641674240717252360e+02,9.190864974621283636e+02,-1.002252161780336246e+04,5.216836806243325100e+02,6.217184005818184005e+02,6.423938766083338692e+01,1.764962670377319114e+02
-3.810015384646360417e+03,1.046793123709060092e+04,-1.297676654642483845e+04,3.150656309079245329e+04,-8.399495091312177465e+03,6.160911514757810437e+03,-8.963893358768236794e+03,2.532957203725207819e+03,-5.840709278310288937e+03,-1.029874632240364008e+03,-1.095324635255325347e+03,1.194437614487029532e+04,-6.217184005818187416e+02,-7.409351374753080108e+02,-7.655752103085026761e+01,-2.103400603216834952e+02
4.059707252019974476e+03,-1.115395400452105969e+04,7.048013233195420980e+03,-8.399495091312177465e+03,3.111111111111109494e+04,-6.415002990995841174e+03,1.287109753693208040e+04,-2.269521767091384390e+03,1.159558977066753687e+04,2.044615333795753031e+03,1.000000000000002547e+04,-9.622504486493748118e+03,1.690257200366271036e+03,2.014370090944734102e+03,7.239087901381026313e+02,1.988923054649151709e+03
-3.859555786819600144e+03,1.060404237341227417e+04,-5.169618579749136188e+03,6.160911514757810437e+03,-6.415002990995841174e+03,2.370370370370369346e+04,-5.126355587920454127e+03,9.039148028559777686e+02,-2.692408521162139550e+03,-4.747442653702605071e+02,1.924500897298743439e+03,9.999999999999989086e+03,-8.017203452277467477e+02,-9.554531016810367419e+02,-3.466089499177340940e+02,-9.523002632798524019e+02
2.315147638453648142e+03,-6.360815859355095199e+03,7.521599611254892807e+03,-8.963893358768236794e+03,1.287109753693208040e+04,-5.126355587920454127e+03,3.025921147997123990e+04,4.410499268328018843e+03,1.818283120775898715e+04,3.206123727595775563e+03,1.560683719411297352e+04,-7.441238627417075804e+03,5.141784513559404331e+03,6.127740166379691800e+03,2.629496233713097354e+03,7.224481526667708749e+03
-4.082229929828628201e+02,1.121583455322599093e+03,-2.125403455433654926e+03,2.532957203725207819e+03,-2.269521767091384390e+03,9.039148028559777686e+02,4.410499268328018843e+03,2.417049130705579591e+04,-6.788324964760279272e+02,-1.196964845104011204e+02,-2.751906480846502291e+03,1.312091139903649037e+03,4.854293716667576518e+03,5.785121976346083102e+03,3.199227310682599182e+03,8.789804795802972876e+03
5.129859594888921492e+02,-1.409417340192993834e+03,4.900937001243875784e+03,-5.840709278310288937e+03,1.159558977066753687e+04,-2.692408521162139550e+03,1.818283120775898715e+04,-6.788324964760279272e+02,2.313206558531110204e+04,7.315350438300704809e+03,2.027778869244101952e+04,-1.855119199880089127e+03,5.060558168921925244e+03,6.030938378344678313e+03,2.682511363353540219e+03,7.370139398244282347e+03
9.045326538251141812e+01,-2.485183041543862146e+02,8.641674240717252360e+02,-1.029874632240364008e+03,2.044615333795753031e+03,-4.747442653702605071e+02,3.206123727595775563e+03,-1.196964845104011204e+02,7.315350438300704809e+03,2.852725020492292970e+04,3.575521255582345475e+03,-3.271075673691566408e+02,8.923129426255620729e+02,1.063417155092324720e+03,4.729991294162786630e+02,1.299554427492920240e+03
-2.665950420318828492e+03,7.324638581211548626e+03,9.190864974621283636e+02,-1.095324635255325347e+03,1.000000000000002547e+04,1.924500897298743439e+03,1.560683719411297352e+04,-2.751906480846502291e+03,2.027778869244101952e+04,3.575521255582345475e+03,3.111111111111114224e+04,6.415002990995832079e+03,1.380352145249588830e+03,1.645039628146321320e+03,5.742824924896619905e+02,1.577828180503464409e+03
-6.519369384795456426e+03,1.791182017380930483e+04,-1.002252161780336246e+04,1.194437614487029532e+04,-9.622504486493748118e+03,9.999999999999989086e+03,-7.441238627417075804e+03,1.312091139903649037e+03,-1.855119199880089127e+03,-3.271075673691566408e+02,6.415002990995832079e+03,2.370370370370367891e+04,-4.461638820707569266e+02,-5.317174093436040039e+02,-1.776737702510453687e+02,-4.881546717941155293e+02
3.904030224265617335e+02,-1.072623488603814621e+03,5.216836806243325100e+02,-6.217184005818187416e+02,1.690257200366271036e+03,-8.017203452277467477e+02,5.141784513559404331e+03,4.854293716667576518e+03,5.060558168921925244e+03,8.923129426255620729e+02,1.380352145249588830e+03,-4.461638820707569266e+02,1.565937353964614158e+04,1.112534217466708833e+04,7.137896931148885415e+03,1.961121064072600711e+04
4.652642045364926275e+02,-1.278302896044530371e+03,6.217184005818184005e+02,-7.409351374753080108e+02,2.014370090944734102e+03,-9.554531016810367419e+02,6.127740166379691800e+03,5.785121976346083102e+03,6.030938378344678313e+03,1.063417155092324720e+03,1.645039628146321320e+03,-5.317174093436040039e+02,1.112534217466708833e+04,3.094335746994027795e+04,8.192308201055884638e+03,2.250818179561394936e+04
1.705057848356582326e+02,-4.684607937223593126e+02,6.423938766083338692e+01,-7.655752103085026761e+01,7.239087901381026313e+02,-3.466089499177340940e+02,2.629496233713097354e+03,3.199227310682599182e+03,2.682511363353540219e+03,4.729991294162786630e+02,5.742824924896619905e+02,-1.776737702510453687e+02,7.137896931148885415e+03,8.192308201055884638e+03,5.245413189116466128e+03,1.155842599451874776e+04
4.684607937223590852e+02,-1.287085452651971536e+03,1.764962670377319114e+02,-2.103400603216834952e+02,1.988923054649151709e+03,-9.523002632798524019e+02,7.224481526667708749e+03,8.789804795802972876e+03,7.370139398244282347e+03,1.299554427492920240e+03,1.577828180503464409e+03,-4.881546717941155293e+02,1.961121064072600711e+04,2.250818179561394936e+04,1.155842599451874776e+04,5.058400076894845552e+04
