gain,actuation_relative_std,two_slot_second_moment_spectral_radius,zero_innovation_stationary_root_expected_rms_squared_m,periodic_relative_residual,mean_square_stable,scope
0.5,0.01,0.25921899819808447,0.0,0.0,True,"Independent radial/tangential relative-command factors; active frozen branch, no limit or hold"
0.5,0.05,0.27715777544942827,0.0,0.0,True,"Independent radial/tangential relative-command factors; active frozen branch, no limit or hold"
0.5,0.1,0.29368027858142803,0.0,0.0,True,"Independent radial/tangential relative-command factors; active frozen branch, no limit or hold"
1.0,0.01,0.0014259699195353446,0.0,0.0,True,"Independent radial/tangential relative-command factors; active frozen branch, no limit or hold"
1.0,0.05,0.013430822048341163,0.0,0.0,True,"Independent radial/tangential relative-command factors; active frozen branch, no limit or hold"
1.0,0.1,0.036966777423306584,0.0,0.0,True,"Independent radial/tangential relative-command factors; active frozen branch, no limit or hold"
