case,gain,slot,phase_of_current_state,statistic,root_expected_rms_lin_squared_m,trace_second_moment_m2,minimum_second_moment_eigenvalue_m2,initial_true_geometric_root_expected_rms_squared_m
bearing_0.001deg_local,0.5,279,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,279,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,280,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,5.006021676148571e-38,2.2554227719862407e-74,-7.531650687430965e-91,
bearing_0.001deg_local,0.5,280,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,280,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,281,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,2.535925652564958e-38,5.787827023803307e-75,-2.4018359047105842e-91,
bearing_0.001deg_local,0.5,281,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,281,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,282,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,2.557086571728783e-38,5.884822561784096e-75,-2.2989208235903378e-91,
bearing_0.001deg_local,0.5,282,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,282,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,283,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.295187099141994e-38,1.509758659605468e-75,-3.159992154863207e-92,
bearing_0.001deg_local,0.5,283,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,283,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,284,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.3059684928212563e-38,1.5349983338176416e-75,-4.7932799995915604e-92,
bearing_0.001deg_local,0.5,284,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,284,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,285,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,6.6139984483038e-39,3.937047792674857e-76,-2.9693460337666662e-92,
bearing_0.001deg_local,0.5,285,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,285,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,286,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,6.668918997931713e-39,4.002703254087706e-76,-2.3863892552423908e-92,
bearing_0.001deg_local,0.5,286,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,286,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,287,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,3.377008393937697e-39,1.0263767123453096e-76,-9.608042779417506e-93,
bearing_0.001deg_local,0.5,287,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,287,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,288,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,3.4049799145974166e-39,1.0434499396930646e-76,-2.9046176759337295e-93,
bearing_0.001deg_local,0.5,288,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,288,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,289,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.7240010782754697e-39,2.6749617461054834e-77,-1.162258984073473e-93,
bearing_0.001deg_local,0.5,289,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,289,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,290,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.738244689073915e-39,2.719345139184304e-77,-7.765033025930821e-94,
bearing_0.001deg_local,0.5,290,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,290,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,291,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,8.799968528320187e-40,6.969550148948319e-78,-5.856528885451875e-94,
bearing_0.001deg_local,0.5,291,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,291,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,292,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,8.872486972046909e-40,7.08489225622279e-78,-1.3745503550189184e-94,
bearing_0.001deg_local,0.5,292,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,292,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,293,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,4.4912138220043844e-40,1.8153901435466904e-78,-6.29714285556975e-95,
bearing_0.001deg_local,0.5,293,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,293,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,294,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,4.528128807266857e-40,1.845355544567997e-78,-2.3162807699596782e-95,
bearing_0.001deg_local,0.5,294,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,294,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,295,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,2.2918499966935394e-40,4.7273187666097584e-79,-2.0811362345270444e-95,
bearing_0.001deg_local,0.5,295,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,295,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,296,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,2.3106381552105095e-40,4.8051438158831636e-79,-2.4770669401133103e-95,
bearing_0.001deg_local,0.5,296,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,296,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,297,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.1693628506178303e-40,1.2306685287645522e-79,-5.6147198842574035e-96,
bearing_0.001deg_local,0.5,297,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,297,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,298,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.1789236548734585e-40,1.2508748856181744e-79,-4.362251121068426e-96,
bearing_0.001deg_local,0.5,298,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,298,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,299,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,5.965595841772428e-41,3.2029500372635233e-80,-1.420292046761867e-96,
bearing_0.001deg_local,0.5,299,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,299,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,300,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,6.014240448118762e-41,3.2553979351008984e-80,-1.1396937719422113e-96,
bearing_0.001deg_local,0.5,300,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,300,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,301,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,3.0429902689909633e-41,8.333810799456325e-81,-1.9542649530107344e-97,
bearing_0.001deg_local,0.5,301,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,301,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,302,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,3.0677363446474997e-41,8.469905652244082e-81,-7.43877730150392e-98,
bearing_0.001deg_local,0.5,302,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,302,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,303,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.5519947804782973e-41,2.16781901876869e-81,-1.0624539644317487e-97,
bearing_0.001deg_local,0.5,303,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,303,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,304,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.5645814444781108e-41,2.2031235867646904e-81,-4.156237477934146e-98,
bearing_0.001deg_local,0.5,304,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,304,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,305,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,7.914502967198925e-42,5.637542149602053e-82,-1.680154781346803e-98,
bearing_0.001deg_local,0.5,305,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,305,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,306,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,7.978513117486976e-42,5.729100440932058e-82,-3.9642353238707353e-98,
bearing_0.001deg_local,0.5,306,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,306,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,307,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,4.035538171068859e-42,1.465701149713841e-82,-5.8155868782419785e-99,
bearing_0.001deg_local,0.5,307,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,307,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,308,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,4.068086010966801e-42,1.4894391413361405e-82,-9.942034958446868e-99,
bearing_0.001deg_local,0.5,308,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,308,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,309,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,2.057426875610698e-42,3.8097048136366774e-83,-7.039237690453779e-100,
bearing_0.001deg_local,0.5,309,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,309,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,310,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,2.0739743526896045e-42,3.871232654052837e-83,-2.5950893094986326e-99,
bearing_0.001deg_local,0.5,310,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,310,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,311,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.0488012404182628e-42,9.89985637712598e-84,-8.314605199898551e-100,
bearing_0.001deg_local,0.5,311,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,311,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,312,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.0572128448739667e-42,1.0059290994298554e-83,-3.0567026552634324e-100,
bearing_0.001deg_local,0.5,312,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,312,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,313,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,5.345748175047962e-43,2.571932119592576e-84,-1.6340958968745476e-100,
bearing_0.001deg_local,0.5,313,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,313,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,314,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,5.388500963541319e-43,2.613234837067715e-84,-1.0414960955245044e-100,
bearing_0.001deg_local,0.5,314,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,314,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,315,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,2.724400764956563e-43,6.680123575286316e-85,-4.152763047827219e-101,
bearing_0.001deg_local,0.5,315,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,315,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,316,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,2.7461272605675895e-43,6.787093438109207e-85,-2.416646208548705e-101,
bearing_0.001deg_local,0.5,316,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,316,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,317,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.3882936721753895e-43,1.734623388182005e-85,-1.8081640230695033e-101,
bearing_0.001deg_local,0.5,317,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,317,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,318,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.3993333297623608e-43,1.7623203910054347e-85,-1.2506625908873479e-101,
bearing_0.001deg_local,0.5,318,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,318,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,319,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,7.073595091782971e-44,4.503217277024653e-86,-2.7887961228528895e-102,
bearing_0.001deg_local,0.5,319,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,319,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,320,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,7.129682223979283e-44,4.5749131753433554e-86,-5.014085566942611e-102,
bearing_0.001deg_local,0.5,320,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,320,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,321,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,3.6036963163119477e-44,1.168796442618027e-86,-6.325846334768757e-103,
bearing_0.001deg_local,0.5,321,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,321,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,322,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,3.6321877021485467e-44,1.1873508753275227e-86,-1.8265461082753694e-103,
bearing_0.001deg_local,0.5,322,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,322,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
exact_local,0.5,323,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.8357178777280547e-44,3.032874113949354e-87,-6.160818870717487e-104,
bearing_0.001deg_local,0.5,323,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036912099748462554,0.00012262527970564044,6.041343409004619e-07,
combined_0.001deg_1pct_local,0.5,323,1,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0036914966273718887,0.00012264432614908226,6.042867379029679e-07,
exact_local,0.5,324,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,1.8501891792856067e-44,3.080879999230992e-87,-1.1067732506896085e-103,
bearing_0.001deg_local,0.5,324,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037693307079584492,0.0001278706858736269,3.973422670492847e-07,
combined_0.001deg_1pct_local,0.5,324,2,sqrt(E[RMS_lin_m^2]) = sqrt(trace(P_t)/9); FY01-FY09 denominator 9,0.0037696186408167007,0.00012789022227473475,3.974386948396442e-07,
