stage,round,measurement_slot_count,measurement_tx_count,relay_scalar_count,alpha_rad,beta_rad,c_hat_x,c_hat_y,c_hat_error_to_target_d,event,failure,calibration_delta_x,calibration_delta_y,calibration_action_applied,receiver_id,c_hat_x_used,c_hat_y_used,angle_error_to_target_rad,estimated_x,estimated_y,estimated_position_error_d,estimator_success,estimator_residual_rad,selected_indices,delta_x,delta_y,action_applied
dynamic_calibration,1,2,4,2,1.0529838406939658,1.0604426200611654,2.0174196998584177,3.541440156410471,0.07927607400312557,measure_current_reference,,-0.008709849929208868,-0.03866927063635828,True,,,,,,,,,,,,,
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,2,2.0174196998584177,3.541440156410471,0.024967847737948468,1.446143539473126,2.5734278253877494,0.05922888882285644,True,0.0,1;2,0.053856460526874095,0.02464838596556662,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,3,2.0174196998584177,3.541440156410471,0.049847735367436474,2.4984556771185056,2.6085014389366927,0.010538989672995509,True,4.440892098500626e-16,0;2,0.0015443228814944199,-0.010425227583376717,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,4,2.0174196998584177,3.541440156410471,0.01983531660334492,0.967214420928387,1.7386879210578894,0.033450642303654084,True,2.220446049250313e-16,1;2,0.03278557907161295,-0.006637113489012192,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,5,2.0174196998584177,3.541440156410471,0.012257305922398487,2.0211191405199584,1.714465569301498,0.02748197047560902,True,4.440892098500626e-16,1;2,-0.021119140519958446,0.017585238267379122,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,6,2.0174196998584177,3.541440156410471,0.04199858956164926,3.062352324184056,1.7621255998910785,0.06922647950298447,True,4.440892098500626e-16,0;2,-0.062352324184055785,-0.030074792322201338,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,7,2.0174196998584177,3.541440156410471,0.038541318710698436,0.4821809827243059,0.8984665872262468,0.037012805348643235,True,7.993605777301127e-14,1;2,0.017819017275694127,-0.03244118344180846,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,8,2.0174196998584177,3.541440156410471,0.06528875595182404,1.5743870855729611,0.8323607236662935,0.08165016342602176,True,4.574118861455645e-14,0;1,-0.07438708557296114,0.03366468011814483,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,9,2.0174196998584177,3.541440156410471,0.051566425756062406,2.5989367812992685,0.8079083726600866,0.1147435226954801,True,4.440892098500626e-16,0;1,-0.09893678129926853,0.05811703112435174,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,10,2.0174196998584177,3.541440156410471,0.07243755690961029,3.569558572004212,0.8789982939652089,0.07075797353590228,True,2.220446049250313e-16,0;2,-0.06955857200421178,-0.012972890180770524,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,12,2.0174196998584177,3.541440156410471,0.02160380768034642,1.0086199612555666,0.016296667480001033,0.01843597306900813,True,2.220446049250313e-16,0;1,-0.008619961255566633,-0.016296667480001033,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,13,2.0174196998584177,3.541440156410471,0.015697107564121904,2.0184123565865226,-0.015696099551327985,0.024194677435222436,True,0.0,0;1,-0.018412356586522627,0.015696099551327985,True
dynamic_main,1,1,3,,,,,,,observe_and_move,,,,,14,2.0174196998584177,3.541440156410471,0.14705980116210293,3.02112539018829,-0.1090751323033001,0.11110205487564093,True,2.220446049250313e-16,0;1,-0.021125390188290183,0.1090751323033001,True
dynamic_calibration,2,2,4,2,1.0501178353801885,1.053868262647777,2.008709849929208,3.502770885774112,0.039638037001562154,measure_current_reference,,-0.00435492496460399,-0.019334635318178917,True,,,,,,,,,,,,,
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,2,2.008709849929208,3.502770885774112,0.011361228079172836,1.5,2.598076211353316,0.0,True,4.440892098500626e-16,1;2,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,3,2.008709849929208,3.502770885774112,0.02611077610667656,2.5,2.598076211353316,0.0,True,8.881784197001252e-16,0;2,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,4,2.008709849929208,3.502770885774112,0.005786289497367925,1.0,1.7320508075688772,0.0,True,8.881784197001252e-16,1;2,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,5,2.008709849929208,3.502770885774112,0.004918778407246194,2.0,1.7320508075688772,0.0,True,4.440892098500626e-16,1;2,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,6,2.008709849929208,3.502770885774112,0.013245068864568221,3.0,1.7320508075688772,0.0,True,8.881784197001252e-16,0;2,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,7,2.008709849929208,3.502770885774112,0.0038815774455494,0.5,0.8660254037844384,0.0,True,8.43769498715119e-14,1;2,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,8,2.008709849929208,3.502770885774112,0.0004636596079723443,1.5,0.8660254037844384,0.0,True,4.618527782440651e-14,0;1,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,9,2.008709849929208,3.502770885774112,0.005913520987822718,2.5,0.8660254037844384,0.0,True,4.440892098500626e-16,0;1,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,10,2.008709849929208,3.502770885774112,0.00887279480983394,3.5,0.8660254037844384,0.0,True,4.440892098500626e-16,0;2,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,12,2.008709849929208,3.502770885774112,0.0006465556875716594,1.0,0.0,0.0,True,2.220446049250313e-16,0;1,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,13,2.008709849929208,3.502770885774112,0.0024865548625245815,2.0,0.0,0.0,True,2.220446049250313e-16,0;1,0.0,0.0,False
dynamic_main,2,1,3,,,,,,,stop_estimated_position_budget,,,,,14,2.008709849929208,3.502770885774112,0.005244888576962925,3.0,0.0,0.0,True,4.440892098500626e-16,0;1,0.0,0.0,False
