stage,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,source
dynamic_calibration,1,1,-0.09117095478992487,0.03519799815822078,2.030390318263308,3.452368949085014,current_C_hat
dynamic_main,1,2,-0.05599279443391103,0.08962117248407209,1.5186642648113033,2.5682024871919586,known_current_anchors
dynamic_main,1,3,-0.06688737556016311,0.10587174625576545,2.522295791853388,2.5627856292680606,known_current_anchors
dynamic_main,1,4,-0.06679453206117758,0.0002793001447011223,1.0222648440203814,1.7319577075206274,known_current_anchors
dynamic_main,1,5,-0.06260074928498749,0.015333887278453306,2.0208669164282314,1.7269395118094404,known_current_anchors
dynamic_main,1,6,-0.04523898493397471,0.07210134996730433,3.0150796616446582,1.708017024246442,known_current_anchors
dynamic_main,1,7,-0.018103470306102404,-0.03700765313560908,0.5060344901020335,0.8783612881629742,known_current_anchors
dynamic_main,1,8,-0.007267326235348315,0.0298631563401327,1.502422442078449,0.8560710183377275,known_current_anchors
dynamic_main,1,9,-0.001036224159202459,0.05842897052085716,2.5003454080530747,0.8465490802775133,known_current_anchors
dynamic_main,1,10,-0.01046563820852231,0.05920314812772465,3.5034885460695073,0.8462910210751968,known_current_anchors
dynamic_main,1,12,0.010479437348501569,0.00896685605083336,0.9965068542171661,-0.002988952016944898,known_current_anchors
dynamic_main,1,13,0.03205008382073299,0.030416040408590472,1.989316638726423,-0.010138680136197113,known_current_anchors
dynamic_main,1,14,-0.035539970620422245,0.07513101716070378,3.011846656873473,-0.02504367238690114,known_current_anchors
dynamic_calibration,2,1,-0.022792738697480552,0.00879949953955561,2.0075975795658274,3.4611684486245697,current_C_hat
dynamic_main,2,2,-0.013998198608505652,0.022405293121001035,1.5046660662027977,2.5906077803129595,known_current_anchors
dynamic_main,2,3,-0.016721843890040278,0.026467936563941197,2.505573947963348,2.589253565832002,known_current_anchors
dynamic_main,2,4,-0.016698633015285902,6.982503618768732e-05,1.0055662110050956,1.732027532556815,known_current_anchors
dynamic_main,2,5,-0.01565018732117318,0.003833471819577605,2.005216729107058,1.730772983629018,known_current_anchors
dynamic_main,2,6,-0.011309746233493012,0.018025337491826,3.0037699154111652,1.726042361738268,known_current_anchors
dynamic_main,2,7,-0.004525867576524789,-0.009251913283901458,0.5015086225255088,0.8691093748790728,known_current_anchors
dynamic_main,2,8,-0.0018168315588366624,0.007465789085033009,1.5006056105196124,0.8635368074227605,known_current_anchors
dynamic_main,2,9,-0.00025905603980569403,0.014607242630193723,2.500086352013269,0.861156322907707,known_current_anchors
dynamic_main,2,10,-0.002616409552130494,0.014800787031931245,3.5008721365173767,0.861091808107128,known_current_anchors
dynamic_main,2,13,0.008012520955183289,0.007604010102147885,1.9973291596816063,-0.002534670034049228,known_current_anchors
dynamic_main,2,14,-0.008884992655108226,0.018782754290173856,3.0029616642183647,-0.006260918096727283,known_current_anchors
dynamic_calibration,3,1,-0.0056981846743708875,0.002199874884887487,2.0018993948914563,3.4633683235094574,current_C_hat
dynamic_main,3,3,-0.004180460972511901,0.006616984140986215,2.501393486990836,2.595870549972988,known_current_anchors
