stage,rho,seed,gain,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,action_number
bootstrap,0.1,23,0.5,1,1,-0.06078063652661658,0.02346533210548052,2.060780636526616,3.4406362830322736,1
bootstrap,0.1,23,0.5,2,1,-0.03039031826330807,0.011732666052740592,2.030390318263308,3.452368949085014,2
bootstrap,0.1,23,0.5,3,1,-0.015195159131653702,0.005866333026370407,2.015195159131654,3.458235282111384,3
bootstrap,0.1,23,0.5,4,1,-0.007597579565826962,0.0029331665131853146,2.007597579565827,3.4611684486245693,4
bootstrap,0.1,23,0.5,5,1,-0.003798789782913481,0.0014665832565925463,2.0037987897829135,3.462635031881162,5
main_budget,,,,1,2,-0.07095619294698019,0.12028172498926448,1.5037008662982343,2.598863039697151,
main_budget,,,,1,3,-0.0866620842129695,0.1404107874473275,2.5025210832005813,2.597324670459623,
main_budget,,,,1,4,-0.085675963284356,0.0021068112412323536,1.003383412797203,1.7337852186171587,
main_budget,,,,1,5,-0.08086206740978286,0.02033931983709225,2.002605598303436,1.7319449443680792,
main_budget,,,,1,6,-0.05814503092409318,0.09477886361297605,3.0021736156545398,1.730694537892114,
main_budget,,,,1,7,-0.021201447041672705,-0.04635440646977196,0.5029365133664632,0.8690145348288113,
main_budget,,,,1,8,-0.006925477579877493,0.040323177513432173,1.50276429073392,0.866531039511027,
main_budget,,,,1,9,0.0010240074041196756,0.07747129605381897,2.5024056396163967,0.8655914058104751,
main_budget,,,,1,10,-0.012114888421101089,0.07705649484428256,3.5018392958569287,0.8641443677917547,
main_budget,,,,1,12,0.01825573744979303,0.011920792107547916,1.0042831543184576,-3.501596023034251e-05,
main_budget,,,,1,13,0.04669236953275968,0.04055113098445056,2.0039589244384497,-3.589560337025066e-06,
main_budget,,,,1,14,-0.04359234809843171,0.10044751821458717,3.0037942793954637,0.00027282866698224995,
