global_worst_receiver_id,receiver_offset_label,receiver_offset_x_d,receiver_offset_y_d,sign,amplitude_d,delta_c_x_d,delta_c_y_d,status,failure_count,failures,broadcast_slots,tx_uses,action_count,records,final_apex_error_d,final_max_receiver_error_d,final_team_max_error_d,predicted_max_receiver_error_d,receiver_errors_json,predicted_receiver_errors_json,final_max_angle_error_rad
2,plus_0.10_x,0.1,0.0,1,0.01,0.008660254037844385,-0.005000000000000004,converged,0,{},5,15,37,49,0.009999999999999983,0.01040829732187857,0.01040829732187857,0.010408329997330665,"{""10"": 0.0052154554459279655, ""12"": 0.010103629439320416, ""13"": 0.008660253761990422, ""14"": 0.007216878084659317, ""2"": 0.01040829732187857, ""3"": 0.005215446517944713, ""4"": 0.009999986454872758, ""5"": 0.006067425782681321, ""6"": 0.005010844878335108, ""7"": 0.01040828764718212, ""8"": 0.0066172379779193755, ""9"": 0.005296085883524422}","{""10"": 0.005204164998665328, ""12"": 0.01010362971081845, ""13"": 0.008660254037844385, ""14"": 0.007216878364870319, ""2"": 0.010408329997330665, ""3"": 0.005204164998665327, ""4"": 0.010000000000000004, ""5"": 0.006062177826491069, ""6"": 0.0049999999999999975, ""7"": 0.010408329997330665, ""8"": 0.006614378277661476, ""9"": 0.00529150262212918}",9.719718807588151e-09
2,plus_0.10_x,0.1,0.0,-1,0.0048,-0.004156921938165304,0.0024000000000000015,converged,0,{},4,12,36,48,0.004800000000000184,0.00499599637138323,0.00499599637138323,0.004995998398718719,"{""10"": 0.002495405756706518, ""12"": 0.004849742226397558, ""13"": 0.004156921903599287, ""14"": 0.0034641015808012376, ""2"": 0.00499599637138323, ""3"": 0.002495404726039725, ""4"": 0.004799998704040316, ""5"": 0.00290863553460169, ""6"": 0.0023975080052570487, ""7"": 0.004995993495012529, ""8"": 0.003174241190392795, ""9"": 0.0025388655049649166}","{""10"": 0.002497999199359357, ""12"": 0.004849742261192855, ""13"": 0.004156921938165304, ""14"": 0.003464101615137753, ""2"": 0.004995998398718719, ""3"": 0.002497999199359357, ""4"": 0.004800000000000001, ""5"": 0.002909845356715713, ""6"": 0.0023999999999999985, ""7"": 0.004995998398718718, ""8"": 0.0031749015732775083, ""9"": 0.002539921258622006}",2.3365220869209224e-09
2,plus_0.10_x,0.1,0.0,-1,0.005,-0.004330127018922192,0.002500000000000002,converged,0,{},4,12,36,48,0.004999999999999991,0.0052041627103438575,0.0052041627103438575,0.0052041649986653326,"{""10"": 0.002599268549429191, ""12"": 0.00505181481600836, ""13"": 0.004330126979791515, ""14"": 0.003608439143575115, ""2"": 0.0052041627103438575, ""3"": 0.002599267383836839, ""4"": 0.004999998538278865, ""5"": 0.0030297761622528484, ""6"": 0.00249729611015907, ""7"": 0.005204159452678763, ""8"": 0.003306472555231924, ""9"": 0.0026446057482143797}","{""10"": 0.002602082499332664, ""12"": 0.005051814855409225, ""13"": 0.004330127018922192, ""14"": 0.0036084391824351596, ""2"": 0.0052041649986653326, ""3"": 0.0026020824993326637, ""4"": 0.005000000000000002, ""5"": 0.0030310889132455347, ""6"": 0.0024999999999999988, ""7"": 0.0052041649986653326, ""8"": 0.003307189138830738, ""9"": 0.00264575131106459}",2.6446715928329922e-09
2,plus_0.10_x,0.1,0.0,-1,0.01,-0.008660254037844385,0.005000000000000004,converged,0,{},5,15,38,50,0.009999999999999983,0.010408297645740102,0.010408297645740102,0.010408329997330665,"{""10"": 0.005192920743528466, ""12"": 0.010103629381166712, ""13"": 0.008660253712510002, ""14"": 0.007216878043853736, ""2"": 0.010408297645740102, ""3"": 0.005192917924479687, ""4"": 0.00999998892124422, ""5"": 0.006056925830191852, ""6"": 0.004989194183860086, ""7"": 0.01040828494058715, ""8"": 0.0066115097056207, ""9"": 0.005286920682795668}","{""10"": 0.005204164998665328, ""12"": 0.01010362971081845, ""13"": 0.008660254037844385, ""14"": 0.007216878364870319, ""2"": 0.010408329997330665, ""3"": 0.005204164998665327, ""4"": 0.010000000000000004, ""5"": 0.006062177826491069, ""6"": 0.0049999999999999975, ""7"": 0.010408329997330665, ""8"": 0.006614378277661476, ""9"": 0.00529150262212918}",7.615729824550499e-09
2,plus_0.10_y,0.0,0.1,1,0.0048,0.004156921938165304,-0.0024000000000000015,converged,0,{},4,12,35,47,0.004800000000000184,0.0049959957519926206,0.0049959957519926206,0.004995998398718719,"{""10"": 0.0025005974842539124, ""12"": 0.004849738400183836, ""13"": 0.004156921785751333, ""14"": 0.0034640990326757068, ""2"": 0.0049959957519926206, ""3"": 0.0025005971856248196, ""4"": 0.004799995520229181, ""5"": 0.0029110547182937103, ""6"": 0.0024024963211469463, ""7"": 0.0049959939828413385, ""8"": 0.0031755610263937825, ""9"": 0.00254097720108176}","{""10"": 0.002497999199359357, ""12"": 0.004849742261192855, ""13"": 0.004156921938165304, ""14"": 0.003464101615137753, ""2"": 0.004995998398718719, ""3"": 0.002497999199359357, ""4"": 0.004800000000000001, ""5"": 0.002909845356715713, ""6"": 0.0023999999999999985, ""7"": 0.004995998398718718, ""8"": 0.0031749015732775083, ""9"": 0.002539921258622006}",4.295303890344826e-09
2,plus_0.10_y,0.0,0.1,1,0.005,0.004330127018922192,-0.002500000000000002,converged,0,{},4,12,35,47,0.004999999999999799,0.005204162002614435,0.005204162002614435,0.0052041649986653326,"{""10"": 0.002604901922208375, ""12"": 0.005051810492598126, ""13"": 0.004330126846747717, ""14"": 0.0036084362630901517, ""2"": 0.005204162002614435, ""3"": 0.0026049015856763644, ""4"": 0.0049999949328414055, ""5"": 0.0030324011436860176, ""6"": 0.0025027087802317904, ""7"": 0.0052041600113269465, ""8"": 0.003307904671538013, ""9"": 0.0026468970873231904}","{""10"": 0.002602082499332664, ""12"": 0.005051814855409225, ""13"": 0.004330127018922192, ""14"": 0.0036084391824351596, ""2"": 0.0052041649986653326, ""3"": 0.0026020824993326637, ""4"": 0.005000000000000002, ""5"": 0.0030310889132455347, ""6"": 0.0024999999999999988, ""7"": 0.0052041649986653326, ""8"": 0.003307189138830738, ""9"": 0.00264575131106459}",4.8527220020133655e-09
2,plus_0.10_y,0.0,0.1,1,0.01,0.008660254037844385,-0.005000000000000004,converged,0,{},5,15,38,50,0.009999999999999983,0.010408297601543715,0.010408297601543715,0.010408329997330665,"{""10"": 0.005215453010909772, ""12"": 0.010103629481930778, ""13"": 0.008660252679697056, ""14"": 0.007216878480932998, ""2"": 0.010408297601543715, ""3"": 0.005215450520588248, ""4"": 0.009999958706504108, ""5"": 0.006067425654752116, ""6"": 0.005010845007476974, ""7"": 0.01040829086166522, ""8"": 0.006617238444276805, ""9"": 0.005296086270529706}","{""10"": 0.005204164998665328, ""12"": 0.01010362971081845, ""13"": 0.008660254037844385, ""14"": 0.007216878364870319, ""2"": 0.010408329997330665, ""3"": 0.005204164998665327, ""4"": 0.010000000000000004, ""5"": 0.006062177826491069, ""6"": 0.0049999999999999975, ""7"": 0.010408329997330665, ""8"": 0.006614378277661476, ""9"": 0.00529150262212918}",8.428018283268557e-09
2,plus_0.10_y,0.0,0.1,-1,0.0048,-0.004156921938165304,0.0024000000000000015,converged,0,{},4,12,35,47,0.004800000000000184,0.004995995940004308,0.004995995940004308,0.004995998398718719,"{""10"": 0.002495405495035663, ""12"": 0.004849738348228315, ""13"": 0.004156921781723888, ""14"": 0.00346409905107565, ""2"": 0.004995995940004308, ""3"": 0.0024954051544738265, ""4"": 0.004799995679500859, ""5"": 0.0029086355214729704, ""6"": 0.0023975079973832837, ""7"": 0.0049959938171778824, ""8"": 0.0031742412414771147, ""9"": 0.0025388655472468563}","{""10"": 0.002497999199359357, ""12"": 0.004849742261192855, ""13"": 0.004156921938165304, ""14"": 0.003464101615137753, ""2"": 0.004995998398718719, ""3"": 0.002497999199359357, ""4"": 0.004800000000000001, ""5"": 0.002909845356715713, ""6"": 0.0023999999999999985, ""7"": 0.004995998398718718, ""8"": 0.0031749015732775083, ""9"": 0.002539921258622006}",4.389208108079856e-09
2,plus_0.10_y,0.0,0.1,-1,0.005,-0.004330127018922192,0.002500000000000002,converged,0,{},4,12,35,47,0.004999999999999991,0.00520416222397525,0.00520416222397525,0.0052041649986653326,"{""10"": 0.0025992682537795955, ""12"": 0.005051810431426875, ""13"": 0.0043301268420048444, ""14"": 0.003608436284754149, ""2"": 0.00520416222397525, ""3"": 0.0025992678678749474, ""4"": 0.00499999512036437, ""5"": 0.003029776147429299, ""6"": 0.0024972961009267526, ""7"": 0.00520415981627807, ""8"": 0.0033064726129646144, ""9"": 0.0026446057959970334}","{""10"": 0.002602082499332664, ""12"": 0.005051814855409225, ""13"": 0.004330127018922192, ""14"": 0.0036084391824351596, ""2"": 0.0052041649986653326, ""3"": 0.0026020824993326637, ""4"": 0.005000000000000002, ""5"": 0.0030310889132455347, ""6"": 0.0024999999999999988, ""7"": 0.0052041649986653326, ""8"": 0.003307189138830738, ""9"": 0.00264575131106459}",4.963283117831452e-09
2,plus_0.10_y,0.0,0.1,-1,0.01,-0.008660254037844385,0.005000000000000004,converged,0,{},5,15,38,50,0.009999999999999983,0.010408308661081002,0.010408308661081002,0.010408329997330665,"{""10"": 0.005192918402482666, ""12"": 0.010103629951286221, ""13"": 0.008660252603807095, ""14"": 0.0072168782523855945, ""2"": 0.010408308661081002, ""3"": 0.005192915122144765, ""4"": 0.009999961712702536, ""5"": 0.006056925714640835, ""6"": 0.004989194187990223, ""7"": 0.010408287740037363, ""8"": 0.006611510165951226, ""9"": 0.005286921063481884}","{""10"": 0.005204164998665328, ""12"": 0.01010362971081845, ""13"": 0.008660254037844385, ""14"": 0.007216878364870319, ""2"": 0.010408329997330665, ""3"": 0.005204164998665327, ""4"": 0.010000000000000004, ""5"": 0.006062177826491069, ""6"": 0.0049999999999999975, ""7"": 0.010408329997330665, ""8"": 0.006614378277661476, ""9"": 0.00529150262212918}",9.305014758709262e-09
