stage,rho,seed,gain,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,action_number
bootstrap,0.1,47,0.5,1,1,-0.008709849929208868,-0.03866927063635828,2.0087098499292084,3.502770885774112,1
bootstrap,0.1,47,0.5,2,1,-0.00435492496460399,-0.019334635318178917,2.0043549249646047,3.4834362504559335,2
bootstrap,0.1,47,0.5,3,1,-0.00217746248230255,-0.009667317659089791,2.002177462482302,3.473768932796844,3
bootstrap,0.1,47,0.5,4,1,-0.00108873124115072,-0.004833658829544785,2.0010887312411514,3.468935273967299,4
bootstrap,0.1,47,0.5,5,1,-0.000544365620575693,-0.0024168294147728364,2.0005443656205757,3.466518444552526,5
main_budget,,,,1,2,0.05301524431257865,0.0244161176666009,1.4991587837857046,2.5978439430543507,
main_budget,,,,1,3,0.003252346604790013,-0.010845237631851745,2.501708023723295,2.597656201304841,
main_budget,,,,1,4,0.03210463790159501,-0.00704749999744525,0.9993190588299817,1.7316404210604441,
main_budget,,,,1,5,-0.020719243139754262,0.017581104383596946,2.000399897380204,1.7320466736850946,
main_budget,,,,1,6,-0.06078300125937197,-0.031056889849994995,3.001569322924683,1.7310687100410835,
main_budget,,,,1,7,0.01726558321799815,-0.033043885539085105,0.499446565942306,0.8654227016872733,
main_budget,,,,1,8,-0.07428295420741304,0.033681035258377845,1.5001041313655694,0.8660417589246219,
main_budget,,,,1,9,-0.09819859882875548,0.05795076858051895,2.5007381824705126,0.8658591412406053,
main_budget,,,,1,10,-0.0683185547737013,-0.014453224444061386,3.50124001723051,0.8645450695211483,
main_budget,,,,1,12,-0.00876789703989811,-0.01629825154290618,0.9998520642156685,-1.584062905252842e-06,
main_budget,,,,1,13,-0.01784788192975162,0.015696179870073598,2.0005644746567706,8.031874556072016e-08,
main_budget,,,,1,14,-0.01972199780526207,0.10918034646901853,3.0014033923830272,0.00010521416571832032,
