real,imaginary,modulus
0.24795737992447506,0.0,0.24795737992447506
0.029532756293823473,0.0,0.029532756293823473
-0.02054833119196705,0.0,0.02054833119196705
0.00024812573992745543,0.002532482697881349,0.002544609006877666
0.00024812573992745543,-0.002532482697881349,0.002544609006877666
-0.0005436901123288753,0.0,0.0005436901123288753
0.002156722779167273,0.00071806490871272,0.0022731190816373025
0.002156722779167273,-0.00071806490871272,0.0022731190816373025
0.002124712470149619,0.0,0.002124712470149619
0.0015059130459307742,0.00021579601712693453,0.0015212961654169613
0.0015059130459307742,-0.00021579601712693453,0.0015212961654169613
0.0008130530814688691,0.0,0.0008130530814688691
0.0006216133242354299,8.778765573188824e-05,0.0006277816478409688
0.0006216133242354299,-8.778765573188824e-05,0.0006277816478409688
0.0004634110375818984,0.00016844200807733918,0.0004930745378113314
0.0004634110375818984,-0.00016844200807733918,0.0004930745378113314
