1.999999999999999556e+00,3.464101615137753498e+00
1.499999999999998668e+00,2.598076211353315124e+00
2.499999999999999112e+00,2.598076211353316012e+00
9.999999999999997780e-01,1.732050807568876971e+00
1.999999999999999556e+00,1.732050807568877193e+00
2.999999999999999112e+00,1.732050807568877859e+00
5.000000000000002220e-01,8.660254037844387076e-01
1.500000000000091482e+00,8.660254037845207531e-01
2.499999999999999556e+00,8.660254037844387076e-01
3.499999999999997780e+00,8.660254037844624664e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-3.469446951953614189e-18
1.999999999999999778e+00,1.049507702965968292e-16
2.999999999999999556e+00,-1.734723475976807094e-16
4.000000000000000000e+00,0.000000000000000000e+00
