rho,seed,gain,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,action_number
0.2,23,0.5,8,1,-0.0009359363540821786,0.00039168086313745576,2.0009359363540824,3.4637099342746165,8
0.2,23,0.5,9,1,-0.0004679681770407562,0.00019584043156917197,2.0004679681770416,3.463905774706186,9
0.2,23,0.5,10,1,-0.0002339840885208222,9.792021578425292e-05,2.0002339840885206,3.46400369492197,10
0.2,23,0.5,11,1,-0.00011699204426052212,4.8960107891904414e-05,2.0001169920442603,3.464052655029862,11
0.2,23,0.5,12,1,-5.8496022129927994e-05,2.448005394661834e-05,2.00005849602213,3.4640771350838087,12
0.2,23,0.5,13,1,-2.9248011065297064e-05,1.2240026973087126e-05,2.0000292480110646,3.464089375110782,13
0.2,23,0.5,14,1,-1.4624005532315465e-05,6.120013486210496e-06,2.0000146240055323,3.464095495124268,14
0.2,23,0.5,15,1,-7.312002766379777e-06,3.060006742661159e-06,2.000007312002766,3.464098555131011,15
0.2,23,0.5,16,1,-3.6560013827457993e-06,1.5300033722187578e-06,2.0000036560013834,3.4641000851343833,16
0.2,23,0.5,17,1,-1.8280006917059666e-06,7.650016851101782e-07,2.0000018280006917,3.4641008501360684,17
0.2,23,0.5,18,1,-9.140003460750279e-07,3.825008429991783e-07,2.0000009140003456,3.4641012326369114,18
0.2,23,0.5,19,1,-4.5700017281546934e-07,1.9125042149958915e-07,2.000000457000173,3.4641014238873327,19
0.2,23,0.5,20,1,-2.2850008662977928e-07,9.562521108286148e-08,2.0000002285000864,3.4641015195125435,20
0.2,23,0.5,21,1,-1.1425004320386734e-07,4.781260587449765e-08,2.000000114250043,3.4641015673251494,21
0.2,23,0.5,22,1,-5.712502115784446e-08,2.3906302493159615e-08,2.000000057125022,3.4641015912314517,22
0.2,23,0.5,23,1,-2.8562511245056044e-08,1.1953151135557505e-08,2.0000000285625106,3.464101603184603,23
