rho,seed,gain,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,action_number
0.01,11,0.5,3,5,-0.0015583446657183586,0.0005061277749265347,2.0015583611167918,1.7315446797685792,3
0.01,11,0.5,3,6,-0.002144734189089448,-0.0003103240098453197,3.002144762291363,1.732361115260824,3
0.01,11,0.5,3,7,-0.0011795485223140556,-0.00078865414856788,0.5011795545046118,0.8668140641272235,3
0.01,11,0.5,3,8,-0.0006376448256493195,-0.0009167623905076971,1.5006376575360834,0.8669421686175793,3
0.01,11,0.5,3,9,-0.0014516109793767384,-0.00028347557041907834,2.5014516299621183,0.8663088756764324,3
0.01,11,0.5,3,10,-0.0009593151663178645,-0.0005845524626861831,3.500959338532726,0.8666099318637996,3
0.01,11,0.5,3,12,-0.0008526597708299333,-0.00027193678447055364,1.000852676278972,0.0002719367904391073,3
0.01,11,0.5,3,13,0.00044326309863407243,4.4264991703512877e-05,1.9995567603587228,-4.426499170435426e-05,3
0.01,11,0.5,3,14,-0.0005204382596433188,0.0005060081932423697,3.0005204687140825,-0.0005060081726596978,3
0.01,11,0.5,4,2,-0.0010007719352620459,-0.00024599171665395936,1.501000780332353,2.5983222051388886,4
0.01,11,0.5,4,3,-0.0005905693603032169,-0.00012535647066491684,2.5005906021043045,2.5982015597021118,4
0.01,11,0.5,4,4,-0.0006806235978534803,-0.0004005508705501315,1.0006806307712695,1.7324513625734892,4
0.01,11,0.5,4,5,-0.0007791723397854167,0.0002530638938328389,2.000779188777006,1.731797743662412,4
0.01,11,0.5,4,6,-0.0010723671129826418,-0.00015516197094700424,3.0010723951783804,1.732205953289877,4
0.01,11,0.5,4,7,-0.0005897742642297921,-0.0003943270717890468,0.500589780240382,0.8664197370554345,4
0.01,11,0.5,4,8,-0.00031882241368585973,-0.0004583811945533256,1.5003188351223975,0.866483787423026,4
0.01,11,0.5,4,9,-0.0007258054938055203,-0.00014173777809622923,2.500725824468313,0.8661671378983362,4
0.01,11,0.5,4,10,-0.0004796575854784102,-0.00029227620385241515,3.5004796809472474,0.8663176556599472,4
0.01,11,0.5,4,12,-0.00042632988570434627,-0.00013596839374347184,1.0004263463932677,0.00013596839669563547,4
0.01,11,0.5,4,13,0.00022163155040888505,2.2132495852034082e-05,1.9997783919091316,-2.2132495852320176e-05,4
0.01,11,0.5,4,14,-0.0002602191393301645,0.00025300409144773033,3.0002602495747523,-0.00025300408121196747,4
0.01,11,0.5,5,2,-0.0005003859774045383,-0.00012299585853492445,1.5005003943549484,2.5981992092803536,5
