rho,seed,gain,round,alpha_rad,beta_rad,target_alpha_rad,target_beta_rad,max_angle_error_rad,relay_scalar_count,measurement_slot_count,measurement_tx_count,estimate_x,estimate_y,action_x,action_y,action_applied,event,failure
0.01,23,0.5,14,1.0471971590604263,1.0471978092100045,1.0471975511965976,1.0471975511965976,3.9213617131217404e-07,2,2,4,2.00000150145602,3.4641010786462703,-7.5072800997944e-07,2.682457420633e-07,True,observe_and_move,
0.01,23,0.5,15,1.047197355128505,1.0471976802032814,1.0471975511965976,1.0471975511965976,1.9606809265049208e-07,2,2,4,2.0000007507280095,3.4641013468920114,-3.753640047676754e-07,1.341228714757392e-07,True,observe_and_move,
0.01,23,0.5,16,1.0471974531625496,1.0471976156999347,1.0471975511965976,1.0471975511965976,9.803404799058058e-08,2,2,4,2.0000003753640048,3.464101481014883,-1.876820023838377e-07,6.70614357378696e-08,True,observe_and_move,
0.01,23,0.5,17,1.0471975021795732,1.047197583448265,1.0471975511965976,1.0471975511965976,4.90170244393795e-08,2,2,4,2.0000001876820024,3.464101548076319,-9.384100119191885e-08,3.35307177579125e-08,True,observe_and_move,
0.01,23,0.5,18,1.0471975266880853,1.0471975673224312,1.0471975511965976,1.0471975511965976,2.450851233071205e-08,2,2,4,2.0000000938410016,3.4641015816070366,-4.692050081800403e-08,1.676535887895625e-08,True,observe_and_move,
0.01,23,0.5,19,1.0471975389423416,1.0471975592595144,1.0471975511965976,1.0471975511965976,1.2254256054333723e-08,2,2,4,2.000000046920501,3.4641015983723964,-2.3460250409002015e-08,8.382678995388915e-09,True,observe_and_move,
0.01,23,0.5,20,1.0471975450694695,1.047197555228056,1.0471975511965976,1.0471975511965976,6.127128138189164e-09,2,2,4,2.00000002346025,3.464101606755074,0.0,0.0,False,stop_angle_threshold,
0.01,47,0.5,1,1.047781926035441,1.0484902914077143,1.0471975511965976,1.0471975511965976,0.0012927402111166941,2,2,4,2.0016376773383713,3.4716217233602458,-0.0008188386691856397,-0.003760054111245692,True,observe_and_move,
0.01,47,0.5,2,1.0474900061652468,1.04784438128011,1.0471975511965976,1.0471975511965976,0.0006468300835122953,2,2,4,2.000818838669186,3.467861669249001,-0.0004094193345929309,-0.0018800270556234011,True,observe_and_move,
0.01,47,0.5,3,1.0473438456570197,1.0475210813218443,1.0471975511965976,1.0471975511965976,0.0003235301252466627,2,2,4,2.000409419334592,3.465981642193378,-0.00020470966729591034,-0.0009400135278117006,True,observe_and_move,
0.01,47,0.5,4,1.0472707151819483,1.0473593450412224,1.0471975511965976,1.0471975511965976,0.0001617938446247802,2,2,4,2.0002047096672966,3.4650416286655665,-0.00010235483364828823,-0.0004700067639060723,True,observe_and_move,
0.01,47,0.5,5,1.0472341373794483,1.0472784553158017,1.0471975511965976,1.0471975511965976,8.090411920402829e-05,2,2,4,2.0001023548336487,3.464571621901661,-5.117741682436616e-05,-0.00023500338195336923,True,observe_and_move,
0.01,47,0.5,6,1.0472158453357407,1.0472380050555965,1.0471975511965976,1.0471975511965976,4.0453858998867886e-05,2,2,4,2.0000511774168244,3.4643366185197078,-2.558870841218308e-05,-0.00011750169097668461,True,observe_and_move,
0.01,47,0.5,7,1.0472066985281203,1.047217778575968,1.0471975511965976,1.0471975511965976,2.022737937035224e-05,2,2,4,2.0000255887084117,3.4642191168287293,-1.2794354205869496e-05,-5.875084548745413e-05,True,observe_and_move,
0.01,47,0.5,8,1.0472021249278496,1.0472076649987534,1.0471975511965976,1.0471975511965976,1.0113802155764517e-05,2,2,4,2.000012794354206,3.4641603659832425,-6.397177102934748e-06,-2.937542274406013e-05,True,observe_and_move,
0.01,47,0.5,9,1.0471998380785967,1.0472026081257935,1.0471975511965976,1.0471975511965976,5.05692919583467e-06,2,2,4,2.000006397177103,3.464130990560499,-3.1985885515783963e-06,-1.468771137225211e-05,True,observe_and_move,
0.01,47,0.5,10,1.0471986946416905,1.047200079668225,1.0471975511965976,1.0471975511965976,2.5284716274054375e-06,2,2,4,2.0000031985885514,3.4641163028491264,-1.5992942756781758e-06,-7.343855686015033e-06,True,observe_and_move,
0.01,47,0.5,11,1.0471981229201675,1.0471988154341687,1.0471975511965976,1.0471975511965976,1.2642375710747444e-06,2,2,4,2.0000015992942752,3.4641089589934397,-7.996471376170433e-07,-3.6719278426744495e-06,True,observe_and_move,
0.01,47,0.5,12,1.0471978370586383,1.0471981833158226,1.0471975511965976,1.0471975511965976,6.321192249636454e-07,2,2,4,2.000000799647138,3.4641052870655966,-3.9982356891954396e-07,-1.8359639211151801e-06,True,observe_and_move,
0.01,47,0.5,13,1.047197694127682,1.04719786725632,1.0471975511965976,1.0471975511965976,3.160597223939021e-07,2,2,4,2.000000399823569,3.4641034511016753,-1.9991178445977198e-07,-9.179819604465678e-07,True,observe_and_move,
0.01,47,0.5,14,1.0471976226621558,1.0471977092264864,1.0471975511965976,1.0471975511965976,1.5802988873048207e-07,2,2,4,2.0000001999117853,3.4641025331197155,-9.99558926739752e-08,-4.589909805563508e-07,True,observe_and_move,
0.01,47,0.5,15,1.047197586929381,1.0471976302115487,1.0471975511965976,1.0471975511965976,7.901495102657918e-08,2,2,4,2.000000099955891,3.4641020741287347,-4.997794555983148e-08,-2.294954901671531e-07,True,observe_and_move,
0.01,47,0.5,16,1.0471975690629902,1.0471975907040751,1.0471975511965976,1.0471975511965976,3.9507477511691036e-08,2,2,4,2.0000000499779462,3.464101844633245,-2.498897311298265e-08,-1.1474774530562115e-07,True,observe_and_move,
0.01,47,0.5,17,1.0471975601297943,1.0471975709503367,1.0471975511965976,1.0471975511965976,1.9753739088912425e-08,2,2,4,2.000000024988973,3.4641017298855,-1.2494486556491324e-08,-5.737387276383288e-08,True,observe_and_move,
0.01,47,0.5,18,1.047197555663196,1.0471975610734672,1.0471975511965976,1.0471975511965976,9.876869544456213e-09,2,2,4,2.000000012494486,3.4641016725116267,0.0,0.0,False,stop_angle_threshold,
0.05,11,0.5,1,1.0417175863026065,1.0683878514397276,1.0471975511965976,1.0471975511965976,0.021190300243129956,2,2,4,2.0621564666183527,3.52698215518107,-0.031078233309176362,-0.031440270021657835,True,observe_and_move,
0.05,11,0.5,2,1.0444285626782175,1.0578247633255118,1.0471975511965976,1.0471975511965976,0.010627212128914154,2,2,4,2.031078233309176,3.495541885159413,-0.015539116654587959,-0.01572013501082936,True,observe_and_move,
0.05,11,0.5,3,1.0458056922695074,1.0525190598505092,1.0471975511965976,1.0471975511965976,0.005321508653911566,2,2,4,2.0155391166545886,3.479821750148584,-0.0077695583272943125,-0.007860067505414792,True,observe_and_move,
0.05,11,0.5,4,1.0464997661704376,1.0498602667863155,1.0471975511965976,1.0471975511965976,0.002662715589717868,2,2,4,2.0077695583272948,3.4719616826431685,-0.0038847791636473783,-0.003930033752707063,True,observe_and_move,
0.05,11,0.5,5,1.0468481929773739,1.0485293974922243,1.0471975511965976,1.0471975511965976,0.0013318462956266597,2,2,4,2.0038847791636467,3.4680316488904626,-0.001942389581823356,-0.0019650168763540865,True,observe_and_move,
0.05,11,0.5,6,1.047022755432502,1.0478635962416867,1.0471975511965976,1.0471975511965976,0.0006660450450890476,2,2,4,2.0019423895818234,3.4660666320141096,-0.000971194790911678,-0.0009825084381775984,True,observe_and_move,
0.05,11,0.5,7,1.047110124122372,1.047530604164906,1.0471975511965976,1.0471975511965976,0.00033305296830832276,2,2,4,2.0009711947909117,3.4650841235759318,-0.000485597395455839,-0.0004912542190886882,True,observe_and_move,
0.05,11,0.5,8,1.0471538303578667,1.0473640852886192,1.0471975511965976,1.0471975511965976,0.00016653409202160852,2,2,4,2.000485597395456,3.4645928693568426,-0.00024279869772803053,-0.00024562710954412204,True,observe_and_move,
0.05,11,0.5,9,1.0471756889513806,1.0472808201441284,1.0471975511965976,1.0471975511965976,8.326894753074576e-05,2,2,4,2.000242798697728,3.4643472422472974,-0.00012139934886401527,-0.0001228135547715059,True,observe_and_move,
0.05,11,0.5,10,1.0471866196174704,1.0472391861456873,1.0471975511965976,1.0471975511965976,4.163494908970833e-05,2,2,4,2.0001213993488647,3.4642244286925266,-6.06996744323407e-05,-6.140677738608602e-05,True,observe_and_move,
0.05,11,0.5,11,1.0471920852928975,1.0472183687899663,1.0471975511965976,1.0471975511965976,2.081759336869382e-05,2,2,4,2.0000606996744312,3.4641630219151396,-3.034983721561524e-05,-3.070338869259892e-05,True,observe_and_move,
0.05,11,0.5,12,1.0471948182162127,1.0472079600229873,1.0471975511965976,1.0471975511965976,1.0408826389696202e-05,2,2,4,2.0000303498372154,3.464132318526448,-1.5174918607696597e-05,-1.5351694346854572e-05,True,observe_and_move,
0.05,11,0.5,13,1.0471961846992712,1.0472027556172188,1.0471975511965976,1.0471975511965976,5.204420621129913e-06,2,2,4,2.0000151749186084,3.4641169668321012,-7.587459304181365e-06,-7.675847173427286e-06,True,observe_and_move,
0.05,11,0.5,14,1.0471968679461512,1.0472001534087647,1.0471975511965976,1.0471975511965976,2.602212167079898e-06,2,2,4,2.0000075874593035,3.4641092909849283,-3.7937296517576158e-06,-3.837923586935688e-06,True,observe_and_move,
0.05,11,0.5,15,1.0471972095709285,1.0471988523031452,1.0471975511965976,1.0471975511965976,1.3011065476131733e-06,2,2,4,2.0000037937296513,3.46410545306134,-1.8968648256567633e-06,-1.91896179280171e-06,True,observe_and_move,
0.05,11,0.5,16,1.0471973803836516,1.0471982017499877,1.0471975511965976,1.0471975511965976,6.505533900469374e-07,2,2,4,2.0000018968648265,3.4641035340995483,-9.484324132724709e-07,-9.594808969559665e-07,True,observe_and_move,
0.05,11,0.5,17,1.0471974657900969,1.0471978764733216,1.0471975511965976,1.0471975511965976,3.252767240002896e-07,2,2,4,2.0000009484324126,3.464102574618651,-4.742162063031685e-07,-4.797404482559386e-07,True,observe_and_move,
0.05,11,0.5,18,1.0471975084933405,1.0471977138349668,1.0471975511965976,1.0471975511965976,1.6263836921659447e-07,2,2,4,2.0000004742162063,3.4641020948782035,-2.3710810315158426e-07,-2.3987022457205853e-07,True,observe_and_move,
0.05,11,0.5,19,1.0471975298449674,1.0471976325157841,1.0471975511965976,1.0471975511965976,8.131918649567638e-08,2,2,4,2.0000002371081025,3.4641018550079785,-1.1855405124272522e-07,-1.1993511206398466e-07,True,observe_and_move,
0.05,11,0.5,20,1.047197540520782,1.0471975918561915,1.0471975511965976,1.0471975511965976,4.0659593913972e-08,2,2,4,2.0000001185540524,3.464101735072868,-5.9277026176474124e-08,-5.996755669812615e-08,True,observe_and_move,
0.05,11,0.5,21,1.0471975458586897,1.0471975715263946,1.0471975511965976,1.0471975511965976,2.0329796956986e-08,2,2,4,2.000000059277026,3.4641016751053098,-2.963851297721476e-08,-2.998377768292926e-08,True,observe_and_move,
0.05,11,0.5,22,1.0471975485276437,1.047197561361496,1.0471975511965976,1.0471975511965976,1.0164898478493e-08,2,2,4,2.0000000296385125,3.4641016451215325,-1.4819256266562775e-08,-1.4991889063509234e-08,True,observe_and_move,
0.05,11,0.5,23,1.0471975498621207,1.047197556279047,1.0471975511965976,1.0471975511965976,5.082449350268803e-09,2,2,4,2.0000000148192565,3.464101630129643,0.0,0.0,False,stop_angle_threshold,
0.05,23,0.5,1,1.0311648423576194,1.0577470522498853,1.0471975511965976,1.0471975511965976,0.016032708838978227,2,2,4,2.0611889676522397,3.4414590706296746,-0.030594483826119845,0.011321272254039894,True,observe_and_move,
0.05,23,0.5,2,1.0391696885355424,1.0524391377655817,1.0471975511965976,1.0471975511965976,0.008027862661055263,2,2,4,2.03059448382612,3.4527803428837154,-0.015297241913059922,0.005660636127019503,True,observe_and_move,
0.05,23,0.5,3,1.043180801138731,1.049810113266908,1.0471975511965976,1.0471975511965976,0.004016750057866725,2,2,4,2.0152972419130593,3.4584409790107338,-0.007648620956529628,0.0028303180635103065,True,observe_and_move,
0.05,23,0.5,4,1.0451884788357144,1.0485017818680016,1.0471975511965976,1.0471975511965976,0.002009072360883213,2,2,4,2.0076486209565307,3.4612712970742443,-0.003824310478265369,0.0014151590317550422,True,observe_and_move,
0.05,23,0.5,5,1.0461928416055006,1.0478491548693054,1.0471975511965976,1.0471975511965976,0.0010047095910969972,2,2,4,2.003824310478265,3.4626864561059985,-0.0019121552391325736,0.0007075795158779652,True,observe_and_move,
0.05,23,0.5,6,1.0466951531639002,1.0475232252330684,1.0471975511965976,1.0471975511965976,0.0005023980326974709,2,2,4,2.0019121552391326,3.4633940356218766,-0.0009560776195662868,0.0003537897579388716,True,observe_and_move,
