rho,seed,gain,max_rounds,online_status,status,actual_spacing_d,d_actual,d_actual_ratio,actual_spacing_over_template_d,raw_base_length,raw_max_perturbation_d,initial_max_deviation_d,initial_rms_deviation_d,initial_max_error_d,initial_rms_error_d,mirrored_apex_side,measurement_slots,tx_uses,bootstrap_relay_scalars,action_count,bootstrap_cumulative_move_d,main_cumulative_move_d,total_cumulative_move_d,bootstrap_cumulative_move_raw_d,main_cumulative_move_raw_d,total_cumulative_move_raw_d,final_max_position_error_d,final_rms_position_error_d,shape_error_pass,bootstrap_status,bootstrap_rounds,bootstrap_actions,main_status,main_broadcast_slots,main_actions,failure_types_json,bootstrap_summary_json,main_summary_json
0.2,11,1.0,30,success,success,0.9857878440725273,0.9857878440725273,0.9857878440725273,0.9857878440725273,3.943151376290109,0.20000000000000004,0.35744072985575454,0.22424371728034911,0.35744072985575454,0.22424371728034914,False,6,14,4,13,0.3574407298557557,2.571941371992063,2.929382101847819,0.35236072646821603,2.535388540176994,2.8877492666452103,2.8108601893111292e-15,1.198896833063046e-15,True,converged,2,1,converged,2,12,[],"{""status"":""converged"",""failure"":null,""rounds"":2,""stop_round"":2,""action_count"":1,""relay_scalar_count"":4,""angle_slots"":4,""tx_uses"":8,""final_angle_error_rad"":2.220446049250313e-16,""final_apex_x"":1.9999999999999996,""final_apex_y"":3.464101615137753}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":2,""measurement_slots"":2,""angle_rows"":72,""tx_uses"":6,""action_count"":12,""receiver_rounds"":{""2"":2,""3"":2,""4"":2,""5"":2,""6"":2,""7"":2,""8"":2,""9"":2,""10"":2,""12"":2,""13"":2,""14"":2},""receiver_actions"":{""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1,""8"":1,""9"":1,""10"":1,""12"":1,""13"":1,""14"":1},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":4.440892098500626e-16,""3"":2.220446049250313e-16,""4"":2.220446049250313e-16,""5"":4.440892098500626e-16,""6"":2.220446049250313e-16,""7"":1.7763568394002505e-15,""8"":0.0,""9"":0.0,""10"":4.440892098500626e-16,""12"":0.0,""13"":2.220446049250313e-16,""14"":4.440892098500626e-16},""final_max_angle_error_rad"":1.7763568394002505e-15}"
0.2,23,1.0,30,success,success,1.0059851712002195,1.0059851712002195,1.0059851712002195,1.0059851712002195,4.023940684800878,0.2,0.33282488903972357,0.18282591529229458,0.33282488903972357,0.18282591529229458,False,6,14,4,13,0.25973477372056214,2.069952333788904,2.329687107509466,0.26128933080793,2.082341352882924,2.3436306836908543,7.025581830811436e-13,1.8370863852126897e-13,True,converged,2,1,converged,2,12,[],"{""status"":""converged"",""failure"":null,""rounds"":2,""stop_round"":2,""action_count"":1,""relay_scalar_count"":4,""angle_slots"":4,""tx_uses"":8,""final_angle_error_rad"":2.220446049250313e-16,""final_apex_x"":2.0000000000000004,""final_apex_y"":3.4641016151377553}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":2,""measurement_slots"":2,""angle_rows"":72,""tx_uses"":6,""action_count"":12,""receiver_rounds"":{""2"":2,""3"":2,""4"":2,""5"":2,""6"":2,""7"":2,""8"":2,""9"":2,""10"":2,""12"":2,""13"":2,""14"":2},""receiver_actions"":{""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1,""8"":1,""9"":1,""10"":1,""12"":1,""13"":1,""14"":1},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":5.88418203051333e-14,""3"":0.0,""4"":0.0,""5"":4.440892098500626e-16,""6"":2.220446049250313e-16,""7"":4.218847493575595e-15,""8"":6.838973831690964e-14,""9"":0.0,""10"":2.220446049250313e-16,""12"":2.220446049250313e-16,""13"":2.0472512574087887e-13,""14"":1.1102230246251565e-15},""final_max_angle_error_rad"":2.0472512574087887e-13}"
0.2,47,1.0,30,success,success,0.9354469278802826,0.9354469278802826,0.9354469278802826,0.9354469278802826,3.7417877115211304,0.2,0.2373973514748413,0.1264692574494897,0.2373973514748413,0.12646925744948967,False,6,14,4,13,0.1640173629112989,1.3609980343991668,1.5250153973104656,0.15342953825439995,1.2731414301298039,1.4265709683842036,1.0827128089576913e-13,3.647287707711677e-14,True,converged,2,1,converged,2,12,[],"{""status"":""converged"",""failure"":null,""rounds"":2,""stop_round"":2,""action_count"":1,""relay_scalar_count"":4,""angle_slots"":4,""tx_uses"":8,""final_angle_error_rad"":0.0,""final_apex_x"":2.0,""final_apex_y"":3.4641016151377535}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":2,""measurement_slots"":2,""angle_rows"":72,""tx_uses"":6,""action_count"":12,""receiver_rounds"":{""2"":2,""3"":2,""4"":2,""5"":2,""6"":2,""7"":2,""8"":2,""9"":2,""10"":2,""12"":2,""13"":2,""14"":2},""receiver_actions"":{""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1,""8"":1,""9"":1,""10"":1,""12"":1,""13"":1,""14"":1},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":2.220446049250313e-16,""3"":8.881784197001252e-16,""4"":6.661338147750939e-16,""5"":2.220446049250313e-15,""6"":3.68594044175552e-14,""7"":2.220446049250313e-16,""8"":2.220446049250313e-16,""9"":4.440892098500626e-16,""10"":2.220446049250313e-16,""12"":6.838973831690964e-14,""13"":0.0,""14"":2.220446049250313e-16},""final_max_angle_error_rad"":6.838973831690964e-14}"
0.0,ideal,0.5,30,success,success,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,False,3,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,converged,1,0,converged,1,0,[],"{""status"":""converged"",""failure"":null,""rounds"":1,""stop_round"":1,""action_count"":0,""relay_scalar_count"":2,""angle_slots"":2,""tx_uses"":4,""final_angle_error_rad"":0.0,""final_apex_x"":2.0,""final_apex_y"":3.4641016151377544}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":1,""measurement_slots"":1,""angle_rows"":36,""tx_uses"":3,""action_count"":0,""receiver_rounds"":{""2"":1,""3"":1,""4"":1,""5"":1,""6"":1,""7"":1,""8"":1,""9"":1,""10"":1,""12"":1,""13"":1,""14"":1},""receiver_actions"":{""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""12"":0,""13"":0,""14"":0},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":0.0,""3"":0.0,""4"":0.0,""5"":0.0,""6"":0.0,""7"":0.0,""8"":0.0,""9"":0.0,""10"":0.0,""12"":0.0,""13"":0.0,""14"":0.0},""final_max_angle_error_rad"":0.0}"
0.01,11,0.5,30,success,success,0.9992560497247158,0.9992560497247158,0.9992560497247158,0.9992560497247158,3.9970241988988633,0.01,0.017631153024556156,0.01106106541288874,0.017631153024556156,0.01106106541288874,False,62,146,40,260,0.01763111939579886,0.12686354171332603,0.1444946611091249,0.017618002719670785,0.12676916154654488,0.14438716426621567,3.919345751305256e-08,2.6189694314692622e-08,True,converged,20,19,converged,22,241,[],"{""status"":""converged"",""failure"":null,""rounds"":20,""stop_round"":20,""action_count"":19,""relay_scalar_count"":40,""angle_slots"":40,""tx_uses"":80,""final_angle_error_rad"":8.091154635181397e-09,""final_apex_x"":2.000000023461724,""final_apex_y"":3.464101639230092}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":22,""measurement_slots"":22,""angle_rows"":759,""tx_uses"":66,""action_count"":241,""receiver_rounds"":{""2"":22,""3"":22,""4"":21,""5"":22,""6"":22,""7"":21,""8"":21,""9"":21,""10"":22,""12"":20,""13"":18,""14"":21},""receiver_actions"":{""2"":21,""3"":21,""4"":20,""5"":21,""6"":21,""7"":20,""8"":20,""9"":20,""10"":21,""12"":19,""13"":17,""14"":20},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":7.5652888398281e-09,""3"":5.8403180069888094e-09,""4"":5.996064533775325e-09,""5"":5.4546727135118545e-09,""6"":7.677292579444384e-09,""7"":6.380130201932843e-09,""8"":5.1926600797003175e-09,""9"":8.54339976541496e-09,""10"":5.712214257158621e-09,""12"":5.532572178168493e-09,""13"":9.160863623236537e-09,""14"":5.147377635239536e-09},""final_max_angle_error_rad"":9.160863623236537e-09}"
0.01,23,0.5,30,success,success,1.0002244189438136,1.0002244189438136,1.0002244189438136,1.0002244189438136,4.000897675775255,0.01,0.016737089029173445,0.009193944689400999,0.016737089029173445,0.009193944689400999,False,62,146,40,253,0.013061510371541536,0.10409348119549688,0.11715499156703842,0.013064441621903728,0.10411684174460466,0.11718128336650839,4.586301263067376e-08,2.6393773264998964e-08,True,converged,20,19,converged,22,234,[],"{""status"":""converged"",""failure"":null,""rounds"":20,""stop_round"":20,""action_count"":19,""relay_scalar_count"":40,""angle_slots"":40,""tx_uses"":80,""final_angle_error_rad"":6.127128138189164e-09,""final_apex_x"":2.0000000234602506,""final_apex_y"":3.4641016067550745}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":22,""measurement_slots"":22,""angle_rows"":738,""tx_uses"":66,""action_count"":234,""receiver_rounds"":{""2"":22,""3"":21,""4"":21,""5"":21,""6"":20,""7"":19,""8"":20,""9"":21,""10"":20,""12"":19,""13"":20,""14"":22},""receiver_actions"":{""2"":21,""3"":20,""4"":20,""5"":20,""6"":19,""7"":18,""8"":19,""9"":20,""10"":19,""12"":18,""13"":19,""14"":21},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":8.032022602577626e-09,""3"":5.362880806103476e-09,""4"":7.281626857036372e-09,""5"":7.120223077805576e-09,""6"":6.92400647928082e-09,""7"":7.69334040917613e-09,""8"":6.820133346963075e-09,""9"":6.3256671012368315e-09,""10"":9.116838617373446e-09,""12"":6.273467523243426e-09,""13"":7.957457359708542e-09,""14"":6.305741706569279e-09},""final_max_angle_error_rad"":9.116838617373446e-09}"
0.01,47,0.5,30,success,success,0.9967664181144954,0.9967664181144954,0.9967664181144954,0.9967664181144954,3.9870656724579816,0.01,0.01113965213355235,0.005934453458825809,0.01113965213355235,0.005934453458825809,False,58,138,36,245,0.007696305016481665,0.06386338668125523,0.07155969169773689,0.007671418383995051,0.06365687919093574,0.0713282975749308,5.871859469338218e-08,2.9404209350632995e-08,True,converged,18,17,converged,22,228,[],"{""status"":""converged"",""failure"":null,""rounds"":18,""stop_round"":18,""action_count"":17,""relay_scalar_count"":36,""angle_slots"":36,""tx_uses"":72,""final_angle_error_rad"":9.876869544456213e-09,""final_apex_x"":2.0000000124944863,""final_apex_y"":3.4641016725116263}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":22,""measurement_slots"":22,""angle_rows"":720,""tx_uses"":66,""action_count"":228,""receiver_rounds"":{""2"":20,""3"":17,""4"":20,""5"":19,""6"":21,""7"":20,""8"":21,""9"":21,""10"":21,""12"":19,""13"":19,""14"":22},""receiver_actions"":{""2"":19,""3"":16,""4"":19,""5"":18,""6"":20,""7"":19,""8"":20,""9"":20,""10"":20,""12"":18,""13"":18,""14"":21},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":9.168560133332448e-09,""3"":7.5155557333062e-09,""4"":5.857901275163613e-09,""5"":8.33373547948213e-09,""6"":6.394950791133169e-09,""7"":7.848301564195026e-09,""8"":6.3118918980364924e-09,""9"":6.070623337350867e-09,""10"":8.257608374862002e-09,""12"":8.077222890534586e-09,""13"":5.764253963036481e-09,""14"":6.7230709888121964e-09},""final_max_angle_error_rad"":9.168560133332448e-09}"
0.05,11,0.5,30,success,success,0.996314963988466,0.996314963988466,0.996314963988466,0.996314963988466,3.985259855953864,0.05000000000000001,0.08841599775276833,0.05546858638950533,0.08841599775276833,0.05546858638950534,False,70,164,46,289,0.08841597667275237,0.6361913047750984,0.7246072814478508,0.08809016061471833,0.6338469169067774,0.7219370775214957,2.9217359044542218e-08,1.9818863730861415e-08,True,converged,23,22,converged,24,267,[],"{""status"":""converged"",""failure"":null,""rounds"":23,""stop_round"":23,""action_count"":22,""relay_scalar_count"":46,""angle_slots"":46,""tx_uses"":92,""final_angle_error_rad"":5.082449350268803e-09,""final_apex_x"":2.000000014819257,""final_apex_y"":3.464101630129643}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":24,""measurement_slots"":24,""angle_rows"":837,""tx_uses"":72,""action_count"":267,""receiver_rounds"":{""2"":24,""3"":24,""4"":23,""5"":24,""6"":24,""7"":23,""8"":23,""9"":24,""10"":24,""12"":22,""13"":21,""14"":23},""receiver_actions"":{""2"":23,""3"":23,""4"":22,""5"":23,""6"":23,""7"":22,""8"":22,""9"":23,""10"":23,""12"":21,""13"":20,""14"":22},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":9.552223456665843e-09,""3"":7.303972093808397e-09,""4"":7.550043035209342e-09,""5"":6.839276256442872e-09,""6"":9.59597823424474e-09,""7"":8.119725780630915e-09,""8"":6.459952572868133e-09,""9"":5.332293273596633e-09,""10"":7.16241865816869e-09,""12"":6.773491989520153e-09,""13"":5.682568859910475e-09,""14"":6.502613558723169e-09},""final_max_angle_error_rad"":9.59597823424474e-09}"
0.05,23,0.5,30,success,success,1.0012011939228018,1.0012011939228018,1.0012011939228018,1.0012011939228018,4.004804775691207,0.05,0.08360380136695494,0.045924875242741844,0.08360380136695494,0.04592487524274184,False,68,160,44,280,0.06524393094052183,0.519960494701288,0.5852044256418099,0.06532230155386728,0.5205850680876203,0.5859073696414875,5.738880551250349e-08,3.221539965348484e-08,True,converged,22,21,converged,24,259,[],"{""status"":""converged"",""failure"":null,""rounds"":22,""stop_round"":22,""action_count"":21,""relay_scalar_count"":44,""angle_slots"":44,""tx_uses"":88,""final_angle_error_rad"":7.666644208370599e-09,""final_apex_x"":2.0000000291771736,""final_apex_y"":3.4641016043409474}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":24,""measurement_slots"":24,""angle_rows"":813,""tx_uses"":72,""action_count"":259,""receiver_rounds"":{""2"":24,""3"":23,""4"":23,""5"":23,""6"":22,""7"":21,""8"":22,""9"":23,""10"":23,""12"":21,""13"":22,""14"":24},""receiver_actions"":{""2"":23,""3"":22,""4"":22,""5"":22,""6"":21,""7"":20,""8"":21,""9"":22,""10"":22,""12"":20,""13"":21,""14"":23},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":9.973251557937601e-09,""3"":6.459736301422936e-09,""4"":9.15451670024936e-09,""5"":8.902948156475077e-09,""6"":8.499470016687383e-09,""7"":9.297905778637983e-09,""8"":8.523394434689635e-09,""9"":7.919956690471963e-09,""10"":5.792840207519134e-09,""12"":7.735878160275433e-09,""13"":9.824581592710047e-09,""14"":7.91863330462661e-09},""final_max_angle_error_rad"":9.973251557937601e-09}"
0.05,47,0.5,30,success,success,0.9838380235732199,0.9838380235732199,0.9838380235732199,0.9838380235732199,3.9353520942928797,0.05,0.05643017900383264,0.0300621838955639,0.05643017900383264,0.030062183895563904,False,66,156,42,276,0.0389874624319104,0.3235138177598511,0.36250128019176153,0.038357347983145884,0.31828519506347874,0.3566425430466247,3.7181376766292795e-08,2.029248137455306e-08,True,converged,21,20,converged,24,256,[],"{""status"":""converged"",""failure"":null,""rounds"":21,""stop_round"":21,""action_count"":20,""relay_scalar_count"":42,""angle_slots"":42,""tx_uses"":84,""final_angle_error_rad"":6.27552720899871e-09,""final_apex_x"":2.000000008024665,""final_apex_y"":3.464101651442844}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":24,""measurement_slots"":24,""angle_rows"":804,""tx_uses"":72,""action_count"":256,""receiver_rounds"":{""2"":23,""3"":19,""4"":22,""5"":22,""6"":23,""7"":22,""8"":23,""9"":23,""10"":24,""12"":22,""13"":21,""14"":24},""receiver_actions"":{""2"":22,""3"":18,""4"":21,""5"":21,""6"":22,""7"":21,""8"":22,""9"":22,""10"":23,""12"":21,""13"":20,""14"":23},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":5.821398696426172e-09,""3"":9.59500212616149e-09,""4"":7.426512294017584e-09,""5"":5.270955227842933e-09,""6"":8.097020387509701e-09,""7"":9.920812615860086e-09,""8"":8.001086015951842e-09,""9"":7.687957603863538e-09,""10"":5.223196097858818e-09,""12"":5.1063047123989236e-09,""13"":7.326995898893074e-09,""14"":8.51955839209495e-09},""final_max_angle_error_rad"":9.920812615860086e-09}"
0.1,11,0.5,30,success,success,0.992717292188455,0.992717292188455,0.992717292188455,0.992717292188455,3.97086916875382,0.10000000000000002,0.1774728461168589,0.11133921628245336,0.1774728461168589,0.11133921628245336,False,73,171,48,302,0.17747282496044714,1.2769940249424716,1.4544668499029187,0.17618034223177073,1.2676940505817267,1.4438743928134974,2.9415127667830878e-08,1.9990034930731085e-08,True,converged,24,23,converged,25,279,[],"{""status"":""converged"",""failure"":null,""rounds"":24,""stop_round"":24,""action_count"":23,""relay_scalar_count"":48,""angle_slots"":48,""tx_uses"":96,""final_angle_error_rad"":5.113786061272663e-09,""final_apex_x"":2.000000015013711,""final_apex_y"":3.4641016300435314}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":25,""measurement_slots"":25,""angle_rows"":873,""tx_uses"":75,""action_count"":279,""receiver_rounds"":{""2"":25,""3"":25,""4"":24,""5"":25,""6"":25,""7"":24,""8"":24,""9"":25,""10"":25,""12"":23,""13"":22,""14"":24},""receiver_actions"":{""2"":24,""3"":24,""4"":23,""5"":24,""6"":24,""7"":23,""8"":23,""9"":24,""10"":24,""12"":22,""13"":21,""14"":23},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":9.6715657704749e-09,""3"":7.307143334855937e-09,""4"":7.693043091450136e-09,""5"":6.864531609807045e-09,""6"":9.5934020727384e-09,""7"":8.301327181214901e-09,""8"":6.419668352464214e-09,""9"":5.32202548697569e-09,""10"":7.189151496334034e-09,""12"":6.592121959414499e-09,""13"":5.62713764473699e-09,""14"":6.588039003219137e-09},""final_max_angle_error_rad"":9.6715657704749e-09}"
0.1,23,0.5,30,success,success,1.002599688341454,1.002599688341454,1.002599688341454,1.002599688341454,4.010398753365816,0.1,0.16697437016671612,0.09172163218971498,0.16697437016671612,0.09172163218971498,False,71,167,46,293,0.1303058795798827,1.03847070944103,1.1687765890209127,0.13064463425584946,1.0411704096373053,1.171815043893155,5.7445107965919646e-08,3.20197672573341e-08,True,converged,23,22,converged,25,271,[],"{""status"":""converged"",""failure"":null,""rounds"":23,""stop_round"":23,""action_count"":22,""relay_scalar_count"":46,""angle_slots"":46,""tx_uses"":92,""final_angle_error_rad"":7.673530477703139e-09,""final_apex_x"":2.0000000289824653,""final_apex_y"":3.4641016039486123}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":25,""measurement_slots"":25,""angle_rows"":849,""tx_uses"":75,""action_count"":271,""receiver_rounds"":{""2"":25,""3"":24,""4"":24,""5"":24,""6"":23,""7"":22,""8"":23,""9"":24,""10"":24,""12"":22,""13"":23,""14"":25},""receiver_actions"":{""2"":24,""3"":23,""4"":23,""5"":23,""6"":22,""7"":21,""8"":22,""9"":23,""10"":23,""12"":21,""13"":22,""14"":24},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":9.886607088560595e-09,""3"":6.1540290641204365e-09,""4"":9.216532426137292e-09,""5"":8.903080050970402e-09,""6"":8.302923015790498e-09,""7"":8.898012104907593e-09,""8"":8.518148852942886e-09,""9"":7.933143475469251e-09,""10"":5.90873439065831e-09,""12"":7.601299145676421e-09,""13"":9.668998934841966e-09,""14"":7.96116372825395e-09},""final_max_angle_error_rad"":9.886607088560595e-09}"
0.1,47,0.5,30,success,success,0.9676913254328862,0.9676913254328862,0.9676913254328862,0.9676913254328862,3.8707653017315446,0.1,0.1147435226954799,0.061127590608246296,0.1147435226954799,0.061127590608246296,False,69,163,44,290,0.07927603620134772,0.6578239772706843,0.737100013472032,0.07671473254674764,0.6365705564666013,0.7132852890133489,3.7801777650905415e-08,2.06290688479113e-08,True,converged,22,21,converged,25,269,[],"{""status"":""converged"",""failure"":null,""rounds"":22,""stop_round"":22,""action_count"":21,""relay_scalar_count"":44,""angle_slots"":44,""tx_uses"":88,""final_angle_error_rad"":6.408116037803779e-09,""final_apex_x"":2.00000000830636,""final_apex_y"":3.4641016520156445}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":25,""measurement_slots"":25,""angle_rows"":843,""tx_uses"":75,""action_count"":269,""receiver_rounds"":{""2"":24,""3"":20,""4"":23,""5"":23,""6"":24,""7"":24,""8"":24,""9"":24,""10"":25,""12"":23,""13"":22,""14"":25},""receiver_actions"":{""2"":23,""3"":19,""4"":22,""5"":22,""6"":23,""7"":23,""8"":23,""9"":23,""10"":24,""12"":22,""13"":21,""14"":24},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":5.939042369007552e-09,""3"":9.85507631057203e-09,""4"":7.560658321636993e-09,""5"":5.350859755282045e-09,""6"":8.22974310921154e-09,""7"":5.030999616906229e-09,""8"":8.144346974603422e-09,""9"":7.81606557254122e-09,""10"":5.302896788350608e-09,""12"":5.180571527318989e-09,""13"":7.484483255382202e-09,""14"":8.66850902170313e-09},""final_max_angle_error_rad"":9.85507631057203e-09}"
0.2,11,0.5,30,success,success,0.9857878440725273,0.9857878440725273,0.9857878440725273,0.9857878440725273,3.943151376290109,0.20000000000000004,0.35744072985575454,0.22424371728034911,0.35744072985575454,0.22424371728034914,False,76,178,50,315,0.35744070855062643,2.5719411465586473,2.929381855109274,0.3523607054658786,2.535388317947473,2.8877490234133516,2.9801976054411613e-08,2.0330051268565845e-08,True,converged,25,24,converged,26,291,[],"{""status"":""converged"",""failure"":null,""rounds"":25,""stop_round"":25,""action_count"":24,""relay_scalar_count"":50,""angle_slots"":50,""tx_uses"":100,""final_angle_error_rad"":5.174639161609207e-09,""final_apex_x"":2.0000000154016755,""final_apex_y"":3.4641016298583818}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":26,""measurement_slots"":26,""angle_rows"":909,""tx_uses"":78,""action_count"":291,""receiver_rounds"":{""2"":26,""3"":26,""4"":25,""5"":26,""6"":26,""7"":25,""8"":25,""9"":26,""10"":26,""12"":24,""13"":23,""14"":25},""receiver_actions"":{""2"":25,""3"":25,""4"":24,""5"":25,""6"":25,""7"":24,""8"":24,""9"":25,""10"":25,""12"":23,""13"":22,""14"":24},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":9.909384868223015e-09,""3"":7.309095106933228e-09,""4"":7.995676121197448e-09,""5"":6.911874628201531e-09,""6"":9.582197701973882e-09,""7"":8.667187412214616e-09,""8"":6.333394253488223e-09,""9"":5.2977520148544954e-09,""10"":7.239314037121858e-09,""12"":6.217510950534688e-09,""13"":5.510413014775395e-09,""14"":6.758478221513542e-09},""final_max_angle_error_rad"":9.909384868223015e-09}"
0.2,23,0.5,30,success,success,1.0059851712002195,1.0059851712002195,1.0059851712002195,1.0059851712002195,4.023940684800878,0.2,0.33282488903972357,0.18282591529229458,0.33282488903972357,0.18282591529229458,False,74,174,48,306,0.2597347427577645,2.069952075185454,2.3296868179432186,0.2612892996598147,2.0823410927316885,2.3436303923915034,5.749588278414773e-08,3.160275589488023e-08,True,converged,24,23,converged,26,283,[],"{""status"":""converged"",""failure"":null,""rounds"":24,""stop_round"":24,""action_count"":23,""relay_scalar_count"":48,""angle_slots"":48,""tx_uses"":96,""final_angle_error_rad"":7.678108815412088e-09,""final_apex_x"":2.0000000285625106,""final_apex_y"":3.464101603184603}","{""status"":""converged"",""failure_count"":0,""failures"":{},""broadcast_slots"":26,""measurement_slots"":26,""angle_rows"":885,""tx_uses"":78,""action_count"":283,""receiver_rounds"":{""2"":26,""3"":25,""4"":25,""5"":25,""6"":24,""7"":23,""8"":24,""9"":25,""10"":25,""12"":23,""13"":24,""14"":26},""receiver_actions"":{""2"":25,""3"":24,""4"":24,""5"":24,""6"":23,""7"":22,""8"":23,""9"":24,""10"":24,""12"":22,""13"":23,""14"":25},""receiver_status"":{""2"":""converged"",""3"":""converged"",""4"":""converged"",""5"":""converged"",""6"":""converged"",""7"":""converged"",""8"":""converged"",""9"":""converged"",""10"":""converged"",""12"":""converged"",""13"":""converged"",""14"":""converged""},""final_angle_error_rad"":{""2"":9.70328217775318e-09,""3"":5.54114132356176e-09,""4"":9.32849619772469e-09,""5"":8.892821146133656e-09,""6"":7.903744103643362e-09,""7"":8.095303982713631e-09,""8"":8.497695436204822e-09,""9"":7.949897185000054e-09,""10"":6.13134565341511e-09,""12"":7.325716033790286e-09,""13"":9.349364837873964e-09,""14"":8.036013632306549e-09},""final_max_angle_error_rad"":9.70328217775318e-09}"
