rho,seed,gain,round,receiver_id,angle_01_rad,angle_02_rad,angle_12_rad,target_angle_01_rad,target_angle_02_rad,target_angle_12_rad,max_angle_error_rad,measurement_slot,measurement_tx_count,estimated_x,estimated_y,estimator_residual_rad,estimator_success,nfev,delta_x,delta_y,action_applied,event,failure
0.01,23,1.0,1,10,1.2883835990694208,3.138170825727903,1.8566308823822626,1.289761425292083,3.141592653589793,1.8518312282977105,0.004799654084552074,1,3,3.501598142111117,0.8581507591159169,4.440892098500626e-16,True,4,-0.0015981421111170846,0.007874644668521502,True,observe_and_move,
0.01,23,1.0,1,12,1.8508661535827906,1.2890804446300332,3.139946598212824,1.8518312282977103,1.289761425292083,3.141592653589793,0.0016460553769692687,1,3,0.9986301404484076,-0.0012334138161126502,2.220446049250313e-16,True,4,0.0013698595515924117,0.0012334138161126502,True,observe_and_move,
0.01,23,1.0,1,13,1.569911012745674,1.5675096291835748,3.137420641929249,1.5707963267948966,1.5707963267948966,3.141592653589793,0.00417201166054415,1,3,1.9958205515791039,-0.004171999493045225,4.440892098500626e-16,True,4,0.004179448420896126,0.004171999493045225,True,observe_and_move,
0.01,23,1.0,1,14,1.2858926770678614,1.8424318558734514,3.128324532941313,1.289761425292083,1.8518312282977103,3.141592653589793,0.013268120648480153,1,3,3.0050020254058363,-0.00991807947424079,4.440892098500626e-16,True,4,-0.0050020254058362745,0.00991807947424079,True,observe_and_move,
0.01,23,1.0,2,2,3.1415926535897927,1.8518312282977099,1.289761425292083,3.141592653589793,1.85183122829771,1.289761425292083,4.440892098500626e-16,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,3,1.85183122829771,3.141592653589793,1.289761425292083,1.85183122829771,3.141592653589793,1.289761425292083,0.0,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,4,3.141592653589793,1.5707963267948966,1.5707963267948968,3.141592653589793,1.5707963267948966,1.5707963267948968,0.0,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,5,2.284520705739662,2.2845207057396624,1.7141438957002622,2.2845207057396624,2.2845207057396624,1.7141438957002622,4.440892098500626e-16,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,6,1.5707963267949503,3.141592653589779,1.570796326794857,1.5707963267948966,3.141592653589793,1.5707963267948968,5.3734794391857577e-14,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,7,3.141592653589793,1.2897614252920828,1.8518312282977103,3.141592653589793,1.289761425292083,1.8518312282977105,2.220446049250313e-16,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,8,2.284520705739662,1.714143895700262,2.284520705739663,2.2845207057396624,1.714143895700262,2.2845207057396624,4.440892098500626e-16,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,9,1.7141438957002617,2.2845207057396624,2.2845207057396624,1.714143895700262,2.2845207057396624,2.2845207057396624,2.220446049250313e-16,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,10,1.289761425292083,3.1415926535897927,1.8518312282977105,1.289761425292083,3.141592653589793,1.8518312282977105,4.440892098500626e-16,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,12,1.8518312282977103,1.289761425292083,3.141592653589793,1.8518312282977103,1.289761425292083,3.141592653589793,0.0,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,13,1.5707963267948968,1.5707963267948968,3.141592653589793,1.5707963267948966,1.5707963267948966,3.141592653589793,2.220446049250313e-16,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,23,1.0,2,14,1.289761425292083,1.8518312282977103,3.141592653589793,1.289761425292083,1.8518312282977103,3.141592653589793,0.0,2,3,,,,,,0.0,0.0,False,stop_angle_threshold,
0.01,47,1.0,1,2,3.137208870040418,1.847040503906737,1.2901683661336811,3.141592653589793,1.85183122829771,1.289761425292083,0.004790724390973056,1,3,1.494788613477468,2.5956461187886384,2.220446049250313e-16,True,4,0.005211386522532058,0.002430092564677633,True,observe_and_move,
