stage,rho,seed,gain,round,receiver_id,delta_x,delta_y,true_position_after_x,true_position_after_y,action_number
bootstrap,0.1,11,0.75,1,1,-0.09445810764845086,-0.09377904695711159,2.0314860358828164,3.4953612974567907,1
bootstrap,0.1,11,0.75,2,1,-0.023614526912112632,-0.023444761739277564,2.0078715089707035,3.4719165357175132,2
bootstrap,0.1,11,0.75,3,1,-0.0059036317280276585,-0.005861190434818808,2.001967877242676,3.4660553452826943,3
main_budget,,,,1,2,-0.12061759512074643,-0.02754666617694468,1.5412059831832126,2.607423281142411,
main_budget,,,,1,3,-0.06932320494340016,-0.01460502834015398,2.5261175971557104,2.6020531106066347,
main_budget,,,,1,4,-0.08249648597501441,-0.04673054434102247,1.0281931449055357,1.7479725037501226,
main_budget,,,,1,5,-0.0924896130948688,0.03208349082494227,2.0322939836635774,1.7212665761483066,
main_budget,,,,1,6,-0.12789108153219098,-0.017951602344135897,3.0452149964794595,1.736171877471706,
main_budget,,,,1,7,-0.07160789671991191,-0.04603978452118457,0.5244352603594971,0.8818824464338941,
main_budget,,,,1,8,-0.03862383848367196,-0.05456411751807522,1.5139617494710453,0.8844088037225346,
main_budget,,,,1,9,-0.08672085383728911,-0.015943619952942162,2.5305415210279856,0.8709342885050372,
main_budget,,,,1,10,-0.05705016113362982,-0.03613224206134996,3.5209837529056465,0.8756554661696361,
main_budget,,,,1,12,-0.050709567616543105,-0.015539723428510278,1.018312265610899,0.0051972826136437306,
main_budget,,,,1,13,0.02827580622222836,0.002221394621882195,1.992526377888196,-0.0007405710566746699,
main_budget,,,,1,14,-0.02891132582881062,0.031145402904028258,3.012305038396958,-0.010302974524349515,
main_budget,,,,2,2,-0.0303050409264764,-0.006874725200681109,1.510900942256736,2.60054855594173,
main_budget,,,,2,3,-0.017503555143144278,-0.0035250472378001163,2.508614042012566,2.5985280633688346,
main_budget,,,,2,4,-0.020660851068379393,-0.011672073240776404,1.0075322938371563,1.7363004305093461,
main_budget,,,,2,5,-0.02317113570433882,0.00807177933486769,2.0091228479592385,1.7293383554831743,
main_budget,,,,2,6,-0.032125341607815994,-0.00418362918472881,3.0130896548716435,1.7319882482869773,
main_budget,,,,2,7,-0.017925091051090608,-0.01149095410753706,0.5065101693084064,0.870391492326357,
main_budget,,,,2,8,-0.009663444974152446,-0.013634593643964577,1.504298304496893,0.87077421007857,
main_budget,,,,2,9,-0.021709949087424185,-0.003928189313167879,2.5088315719405614,0.8670060991918693,
main_budget,,,,2,10,-0.014282268602349935,-0.008800687068483054,3.5067014843032966,0.866854779101153,
main_budget,,,,2,12,-0.01268049796038856,-0.003894418228384687,1.0056317676505104,0.0013028643852590433,
main_budget,,,,2,14,-0.007305833864199918,0.007740695176191663,3.004999204532758,-0.0025622793481578513,
main_budget,,,,3,2,-0.007612732007597711,-0.0017180614524927584,1.5032882102491385,2.598830494489237,
main_budget,,,,3,6,-0.008065673843312693,-0.0009805107737863583,3.005023981028331,1.731007737513191,
