stage,rho,seed,gain,round,alpha_rad,beta_rad,target_alpha_rad,target_beta_rad,max_angle_error_rad,relay_scalar_count,measurement_slot_count,measurement_tx_count,estimate_x,estimate_y,action_x,action_y,action_applied,event,failure,receiver_id,angle_01_rad,angle_02_rad,angle_12_rad,target_angle_01_rad,target_angle_02_rad,target_angle_12_rad,measurement_slot,estimated_x,estimated_y,estimator_residual_rad,estimator_success,nfev,delta_x,delta_y
bootstrap,0.1,47,1.0,1,1.0529838406939658,1.0604426200611654,1.0471975511965976,1.0471975511965976,0.013245068864567777,2,2,4,2.0174196998584177,3.541440156410471,-0.017419699858417736,-0.07733854127271655,True,observe_and_move,,,,,,,,,,,,,,,,
bootstrap,0.1,47,1.0,2,1.0471975511965979,1.0471975511965976,1.0471975511965976,1.0471975511965976,2.220446049250313e-16,2,2,4,1.9999999999999996,3.464101615137755,0.0,0.0,False,stop_angle_threshold,,,,,,,,,,,,,,,,
main,0.1,47,1.0,1,,,,,0.048143278592520655,,,3,,,,,True,observe_and_move,,2,3.097242292962034,1.8036879497051894,1.2935543432568444,3.141592653589793,1.85183122829771,1.289761425292083,1,1.446143539473126,2.5734278253877494,0.0,True,5,0.053856460526874095,0.02464838596556662
main,0.1,47,1.0,1,,,,,0.005201049756768494,,,3,,,,,True,observe_and_move,,3,1.8502270596224322,3.1363916038330246,1.2861645442105922,1.85183122829771,3.141592653589793,1.289761425292083,1,2.4984556771185056,2.6085014389366927,2.220446049250313e-16,True,4,0.0015443228814944199,-0.010425227583376717
main,0.1,47,1.0,1,,,,,0.03170994188874854,,,3,,,,,True,observe_and_move,,4,3.1098827117010446,1.5519807013280587,1.5579020103729861,3.141592653589793,1.5707963267948966,1.5707963267948968,1,0.9672144209283866,1.7386879210578894,2.220446049250313e-16,True,4,0.03278557907161339,-0.006637113489012192
main,0.1,47,1.0,1,,,,,0.02230241327846505,,,3,,,,,True,observe_and_move,,5,2.2622182924611973,2.2967941007555295,1.7241729139628594,2.2845207057396624,2.2845207057396624,1.7141438957002622,1,2.0211191405199593,1.714465569301498,4.440892098500626e-16,True,4,-0.021119140519959334,0.017585238267379122
main,0.1,47,1.0,1,,,,,0.06900914697983085,,,3,,,,,True,observe_and_move,,6,1.5349280542450299,3.0725835066099623,1.5376554523649322,1.5707963267948966,3.141592653589793,1.5707963267948968,1,3.0623523241840553,1.7621255998910785,4.440892098500626e-16,True,4,-0.06235232418405534,-0.030074792322201338
main,0.1,47,1.0,1,,,,,0.041664783811440564,,,3,,,,,True,observe_and_move,,7,3.0999278697783526,1.2866379601913405,1.813289909587012,3.141592653589793,1.289761425292083,1.8518312282977105,1,0.4821809827243029,0.8984665872262396,8.282263763703668e-14,True,4,0.017819017275697124,-0.03244118344180125
main,0.1,47,1.0,1,,,,,0.06705529958381629,,,3,,,,,True,observe_and_move,,8,2.217465406155846,1.7410252506259287,2.3246946503978116,2.2845207057396624,1.714143895700262,2.2845207057396624,1,1.5743870855729614,0.8323607236662945,4.6629367034256575e-14,True,4,-0.07438708557296136,0.03366468011814383
main,0.1,47,1.0,1,,,,,0.06373431055069245,,,3,,,,,True,observe_and_move,,9,1.6504095851495695,2.3156396829312498,2.317136039098767,1.714143895700262,2.2845207057396624,2.2845207057396624,1,2.598936781299268,0.8079083726600862,2.220446049250313e-16,True,5,-0.09893678129926808,0.05811703112435218
main,0.1,47,1.0,1,,,,,0.09029396887862173,,,3,,,,,True,observe_and_move,,10,1.2665770485919183,3.0512986847111714,1.784721636119253,1.289761425292083,3.141592653589793,1.8518312282977105,1,3.5695585720042122,0.8789982939652088,2.220446049250313e-16,True,5,-0.06955857200421223,-0.012972890180770413
main,0.1,47,1.0,1,,,,,0.02160380768034642,,,3,,,,,True,observe_and_move,,12,1.866938599577551,1.2962578616925886,3.1199888459094467,1.8518312282977103,1.289761425292083,3.141592653589793,1,1.0086199612555662,0.016296667480000804,4.440892098500626e-16,True,4,-0.008619961255566189,-0.016296667480000804
main,0.1,47,1.0,1,,,,,0.015697107564121904,,,3,,,,,True,observe_and_move,,13,1.5577288599771602,1.568166686048511,3.125895546025671,1.5707963267948966,1.5707963267948966,3.141592653589793,1,2.0184123565865226,-0.01569609955132779,0.0,True,4,-0.018412356586522627,0.01569609955132779
main,0.1,47,1.0,1,,,,,0.14705980116210293,,,3,,,,,True,observe_and_move,,14,1.2563518639600486,1.7381809884676416,2.99453285242769,1.289761425292083,1.8518312282977103,3.141592653589793,1,3.02112539018829,-0.10907513230330024,0.0,True,5,-0.021125390188290183,0.10907513230330024
main,0.1,47,1.0,2,,,,,2.220446049250313e-16,,,3,,,,,False,stop_angle_threshold,,2,3.141592653589793,1.85183122829771,1.2897614252920828,3.141592653589793,1.85183122829771,1.289761425292083,2,,,,,,0.0,0.0
main,0.1,47,1.0,2,,,,,2.220446049250313e-16,,,3,,,,,False,stop_angle_threshold,,3,1.8518312282977099,3.141592653589793,1.289761425292083,1.85183122829771,3.141592653589793,1.289761425292083,2,,,,,,0.0,0.0
main,0.1,47,1.0,2,,,,,0.0,,,3,,,,,False,stop_angle_threshold,,4,3.141592653589793,1.5707963267948966,1.5707963267948968,3.141592653589793,1.5707963267948966,1.5707963267948968,2,,,,,,0.0,0.0
main,0.1,47,1.0,2,,,,,8.881784197001252e-16,,,3,,,,,False,stop_angle_threshold,,5,2.2845207057396624,2.2845207057396615,1.7141438957002624,2.2845207057396624,2.2845207057396624,1.7141438957002622,2,,,,,,0.0,0.0
main,0.1,47,1.0,2,,,,,0.0,,,3,,,,,False,stop_angle_threshold,,6,1.5707963267948966,3.141592653589793,1.5707963267948968,1.5707963267948966,3.141592653589793,1.5707963267948968,2,,,,,,0.0,0.0
main,0.1,47,1.0,2,,,,,8.748557434046234e-14,,,3,,,,,False,stop_angle_threshold,,7,3.14159265358972,1.289761425292097,1.851831228297623,3.141592653589793,1.289761425292083,1.8518312282977105,2,,,,,,0.0,0.0
main,0.1,47,1.0,2,,,,,4.707345624410664e-14,,,3,,,,,False,stop_angle_threshold,,8,2.2845207057396193,1.7141438957002582,2.2845207057397094,2.2845207057396624,1.714143895700262,2.2845207057396624,2,,,,,,0.0,0.0
main,0.1,47,1.0,2,,,,,2.220446049250313e-16,,,3,,,,,False,stop_angle_threshold,,9,1.7141438957002617,2.2845207057396624,2.2845207057396624,1.714143895700262,2.2845207057396624,2.2845207057396624,2,,,,,,0.0,0.0
main,0.1,47,1.0,2,,,,,4.440892098500626e-16,,,3,,,,,False,stop_angle_threshold,,10,1.289761425292083,3.1415926535897927,1.8518312282977105,1.289761425292083,3.141592653589793,1.8518312282977105,2,,,,,,0.0,0.0
