slot,epoch,transmitters,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_displacement_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,0,,0,0,0.0,0.0,11.34598134751932,7.953304222811083,11.34592327623588,0.27520850896881377,0.4302141382527296
1,1,0-1-2-3,4,4,22.021289259584027,22.021289259584027,8.763282512629203,5.66004455962379,8.601056422405378,1.0058821457257792,1.2776898689756777
2,1,0-1-2-4,4,8,15.112827416679133,37.13411667626316,8.763282512629203,5.64970381410931,8.601056422405378,1.4529230613236814,1.4529230613236734
3,1,0-1-2-5,4,12,10.537496223303672,47.67161289956683,8.550473428651005,5.935480612752258,8.479407175959693,1.2545394471775735,1.394325363168683
4,1,0-1-2-6,4,16,10.322447640252062,57.99406053981889,8.030483832570443,5.6714632944400805,8.02989951046024,1.5484219942666302,0.84595587171966
5,1,0-1-2-7,4,20,9.025257484040445,67.01931802385934,8.030483832570443,5.490351305907682,8.02989951046024,2.0485019117975245,1.907340757042185
6,1,0-1-2-8,4,24,9.18189824077146,76.2012162646308,8.030483832570443,5.107037608596393,8.02989951046024,2.5168023882200536,2.516802388220057
7,1,0-1-2-9,4,28,13.287530634545481,89.48874689917628,8.030483832570443,4.737338692621697,8.02989951046024,2.5168023882200536,2.516802388220057
8,1,0-1-3-4,4,32,17.817642227696354,107.30638912687263,7.603060584266279,4.794961246591186,7.444616741998544,2.0578766564573745,2.977476460098522
9,1,0-1-3-5,4,36,6.59880035250569,113.90518947937832,7.780285333479796,5.1610196119016125,7.444616741998544,3.6379059361208417,4.557505739762
10,1,0-1-3-6,4,40,4.9945628913381785,118.8997523707165,8.927741350902641,5.582085613469167,7.444616741998544,4.584435821995249,5.504035625636398
11,1,0-1-3-7,4,44,4.654295800208258,123.55404817092476,9.698230812635016,5.930944818618947,7.444616741998544,5.1298213275821105,6.049421131223262
