condition,trial,bearing_std_deg,actuation_relative_std,status,stopped,final_below_1cm,final_below_1mm,joint_success_1cm,joint_success_1mm,first_1cm_slot,first_1cm_tx,sustained_1cm_from_slot,record_stays_1cm_after_first,first_1mm_slot,first_1mm_tx,sustained_1mm_from_slot,record_stays_1mm_after_first,max_position_error_m,rms_position_error_m,measurement_slots,transmitter_uses,movement_m,failed_local_fits,seconds,gain,budget_exhausted,fit_failed,link_bias_std_deg,source_kind,source_dir,summary_path,cache_sha256,tail100_local_decisions,tail100_nominal_selected_matches,tail100_nominal_selected_match_rate,tail100_holding_count,tail100_radial_clip_count,tail100_angular_clip_count
actuation_1pct,18.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,44.0,176.0,44.0,True,53.0,212.0,53.0,True,1.0729830341633908e-06,4.941113930285721e-07,96.0,384.0,103.52321931834972,0.0,2.4703541659982875,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_018,appendix1/evaluation_560/actuation_1pct/trial_018/summary.json,4dd28e8067c497c7c367cd4e246f6bd286f2ed6266541a2714b8127971410c4b,,,,,,
actuation_1pct,19.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,41.0,164.0,41.0,True,51.0,204.0,51.0,True,1.6095300736173101e-06,6.285703609458824e-07,94.0,376.0,81.66668499514805,0.0,2.3481020420003915,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_019,appendix1/evaluation_560/actuation_1pct/trial_019/summary.json,a72eb5c9e58f850dac2e477129d078daef0843b917bcfaacf8099a0bd9516daa,,,,,,
actuation_1pct,20.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,42.0,168.0,42.0,True,51.0,204.0,51.0,True,1.5756066707234714e-06,6.234304369639755e-07,94.0,376.0,75.79620225674736,0.0,2.7624125000002095,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_020,appendix1/evaluation_560/actuation_1pct/trial_020/summary.json,d932d66cbda5b7b9d91549eb8367385a797f1d1150a279ff8a9d5eb46ef00bb1,,,,,,
actuation_1pct,21.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,38.0,152.0,38.0,True,47.0,188.0,47.0,True,2.2635691956480242e-06,8.39423426987043e-07,90.0,360.0,88.14586432170857,0.0,3.0508665419984027,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_021,appendix1/evaluation_560/actuation_1pct/trial_021/summary.json,8aded2832ba14b46ac972b883f7a498196167a2ffcdaf834b6a7472069a73e3f,,,,,,
actuation_1pct,22.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,40.0,160.0,40.0,True,49.0,196.0,49.0,True,1.0231518445301747e-06,4.765188049162699e-07,92.0,368.0,70.34804976493173,0.0,3.84090991600533,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_022,appendix1/evaluation_560/actuation_1pct/trial_022/summary.json,d2ebacc1e7e11b805cfd62de9704f98bce59bd7a9af2489cf4bfc6950cb25511,,,,,,
actuation_1pct,23.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,36.0,144.0,36.0,True,45.0,180.0,45.0,True,2.2184860852142403e-06,8.167929191953014e-07,88.0,352.0,65.59120240452316,0.0,3.9050329999954556,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_023,appendix1/evaluation_560/actuation_1pct/trial_023/summary.json,a9b64464dcf96a0733f027c2d5a434b537baa87b72490244fa8b0940ca3839c9,,,,,,
actuation_1pct,24.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,41.0,164.0,41.0,True,51.0,204.0,51.0,True,1.4698907041071796e-06,5.86036252397813e-07,94.0,376.0,91.36924030342004,0.0,4.263522415996704,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_024,appendix1/evaluation_560/actuation_1pct/trial_024/summary.json,de6e9fd8d653d7b309a2d343b02e27591572afc78d7cec72308a08222537e91d,,,,,,
actuation_1pct,25.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,36.0,144.0,36.0,True,45.0,180.0,45.0,True,1.7272423994355593e-06,6.874704276038161e-07,88.0,352.0,89.45839656998051,0.0,3.4597119579993887,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_025,appendix1/evaluation_560/actuation_1pct/trial_025/summary.json,774f8a5119ad359c2027c0572ae05aecf9ec73d1ec5b1a284ef949c04f579685,,,,,,
actuation_1pct,26.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,39.0,156.0,39.0,True,49.0,196.0,49.0,True,1.547463213034083e-06,6.095110837025775e-07,92.0,368.0,85.13949438226926,0.0,3.623143667005934,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_026,appendix1/evaluation_560/actuation_1pct/trial_026/summary.json,41a32e8c3945125732e95bb90f3e051b7d7bc70d695ed7963985a26bd469e37f,,,,,,
actuation_1pct,27.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,35.0,140.0,35.0,True,45.0,180.0,45.0,True,1.5653349934384487e-06,6.175101474799816e-07,88.0,352.0,76.41797856002523,0.0,3.286888624999847,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_027,appendix1/evaluation_560/actuation_1pct/trial_027/summary.json,5b1e5137cf40fd25c108acc9f78b33da1449f09e7672f47a0c8f3f53165859e3,,,,,,
actuation_1pct,28.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,38.0,152.0,38.0,True,47.0,188.0,47.0,True,1.6292549351687033e-06,6.503301039577322e-07,90.0,360.0,61.724234446570264,0.0,3.021187958001974,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_028,appendix1/evaluation_560/actuation_1pct/trial_028/summary.json,42493c19090ec34c01d7d335e42f3cf46bcf86585c81590facce320d5811e4c0,,,,,,
actuation_1pct,29.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,42.0,168.0,42.0,True,51.0,204.0,51.0,True,2.0201924859687676e-06,7.802799416999152e-07,94.0,376.0,90.61516410968612,0.0,2.9746253749981406,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_029,appendix1/evaluation_560/actuation_1pct/trial_029/summary.json,aacd0350a91ab32675755bb28cd229942df6b597fd89bcf1e1c0a54df1d8f657,,,,,,
actuation_1pct,30.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,36.0,144.0,36.0,True,45.0,180.0,45.0,True,1.5983021574367049e-06,6.344628848659423e-07,88.0,352.0,67.22524789852913,0.0,2.3554415830003563,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_030,appendix1/evaluation_560/actuation_1pct/trial_030/summary.json,103ae29ba777a507119589cf1df5d9412146a303bf67affa577c6fe9f3506192,,,,,,
actuation_1pct,31.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,26.0,104.0,26.0,True,34.0,136.0,34.0,True,1.2584623592066642e-06,4.658922634704088e-07,78.0,312.0,57.35234732468786,0.0,2.138142791998689,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_031,appendix1/evaluation_560/actuation_1pct/trial_031/summary.json,ece63c2b5c0a189866563e99e72343ff5fcabeb06450299f3dd82f34e173163b,,,,,,
actuation_1pct,32.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,36.0,144.0,36.0,True,45.0,180.0,45.0,True,1.1515163747191833e-06,5.334522229604595e-07,88.0,352.0,71.73299903475181,0.0,2.7171195420014556,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_032,appendix1/evaluation_560/actuation_1pct/trial_032/summary.json,6faf8e4903d8bb8974c8bb40d60eaa0520416c08416768a611ede8e09e65e2fb,,,,,,
actuation_1pct,33.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,37.0,148.0,37.0,True,47.0,188.0,47.0,True,1.4131193137390154e-06,6.696130780172781e-07,90.0,360.0,90.12441032966017,0.0,2.937914500005718,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_033,appendix1/evaluation_560/actuation_1pct/trial_033/summary.json,5f298c2e0608fe7463054a9de9d040b7fa53aaf080b19bcedb83469474bd16df,,,,,,
actuation_1pct,34.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,41.0,164.0,41.0,True,50.0,200.0,50.0,True,1.4310206012611742e-06,6.820490607024266e-07,94.0,376.0,82.21743725966701,0.0,3.823864624995622,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_034,appendix1/evaluation_560/actuation_1pct/trial_034/summary.json,0e901a031ae0627d146cd8d62be5f4d43907ab43621e91647c5b8f95be1f1226,,,,,,
actuation_1pct,35.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,42.0,168.0,42.0,True,51.0,204.0,51.0,True,2.136368520709953e-06,8.158084197490696e-07,94.0,376.0,95.0280979482961,0.0,3.8438678750026156,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_035,appendix1/evaluation_560/actuation_1pct/trial_035/summary.json,46ff8c8a7ff55f08ebcc1cd7ba662e28bedd7d490f497371d9c33d5d74dabee3,,,,,,
actuation_1pct,36.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,40.0,160.0,40.0,True,49.0,196.0,49.0,True,1.9491996291970857e-06,7.492969639569485e-07,92.0,368.0,77.85579470277324,0.0,3.7720784159973846,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_036,appendix1/evaluation_560/actuation_1pct/trial_036/summary.json,58c5d7148423558b7026cb38ed607e45f80210fd59e09ed154cb1e76b4e2e5da,,,,,,
actuation_1pct,37.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,37.0,148.0,37.0,True,47.0,188.0,47.0,True,1.5437391328936204e-06,6.178831089628001e-07,90.0,360.0,78.16537583752249,0.0,3.533142375003081,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_037,appendix1/evaluation_560/actuation_1pct/trial_037/summary.json,04c7e21c5faa308d7377023305766cb7a256681cf4a6c1b51ed217ea10514c05,,,,,,
actuation_1pct,38.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,37.0,148.0,37.0,True,47.0,188.0,47.0,True,1.5394074444488124e-06,6.210411932074052e-07,90.0,360.0,90.63325162689686,0.0,3.1748547089955537,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_038,appendix1/evaluation_560/actuation_1pct/trial_038/summary.json,b4bb96e66c458f7c8f94f55f3e66f0d382a56707f705b301ddbec88311fa6316,,,,,,
actuation_1pct,39.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,43.0,172.0,43.0,True,53.0,212.0,53.0,True,1.476677102997597e-06,5.91070634006823e-07,96.0,384.0,128.00726515691693,0.0,3.5183189580056933,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_039,appendix1/evaluation_560/actuation_1pct/trial_039/summary.json,b401b224255b7fbd4554847f212725f860ee014f9cafdd17dd95a15b18fc8446,,,,,,
actuation_1pct,40.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,40.0,160.0,40.0,True,49.0,196.0,49.0,True,2.137107251823597e-06,7.928104198769383e-07,92.0,368.0,116.57622239708047,0.0,3.2587187079989235,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_040,appendix1/evaluation_560/actuation_1pct/trial_040/summary.json,38d57d1a075cb58878531fb4b6e7e8a9da8e686b53495615c066a99b4dd65576,,,,,,
actuation_1pct,41.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,38.0,152.0,38.0,True,47.0,188.0,47.0,True,1.1442754116567953e-06,5.183363067172323e-07,90.0,360.0,77.39909168291894,0.0,3.201864165996085,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_041,appendix1/evaluation_560/actuation_1pct/trial_041/summary.json,1c023eb35380fc6241045a3f8be2a88ffb959569b5d1a08fa95a55c30ec51850,,,,,,
actuation_1pct,42.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,38.0,152.0,38.0,True,47.0,188.0,47.0,True,1.9687464482979496e-06,7.611130385035033e-07,90.0,360.0,78.27057676206132,0.0,2.7502010419993894,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_042,appendix1/evaluation_560/actuation_1pct/trial_042/summary.json,b15dba40d0ccf315acf7fdc6be8b2efefdbb00cd7cab2bed3ede11feffd0cc5c,,,,,,
actuation_1pct,43.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,44.0,176.0,44.0,True,53.0,212.0,53.0,True,1.9480520268911984e-06,7.500243592401677e-07,96.0,384.0,102.37094371459277,0.0,3.069989625000744,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_043,appendix1/evaluation_560/actuation_1pct/trial_043/summary.json,6cb88383e9d78d8fcec3c7206920849dd59a6e013e985e689c9e2375047d6bff,,,,,,
actuation_1pct,44.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,32.0,128.0,32.0,True,41.0,164.0,41.0,True,2.279047379868137e-06,8.519020445410813e-07,84.0,336.0,80.02803975042832,0.0,2.6809468339997693,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_044,appendix1/evaluation_560/actuation_1pct/trial_044/summary.json,4b4ca0eaea0997aed35a0f7303634af56d1c9aa1d7e219a17199950ba4c1d50c,,,,,,
actuation_1pct,45.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,38.0,152.0,38.0,True,47.0,188.0,47.0,True,1.0761477354944116e-06,5.009146635005931e-07,90.0,360.0,79.15717390091676,0.0,2.945568208997429,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_045,appendix1/evaluation_560/actuation_1pct/trial_045/summary.json,0b89bef32739aea8b6d843d3e77fac2aa93d65dbaa96e5b38f2267028579cf66,,,,,,
actuation_1pct,46.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,40.0,160.0,40.0,True,49.0,196.0,49.0,True,2.0732990461059624e-06,7.957689222522759e-07,92.0,368.0,93.99634231545974,0.0,3.5744847919995664,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_046,appendix1/evaluation_560/actuation_1pct/trial_046/summary.json,c2b65e934ebf2280633e534c9641cb7e8d9df4bc08d2890200ed87392641624f,,,,,,
actuation_1pct,47.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,39.0,156.0,39.0,True,49.0,196.0,49.0,True,1.56898754902582e-06,6.147861683287383e-07,92.0,368.0,92.42945662103851,0.0,3.7568813329999102,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_047,appendix1/evaluation_560/actuation_1pct/trial_047/summary.json,4b0defed1582a83c2b0fc315993784b697fa0557d44b988a4a35aa854d54012f,,,,,,
actuation_1pct,48.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,36.0,144.0,36.0,True,45.0,180.0,45.0,True,1.7592878917390274e-06,6.969237247958325e-07,88.0,352.0,73.49158411456303,0.0,3.4938386249996256,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_048,appendix1/evaluation_560/actuation_1pct/trial_048/summary.json,b4c2165d0ed0fd00b3d69cecf01dc7a81294fab661657c3280e5b4c798630a24,,,,,,
actuation_1pct,49.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,38.0,152.0,38.0,True,47.0,188.0,47.0,True,2.0078050003275934e-06,7.746036960285736e-07,90.0,360.0,73.25032915603038,0.0,3.7716938330049743,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_049,appendix1/evaluation_560/actuation_1pct/trial_049/summary.json,9e0b785ec7b1c8b3dbbc987a57971736b4aa56ef859af678251bebe19efad4dd,,,,,,
actuation_1pct,50.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,40.0,160.0,40.0,True,49.0,196.0,49.0,True,2.1480060243628527e-06,8.289139197107328e-07,92.0,368.0,85.77703333986685,0.0,3.3081513329962036,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_050,appendix1/evaluation_560/actuation_1pct/trial_050/summary.json,90f8c1aef9885e0a5fdf21bb627288d43df99476bd6dbff9f2b18c6374575cb9,,,,,,
actuation_1pct,51.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,38.0,152.0,38.0,True,47.0,188.0,47.0,True,1.6031360691920296e-06,6.35845638544759e-07,90.0,360.0,99.00975714608236,0.0,2.9095307500028866,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_051,appendix1/evaluation_560/actuation_1pct/trial_051/summary.json,41a522762864d0dbfe5133fe298b0305dadc6c4ecdc93c813edd4d651b4e924b,,,,,,
actuation_1pct,52.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,44.0,176.0,44.0,True,53.0,212.0,53.0,True,1.6870940403543517e-06,6.719894684475732e-07,96.0,384.0,101.87573248801853,0.0,3.091404667000461,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_052,appendix1/evaluation_560/actuation_1pct/trial_052/summary.json,a7e7007aca16466ee325a27643c1de5c7859aacbc10005ef3a1919bd3dfb5028,,,,,,
actuation_1pct,53.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,34.0,136.0,34.0,True,43.0,172.0,43.0,True,2.087631728446304e-06,8.084492901179307e-07,86.0,344.0,80.44717962932667,0.0,2.414102875001845,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_053,appendix1/evaluation_560/actuation_1pct/trial_053/summary.json,22ac9b8951b278a7fc7c5d46d1c96549f5153c8b8aad63940aa45fb3bba1cc59,,,,,,
actuation_1pct,54.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,42.0,168.0,42.0,True,51.0,204.0,51.0,True,2.205905933899833e-06,8.1360873342315e-07,94.0,376.0,89.6548201276532,0.0,3.053894750002655,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_054,appendix1/evaluation_560/actuation_1pct/trial_054/summary.json,1e6dfd854f46cadaae4a5b307c5d3cb68048f5d283045049741cc9666508f2fe,,,,,,
actuation_1pct,55.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,27.0,108.0,27.0,True,37.0,148.0,37.0,True,1.7851662447429834e-06,8.645715075908745e-07,80.0,320.0,62.72088796077483,0.0,2.480667583004106,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_055,appendix1/evaluation_560/actuation_1pct/trial_055/summary.json,6432486f1f4bd1fd83253823f38d8f89abe62122baa482ae9d7a0af63f81730c,,,,,,
actuation_1pct,56.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,41.0,164.0,41.0,True,51.0,204.0,51.0,True,1.5967717455443716e-06,6.379381799995184e-07,94.0,376.0,68.44022179178036,0.0,2.725509415999113,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_056,appendix1/evaluation_560/actuation_1pct/trial_056/summary.json,5c9a03e6bc9c4985c999d2a969c743e67a9d7d567555a3df55f818aece18cc77,,,,,,
actuation_1pct,57.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,38.0,152.0,38.0,True,47.0,188.0,47.0,True,1.9987667030408937e-06,7.44711975461171e-07,90.0,360.0,76.81524111413164,0.0,2.5882944160039187,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_057,appendix1/evaluation_560/actuation_1pct/trial_057/summary.json,412e369028ad30d4be4733f814b82ca44250a9fa161527e3cf7197152180c004,,,,,,
actuation_1pct,58.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,36.0,144.0,36.0,True,45.0,180.0,45.0,True,1.1061679952198846e-06,5.144451881888294e-07,88.0,352.0,64.69468594669824,0.0,2.4585459160007304,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_058,appendix1/evaluation_560/actuation_1pct/trial_058/summary.json,27d48f09debc4f71c865c80092f7711e61a45a38d89d0b71a2e141cfe9bd05b1,,,,,,
actuation_1pct,59.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,42.0,168.0,42.0,True,51.0,204.0,51.0,True,1.8455478576665504e-06,7.155890715354433e-07,94.0,376.0,75.64577490765538,0.0,2.749289832994691,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_059,appendix1/evaluation_560/actuation_1pct/trial_059/summary.json,f4e427bd9dec09453399a5c6e2763d7b685da5df402f01ac9164afa4a89b9466,,,,,,
actuation_1pct,60.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,41.0,164.0,41.0,True,51.0,204.0,51.0,True,1.5087317966271417e-06,5.922668402100527e-07,94.0,376.0,65.27543705679194,0.0,3.0804869580024388,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_060,appendix1/evaluation_560/actuation_1pct/trial_060/summary.json,404e6560747a27278945372d904351a96527a8653056cb3f2207e5402598d4f1,,,,,,
actuation_1pct,61.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,32.0,128.0,32.0,True,41.0,164.0,41.0,True,1.918519557487864e-06,7.269812568440843e-07,84.0,336.0,68.4898461292222,0.0,2.6072720419979305,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_061,appendix1/evaluation_560/actuation_1pct/trial_061/summary.json,4d30a5db9f13e081c085831543e290ebfa5af5be1e41fb6fd25832804bab3ce4,,,,,,
actuation_1pct,62.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,32.0,128.0,32.0,True,41.0,164.0,41.0,True,2.1010703957480164e-06,8.21811727884687e-07,84.0,336.0,65.28948434869362,0.0,2.708413959000609,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_062,appendix1/evaluation_560/actuation_1pct/trial_062/summary.json,36e7d68ed13517d9693ba7be3aa01ef1a3285fac7868cb587716947510a98b14,,,,,,
actuation_1pct,63.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,28.0,112.0,28.0,True,37.0,148.0,37.0,True,2.1000885823592054e-06,8.191018735456317e-07,80.0,320.0,41.36505983539191,0.0,2.6033923750001122,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_063,appendix1/evaluation_560/actuation_1pct/trial_063/summary.json,7cb70054b6e0ccf6ac22c606f49194066f2df543856d46b4dad35d26258cd318,,,,,,
actuation_1pct,64.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,34.0,136.0,34.0,True,43.0,172.0,43.0,True,1.6579615924765056e-06,6.567248879208925e-07,86.0,344.0,74.35699527259312,0.0,3.0167413750023115,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_064,appendix1/evaluation_560/actuation_1pct/trial_064/summary.json,87502b543adee34164ef841a5ae615c5ba4bf65f6f9cee03cc7c6cfd53d99a4d,,,,,,
actuation_1pct,65.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,42.0,168.0,42.0,True,51.0,204.0,51.0,True,1.609054117194521e-06,6.353773511298074e-07,94.0,376.0,92.30092531345166,0.0,3.140942541002005,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_065,appendix1/evaluation_560/actuation_1pct/trial_065/summary.json,41def4a17f70ea43126018c2a30b9ea5ce0873c2b0a253c4c47123417cec9bc9,,,,,,
actuation_1pct,66.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,40.0,160.0,40.0,True,49.0,196.0,49.0,True,2.070178765501746e-06,7.70267540777585e-07,92.0,368.0,87.21869686790767,0.0,3.0413382920014556,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_066,appendix1/evaluation_560/actuation_1pct/trial_066/summary.json,bacdbbec393ecc56c1addfea73c1e16147aa88a4fbd3fa130895413df7853c8c,,,,,,
actuation_1pct,67.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,38.0,152.0,38.0,True,47.0,188.0,47.0,True,2.0805960173364253e-06,8.005924719397646e-07,90.0,360.0,82.12895466137311,0.0,2.97750683400227,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_067,appendix1/evaluation_560/actuation_1pct/trial_067/summary.json,4f49131b30d1d156e1d274a3a3a82f3b9f1dc6f15e033a16b8c357efecda1623,,,,,,
actuation_1pct,68.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,41.0,164.0,41.0,True,51.0,204.0,51.0,True,1.4497431940938075e-06,5.91788327124026e-07,94.0,376.0,79.90977772909095,0.0,2.7674108339997474,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_068,appendix1/evaluation_560/actuation_1pct/trial_068/summary.json,07721e504e5637b3eedf4da5055d944e3f362076986d309aca6e05ecf2e93383,,,,,,
actuation_1pct,69.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,26.0,104.0,26.0,True,34.0,136.0,34.0,True,1.034092764449934e-06,3.582338123503732e-07,76.0,304.0,85.8997003496305,0.0,2.1513790000026347,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_069,appendix1/evaluation_560/actuation_1pct/trial_069/summary.json,9197b8714cd62c34805f0f0eee6ba5e22343249f7b55cc431263e5ad284b1226,,,,,,
actuation_1pct,70.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,45.0,180.0,45.0,True,55.0,220.0,55.0,True,1.46626675258271e-06,5.902536858787583e-07,98.0,392.0,117.62104751074936,0.0,2.9810369169936166,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_070,appendix1/evaluation_560/actuation_1pct/trial_070/summary.json,095774d650d042a332b378a244859560731658d431cc28849124f1957e77cb34,,,,,,
actuation_1pct,71.0,0.0,0.01,quiet_full_selected_cycle,True,True,True,True,True,26.0,104.0,26.0,True,35.0,140.0,35.0,True,1.1958723610578842e-06,4.826092153283212e-07,78.0,312.0,69.46468688342611,0.0,2.046427583998593,0.5,False,False,0.0,frozen_appendix1_reuse,appendix1/evaluation_560/actuation_1pct/trial_071,appendix1/evaluation_560/actuation_1pct/trial_071/summary.json,7ffe086fe68f5064af3f06dcbdb2bbb958c5f415ce2dac986d8d858a29b8d9bf,,,,,,
