slot,transmitters,slot_transmitter_uses,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,,0,0,0,0.0,0.0,12.01113974324003,7.414802070024728,12.000000000000014,0.2799999999999826,0.45999999999999375
1,0-1-4-5,4,4,4,28.24407804948521,28.24407804948521,7.660019446301268,4.770233415125697,7.091069867499755,1.9164203553289987,1.9164203553290093
2,0-1-7-8,4,8,8,25.298069498355844,53.542147547841054,2.9487974046634453,1.5656732927335872,2.1428533067475826,1.1484383091567967,1.1484383091567878
3,0-1-4-5,4,12,12,8.422923949106668,61.96507149694772,1.0979266726065977,0.681693850552554,0.8371568859925276,0.5764579193493814,0.5764579193493873
4,0-1-7-8,4,16,16,4.590283690057367,66.55535518700509,0.4131620291840781,0.24265465383022555,0.35845385996555024,0.16534967747938895,0.16534967747939078
5,0-1-4-5,4,20,20,1.346897050068075,67.90225223707317,0.16431656307604356,0.08357132619277587,0.1616825290927295,0.03329306330353783,0.034406552338197116
6,0-1-7-8,4,24,24,0.39431319164549056,68.29656542871867,0.10988266408807612,0.06618207572433431,0.09324476723186592,0.04237467172629949,0.04237467172630005
7,0-1-4-5,4,28,28,0.37669668353396324,68.67326211225263,0.04895387610111625,0.026940794007562628,0.04890215779360574,0.00766653522133164,0.008668853923644804
8,0-1-7-8,4,32,32,0.12320617108197005,68.7964682833346,0.03694654714723312,0.022224060112880976,0.034437544604628556,0.013990700998323205,0.013990700998327554
9,0-1-4-5,4,36,36,0.11383007418644947,68.91029835752106,0.02283519111722711,0.013750344256618892,0.022374802353894552,0.007690515527457393,0.007690515527450259
10,0-1-7-8,4,40,40,0.08922717621650891,68.99952553373757,0.01855115011630824,0.010542440229036656,0.010299072543816123,0.010070646368781187,0.010070646368752989
11,0-1-4-5,4,44,44,0.05082064893765993,69.05034618267523,0.01021285612995974,0.0049573742889288406,0.0063345069557243505,0.005693922049002413,0.0056939220490193065
12,0-1-7-8,4,48,48,0.03864107353950905,69.08898725621474,0.008028550148054413,0.003813456327634368,0.0031462184436605867,0.00449080502082513,0.005236759908875399
13,0-1-4-5,4,52,52,0.03321700716569922,69.12220426338044,0.008474571229731316,0.003822122661412268,0.003434278256605694,0.004514661232928209,0.005557730253940463
14,0-1-7-8,4,56,56,0.0278505650044467,69.15005482838488,0.008508739638844028,0.004558478403253895,0.003434278256605694,0.004858671121945891,0.0048586711219513745
15,0-1-4-5,4,60,60,0.027863965189829976,69.1779187935747,0.007385990887443755,0.004181039961250051,0.007329019566370221,0.0033712445723614016,0.002846621990585163
16,0-1-7-8,4,64,64,0.040505330738481275,69.21842412431319,0.013366128231176774,0.006889717792230475,0.007329019566370221,0.007301726906804749,0.0073017269068031965
17,0-1-4-5,4,68,68,0.04764252183471677,69.2660666461479,0.007363583643633486,0.003599101489022942,0.005251755054231921,0.0034410613405776494,0.0045378911540367994
18,0-1-7-8,4,72,72,0.04086110219415019,69.30692774834206,0.008970187367900664,0.004693320747608419,0.004776867816786989,0.004350068316278478,0.00817021929195505
19,0-1-4-5,4,76,76,0.04392396558701104,69.35085171392907,0.01338579996790796,0.006975752760832566,0.006469876914493966,0.007331109893614939,0.007331109893605969
20,0-1-7-8,4,80,80,0.039431466921417344,69.39028318085049,0.01179145447697388,0.007768469025917207,0.00879321013626111,0.006157197426743326,0.006157197426766459
21,0-1-4-5,4,84,84,0.07766078424867659,69.46794396509917,0.010789618055839157,0.0065114089860538885,0.0071435734568154885,0.005148257025814134,0.005201009710447124
22,0-1-7-8,4,88,88,0.039046766723782336,69.50699073182295,0.012149623473321589,0.006092432652339697,0.004382540437944726,0.00685357886074693,0.006853578860727794
23,0-1-4-5,4,92,92,0.06431608257110721,69.57130681439406,0.010585444098844737,0.005690083071950399,0.004157388372021842,0.006047096640789861,0.00632000316844028
24,0-1-7-8,4,96,96,0.04417093178283854,69.61547774617691,0.00775788858316033,0.004431877971130391,0.004283789891431411,0.004398629089885712,0.004398629089891415
25,0-1-4-5,4,100,100,0.053011157135059224,69.66848890331197,0.010269920080578086,0.006192340688247333,0.007762867888772007,0.004274438839351922,0.006876335927543664
26,0-1-7-8,4,104,104,0.0532923822511948,69.72178128556317,0.018527118055095326,0.009233392093895457,0.007762867888772007,0.010047501849247185,0.0100475018492574
27,0-1-4-5,4,108,108,0.06486004807312978,69.7866413336363,0.010102627330241244,0.005453826618994707,0.0031207618748680943,0.005781075152623113,0.005781075152619053
28,0-1-7-8,4,112,112,0.06936964636593874,69.85601098000224,0.011912371451025663,0.008077177992501702,0.009117598402568206,0.006173226167367358,0.00798883439532716
29,0-1-4-5,4,116,116,0.07746644503754935,69.93347742503978,0.0141954414369515,0.01130276080741697,0.013175261173685726,0.007474481767814273,0.00798883439532716
30,0-1-7-8,4,120,120,0.07847106139437382,70.01194848643415,0.023723197413279024,0.013303806908891328,0.013175261173685726,0.012935193373935127,0.01293519337393434
31,0-1-4-5,4,124,124,0.0726136865004301,70.08456217293458,0.006600866738198007,0.004319816778665283,0.006361877029206653,0.00216642509010466,0.003881183130360455
32,0-1-7-8,4,128,128,0.037025891325649866,70.12158806426024,0.010315410356541212,0.0053274560734551165,0.005739702784040901,0.0055911914154961224,0.005591191415483365
33,0-1-4-5,4,132,132,0.04914620402458856,70.17073426828483,0.00934946479910892,0.005158979364958603,0.005739702784040901,0.005335547768512185,0.008083535941892706
34,0-1-7-8,4,136,136,0.04294445225519913,70.21367872054003,0.010243691477532733,0.0061110122537118864,0.00258128398752433,0.005818743654194691,0.00758073976673046
35,0-1-4-5,4,140,140,0.05328620336760485,70.26696492390764,0.012106421821369992,0.007205246637461333,0.004964591628578319,0.00663961897875597,0.00758073976673046
36,0-1-7-8,4,144,144,0.08335640386397453,70.35032132777161,0.018626400684645224,0.009642812279022807,0.011645560262152799,0.009698814574328737,0.007472303428819771
37,0-1-4-5,4,148,148,0.05305727063501857,70.40337859840663,0.015164547840814805,0.008020923968870962,0.011645560262152799,0.008646939475487688,0.00864693947549
38,0-1-7-8,4,152,152,0.05077080415064575,70.45414940255728,0.010784707275174731,0.005469145318526893,0.005994789118872745,0.005657262901013552,0.005657262901017646
39,0-1-4-5,4,156,156,0.05542132725453807,70.50957072981181,0.008919789296216197,0.005403997114281493,0.006729063692390014,0.0033548452511643245,0.004154434534818563
40,0-1-7-8,4,160,160,0.05795222587862956,70.56752295569044,0.009664021390610962,0.006282393411060982,0.005804634439314782,0.005135314076135386,0.006300749912909964
41,0-1-4-5,4,164,164,0.05714865120563539,70.62467160689607,0.011744780441701639,0.005875116963577022,0.005804634439314782,0.006170965197860726,0.006300749912909964
42,0-1-7-8,4,168,168,0.038324361572334,70.66299596846841,0.01003958033955015,0.005474695912020777,0.004787112852753239,0.005305694792154493,0.006459904736246358
43,0-1-4-5,4,172,172,0.042818095496566254,70.70581406396498,0.010853453694353964,0.005138671852368171,0.0029772209744294287,0.006181508207258256,0.00787386112613575
44,0-1-7-8,4,176,176,0.03797046958678555,70.74378453355176,0.01005493365305027,0.005447386303116407,0.00993828508639183,0.004457177844801566,0.004340947775204995
45,0-1-4-5,4,180,180,0.055951446205423236,70.79973597975719,0.01784340844624084,0.00832453806844259,0.010648921905371367,0.00979966353799771,0.0076890538200729
46,0-1-7-8,4,184,184,0.10615499488972838,70.90589097464692,0.02557745248922466,0.014650914370653481,0.016687197344225524,0.013881058056040469,0.014965851950826448
47,0-1-4-5,4,188,188,0.04541491425159642,70.95130588889852,0.024464350898438285,0.013277841141460179,0.016687197344225524,0.012609883871525467,0.009735433035089613
48,0-1-7-8,4,192,192,0.07724816325902614,71.02855405215755,0.017895954609291873,0.009071171660116607,0.005757081893577265,0.00970829046745387,0.009708290467457914
49,0-1-4-5,4,196,196,0.06186623301671081,71.09042028517426,0.01060370404687905,0.0052929519805649415,0.003548696238127036,0.0058281807681651475,0.004781478339396017
50,0-1-7-8,4,200,200,0.04902406025350001,71.13944434542776,0.012947402760123385,0.006027001628205091,0.006379460793425551,0.007225439807196702,0.008907157375567465
51,0-1-4-5,4,204,204,0.038514437297200735,71.17795878272496,0.008945941107691202,0.004908478384436892,0.006573596641686663,0.0035934482155552242,0.004439526281366568
52,0-1-7-8,4,208,208,0.053479637614902195,71.23143842033986,0.01736478877459517,0.007699981900485305,0.006573596641686663,0.0096513410576147,0.009651341057605123
53,0-1-4-5,4,212,212,0.06711908820827252,71.29855750854813,0.009229758073450669,0.006346598993805298,0.008335226184144062,0.0052881207958318,0.005964706694179256
54,0-1-7-8,4,216,216,0.04965141261643688,71.34820892116457,0.011238375503164193,0.007958798541269475,0.010684426410037418,0.004977846562143425,0.006231325975541324
55,0-1-4-5,4,220,220,0.05465223200556869,71.40286115317014,0.013802459007820093,0.006831736774638621,0.006453034670741431,0.007829071261767984,0.006186456545762553
56,0-1-7-8,4,224,224,0.08054321903206083,71.4834043722022,0.017238110289399963,0.009887717707510766,0.007619927002068039,0.008921552749801654,0.009132667923957172
57,0-1-4-5,4,228,228,0.05170377446596482,71.53510814666816,0.012295623844384188,0.007881655429194893,0.007619927002068039,0.006545098951027432,0.005562104839860638
58,0-1-7-8,4,232,232,0.038257069970254215,71.57336521663842,0.013301481348450847,0.008490866814775792,0.0100003101295556,0.006682944613299722,0.0066829446132956605
59,0-1-4-5,4,236,236,0.07353326903159504,71.64689848567002,0.022202906000513854,0.010573032168990961,0.0100003101295556,0.012572989831558381,0.012572989831561188
60,0-1-7-8,4,240,240,0.11757924679728499,71.76447773246731,0.02023875752219467,0.011048980096312855,0.0114109686450945,0.011093599578317438,0.011093599578309465
61,0-1-4-5,4,244,244,0.04424021809021328,71.80871795055752,0.021527165190697587,0.011777340133912607,0.009682688284428309,0.011542100430100408,0.009009701555775962
62,0-1-7-8,4,248,248,0.06216472856188374,71.8708826791194,0.011810955542945367,0.00721429653459593,0.006314987474311806,0.006595171208389496,0.006595171208374495
63,0-1-4-5,4,252,252,0.06913926573144417,71.94002194485086,0.014134668582890728,0.008161658886129793,0.006851415772146652,0.00804625140041394,0.008046251400443794
64,0-1-7-8,4,256,256,0.05540900044175594,71.99543094529261,0.007288174358235433,0.004587825137013993,0.003481997681845428,0.004175809912773941,0.004450322306531973
65,0-1-4-5,4,260,260,0.03438326478671257,72.02981421007932,0.011371699305068773,0.004700335781909583,0.003481997681845428,0.006345709173493371,0.007351552055723687
66,0-1-7-8,4,264,264,0.043565270987027636,72.07337948106635,0.012246097816721218,0.005629804381837198,0.00549858782778756,0.0069555695500891305,0.011219103052802382
67,0-1-4-5,4,268,268,0.04541267703010711,72.11879215809645,0.012246097816721218,0.007046316571531664,0.0041429257218936755,0.0069555695500891305,0.007886382433930805
68,0-1-7-8,4,272,272,0.05283829048824233,72.1716304485847,0.008613842672875738,0.005881838846909819,0.0045513385844060394,0.004769671178920303,0.006501575050428698
69,0-1-4-5,4,276,276,0.03526842616063728,72.20689887474533,0.009835299403837715,0.006982023128435195,0.007770112532128337,0.005562596631100871,0.007832292005261365
70,0-1-7-8,4,280,280,0.047748543187848144,72.25464741793319,0.012442288923056672,0.008083325749714498,0.010719351411097477,0.004678030255368629,0.007832292005261365
71,0-1-4-5,4,284,284,0.054481846092029516,72.30912926402522,0.01694096894256014,0.011002484492468616,0.010719351411097477,0.008804662963115746,0.006930449096394398
72,0-1-7-8,4,288,288,0.06945268256072122,72.37858194658594,0.019331174426038156,0.011264757031812135,0.013686270722303107,0.010327422542383656,0.010327422542410147
73,0-1-4-5,4,292,292,0.07850261323454893,72.45708455982049,0.013724768779452548,0.0072427479100209,0.010649079978563236,0.005767792551001043,0.00479884877649539
74,0-1-7-8,4,296,296,0.03713911692969128,72.49422367675018,0.009311957959971388,0.00461201410397154,0.004475727158293807,0.0046787683052452395,0.004513260851354062
75,0-1-4-5,4,300,300,0.03385126683030622,72.52807494358049,0.007627749390969723,0.004179718442301058,0.005744997163589005,0.002875027478205433,0.005564815694924619
76,0-1-7-8,4,304,304,0.019963978638668015,72.54803892221916,0.008870605982698567,0.005138126163342657,0.0063872717624491315,0.004124348064761325,0.006849280703441707
77,0-1-4-5,4,308,308,0.053407323728106595,72.60144624594727,0.01361781567235172,0.008685686902183881,0.006939057436838425,0.006974158491842225,0.008968171644148981
78,0-1-7-8,4,312,312,0.04468586706488456,72.64613211301216,0.014358327113847963,0.008427441987441907,0.010883207247644577,0.00775503081199517,0.007755030811999575
79,0-1-4-5,4,316,316,0.05210903936968949,72.69824115238185,0.01204032441345831,0.007053131071848582,0.010883207247644577,0.004314653261820043,0.0072656973512650325
80,0-1-7-8,4,320,320,0.07300615043820367,72.77124730282006,0.011044768296963967,0.0060079441080160305,0.008380808173782839,0.005415041807818222,0.007612657203104334
81,0-1-4-5,4,324,324,0.040170603433157176,72.81141790625321,0.009632400568766861,0.006655113488648608,0.008380808173782839,0.004363118362256015,0.008384204046656407
82,0-1-7-8,4,328,328,0.07071048220721146,72.88212838846043,0.013255479914200476,0.008276934722471155,0.013006773493458468,0.004792293228813114,0.008823420604137766
83,0-1-4-5,4,332,332,0.07723146651307947,72.95935985497351,0.014244799338307943,0.011086673718552029,0.013426537541789685,0.007299186789529944,0.006142388802906851
