slot,epoch,transmitters,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_displacement_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,0,,0,0,0.0,0.0,11.312618328864172,5.432003224635244,11.310504271884781,0.2989891792425549,0.4177543927496927
1,1,0-1-2-3,4,4,19.79705845144654,19.79705845144654,6.869337463760696,2.8544859452623745,6.8685359846569725,0.29063331975262885,0.42784180522403403
2,1,0-1-2-4,4,8,9.12303878199022,28.920097233436756,2.748274952538313,1.4198635163141748,2.7474070342588703,0.2860356616979425,0.4308960491114391
3,1,0-1-2-5,4,12,8.518171739559312,37.43826897299607,2.748274952538313,1.253016072756813,2.7474070342588703,0.9026107209895439,0.9416487084319698
4,1,0-1-2-6,4,16,3.4028079009869785,40.84107687398305,1.4145638024442961,0.7550862706392987,1.4033305299562358,0.5930958069880308,0.5324162688566787
5,1,0-1-2-7,4,20,2.378763344758551,43.2198402187416,0.7866793993122948,0.4994411705354878,0.780843879875647,0.33897859967522326,0.25812354734971166
6,1,0-1-2-8,4,24,1.7714732043885117,44.991313423130116,0.7866793993122948,0.49359031199374986,0.780843879875647,0.2653096798880749,0.26530967988806964
7,1,0-1-2-9,4,28,2.5799104458785567,47.57122386900867,1.1683350777259467,0.6572818207494219,0.9488957683731059,0.39240554949412165,0.3373917495023875
8,1,0-1-3-4,4,32,1.8197035573041034,49.39092742631277,1.1683350777259467,0.7084796426440547,0.9488957683731059,0.4967574360935321,0.49675743609353873
9,1,0-1-3-5,4,36,1.4335492047896952,50.82447663110246,1.4047328839824647,0.735874986256934,0.9488957683731059,0.7166105712132305,0.7166105712132236
10,1,0-1-3-6,4,40,1.1770872707840547,52.00156390188652,1.5716506861092523,0.755320632110232,0.9488957683731059,0.8283442919075081,0.8283442919074986
11,1,0-1-3-7,4,44,0.9588651999854985,52.960429101872016,1.6563535185102172,0.7583374148495896,0.9488957683731059,0.883335515310953,0.8833355153109537
12,1,0-1-3-8,4,48,0.9772410008881479,53.937670102760165,1.6994162178992969,0.7524974358496641,0.9488957683731059,0.9108911808396787,0.9108911808396698
13,1,0-1-3-9,4,52,1.4018543619048238,55.33952446466499,1.7214440917027012,0.762337733824935,0.9488957683731059,0.9248715073530421,0.9248715073530391
14,1,0-1-4-5,4,56,1.8377704305024987,57.17729489516749,1.0529103430673423,0.5285545297085108,0.6666424772810018,0.5648507497505599,0.5648507497505548
