slot,epoch,transmitters,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_displacement_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,0,,0,0,0.0,0.0,11.577714383560243,6.764011930892811,11.576763875736802,0.28684989771162583,0.32826628107680733
1,1,0-1-2-3,4,4,26.490315172080578,26.490315172080578,11.577714383560243,5.1313647849482384,11.576763875736802,1.2748144595105353,1.274814459510516
2,1,0-1-2-4,4,8,12.146667564121287,38.636982736201865,11.577714383560243,5.043872175105235,11.576763875736802,1.7276125379534384,2.9335457045218405
3,1,0-1-2-5,4,12,10.197735287893314,48.83471802409518,11.577714383560243,5.4622683640773975,11.576763875736802,3.074785516132197,3.165178520773651
4,1,0-1-2-6,4,16,8.68572222026467,57.520440244359854,11.577714383560243,5.8924740517089225,11.576763875736802,3.1009588247210678,3.191351829362503
5,1,0-1-2-7,4,20,6.858864733213742,64.3793049775736,11.577714383560243,6.255960541042436,11.576763875736802,2.493983903120508,2.2496725148440646
6,1,0-1-2-8,4,24,7.925315630341546,72.30462060791514,11.577714383560243,6.574221501194184,11.576763875736802,2.0192449335029155,1.3016222896410312
7,1,0-1-2-9,4,28,14.221080007417001,86.52570061533214,12.642712914357736,7.273247468680451,12.463843380395545,1.7289282389746956,2.176023741982611
8,1,0-1-3-4,4,32,21.636923516824325,108.16262413215647,12.642712914357736,7.5097928424316995,12.463843380395545,2.080594980590433,2.0805949805904405
9,1,0-1-3-5,4,36,11.757983943652286,119.92060807580876,12.642712914357736,7.98951052220324,12.463843380395545,4.0164170883974455,4.016417088397461
10,1,0-1-3-6,4,40,11.746868223344041,131.6674762991528,12.696114052842846,8.60806330024533,12.463843380395545,6.006106940673937,6.006106940673924
11,1,0-1-3-7,4,44,10.787077423965686,142.4545537231185,15.50126008134549,9.221270765459511,12.463843380395545,8.022346644790058,8.022346644790069
12,1,0-1-3-8,4,48,10.552399726437473,153.00695344955597,17.626513274782052,9.517325831061019,12.463843380395545,9.418678373827678,9.418678373827682
13,1,0-1-3-9,4,52,13.606469207617284,166.61342265717326,18.78211300352909,9.415038763020421,12.463843380395545,10.142306798174257,10.14230679817426
14,1,0-1-4-5,4,56,18.7785679362204,185.39199059339367,14.795443265150816,8.529557945372284,10.195597189751595,8.11641685202679,8.116416852026795
15,1,0-1-4-6,4,60,10.438423980320849,195.8304145737145,11.441001302454934,8.192686530937973,10.195597189751595,6.116656656267368,6.35749182263082
16,1,0-1-4-7,4,64,8.548490042078814,204.37890461579332,11.954550486664534,8.267105053016435,10.195597189751595,5.079057376578286,6.868300880018367
