slot,transmitters,slot_transmitter_uses,transmitter_uses,cumulative_transmitter_uses,endpoint_displacement_m,cumulative_endpoint_m,max_position_error_m,rms_position_error_m,max_radial_error_m,max_angular_error_deg,max_adjacent_gap_error_deg
0,,0,0,0,0.0,0.0,9.744632250636217,5.884840688646424,9.737500434609089,0.29899204596193174,0.3273483313404171
1,0-1-4-5,4,4,4,29.857668048307254,29.857668048307254,9.744632250636217,4.242994117986257,9.737500434609089,2.0039910034937325,1.2820221519387758
2,0-1-7-8,4,8,8,23.905279572357387,53.76294762066464,5.270238460108627,3.425957741894937,4.818416831430071,2.738293232144489,2.738293232144464
3,0-1-4-5,4,12,12,13.337436935381273,67.10038455604591,4.820338849758246,3.0168587932847775,4.818416831430071,1.319528715398435,1.319528715398441
4,0-1-7-8,4,16,16,10.378681049759235,77.47906560580515,3.7553480354416275,2.3596184458414626,3.2178992110853955,1.7153818058246983,1.715381805824677
5,0-1-4-5,4,20,20,12.919042821454639,90.39810842725979,1.5318869038847935,0.8095547416664378,1.5184117208367667,0.3417956064047364,0.2721928650017702
6,0-1-7-8,4,24,24,3.6698955980625745,94.06800402532237,1.0790155023951578,0.653908883131724,0.8973378489039305,0.45253388809329487,0.4525338880933063
7,0-1-4-5,4,28,28,3.9435560863177326,98.0115601116401,0.35973354902223753,0.192784187760261,0.3559656626909202,0.07946114222328729,0.13153607423351588
8,0-1-7-8,4,32,32,0.7349238324588717,98.74648394409897,0.2331351464477356,0.1490098618076235,0.23084020377390857,0.07730606273705591,0.08042755149268288
9,0-1-4-5,4,36,36,0.645004003554556,99.39148794765353,0.1712623012902088,0.09053952170602214,0.16704013980900356,0.03939671989608578,0.04871242634614248
10,0-1-7-8,4,40,40,0.5389111497676286,99.93039909742116,0.12074715349477311,0.07569236880112433,0.0893515256523898,0.055535936058896056,0.050583981301045355
11,0-1-4-5,4,44,44,0.5959392472571439,100.52633834467831,0.20135450877099878,0.10450296252234723,0.13947970194089976,0.11118617907673028,0.11118617907673922
12,0-1-7-8,4,48,48,0.49054906435972917,101.01688740903803,0.16615205628832816,0.1181219239994317,0.16396997348344655,0.07523694583628976,0.11542942859081506
13,0-1-4-5,4,52,52,0.514451130859643,101.53133853989767,0.15041100294191534,0.10019909079426337,0.14572934708986907,0.05220175137097872,0.05220175137097982
14,0-1-7-8,4,56,56,0.946573977417538,102.47791251731522,0.15310462823059517,0.10266447252532424,0.11137426836771169,0.0842069079557287,0.08420690795573904
15,0-1-4-5,4,60,60,0.4530958655344628,102.93100838284968,0.14046667845528682,0.0803245096249104,0.11137426836771169,0.06670350771261765,0.06776314601962952
16,0-1-7-8,4,64,64,0.6542555748276027,103.58526395767728,0.09060657978020284,0.06686024301549605,0.05843255502708189,0.047458949636502164,0.06776314601962952
17,0-1-4-5,4,68,68,0.43037054819160137,104.01563450586889,0.12254962813705375,0.07928284083962736,0.06749226270925135,0.059127558978037356,0.07666367127460205
18,0-1-7-8,4,72,72,0.8979656731634293,104.91360017903231,0.18387777284425952,0.09459022979777713,0.08572050647448748,0.10033142274101316,0.10033142274101436
19,0-1-4-5,4,76,76,0.32621205176290013,105.23981223079521,0.15367733610182802,0.08264648614763244,0.06788691754643139,0.08587656330910627,0.08587656330910676
20,0-1-7-8,4,80,80,0.6310592937819255,105.87087152457714,0.1267278840842462,0.0727651721236413,0.07607795560664954,0.0693763095558775,0.08056635921911237
